episode,opsdemo_reward,baseline_reward
179,93.0,92.0
180,80.0,89.0
181,90.0,92.0
182,88.0,91.0
183,95.0,91.0
184,90.0,92.0
185,-62.0,89.0
186,-61.0,92.0
187,76.0,89.0
188,88.0,87.0
189,92.0,91.0
190,92.0,97.0
191,92.0,91.0
192,92.0,86.0
193,78.0,94.0
194,94.0,90.0
195,96.0,89.0
196,88.0,94.0
197,95.0,92.0
198,83.0,94.0
199,-63.0,86.0
200,95.0,90.0
201,94.0,93.0
202,98.0,91.0
203,-51.0,86.0
204,89.0,87.0
205,91.0,94.0
206,94.0,87.0
207,99.0,90.0
208,87.0,92.0
209,97.0,90.0
210,97.0,99.0
211,96.0,83.0
212,94.0,90.0
213,92.0,95.0
214,94.0,94.0
215,85.0,91.0
216,96.0,89.0
217,97.0,90.0
218,98.0,81.0
219,93.0,85.0
220,-48.0,91.0
221,96.0,94.0
222,-52.0,96.0
223,72.0,84.0
224,97.0,91.0
225,93.0,93.0
226,96.0,92.0
227,96.0,88.0
228,86.0,89.0
229,93.0,96.0
230,87.0,84.0
231,94.0,83.0
232,99.0,76.0
233,95.0,97.0
234,92.0,91.0
235,88.0,87.0
236,93.0,96.0
237,88.0,94.0
238,-49.0,92.0
239,73.0,82.0
240,53.0,85.0
241,94.0,91.0
242,92.0,84.0
243,99.0,91.0
244,91.0,85.0
245,94.0,91.0
246,90.0,88.0
247,92.0,92.0
248,89.0,92.0
249,88.0,89.0
250,85.0,96.0
251,-53.0,92.0
252,-46.0,92.0
253,68.0,87.0
254,89.0,92.0
255,94.0,86.0
256,88.0,94.0
257,93.0,89.0
258,87.0,85.0
259,91.0,98.0
260,92.0,86.0
261,93.0,93.0
262,90.0,85.0
263,91.0,92.0
264,-50.0,92.0
265,97.0,93.0
266,92.0,90.0
267,-68.0,96.0
268,94.0,92.0
269,88.0,95.0
270,90.0,89.0
271,86.0,92.0
272,92.0,92.0
273,91.0,93.0
274,95.0,91.0
275,93.0,88.0
276,91.0,87.0
277,96.0,91.0
278,96.0,91.0
279,96.0,99.0
280,90.0,91.0
281,84.0,95.0
282,92.0,89.0
283,-56.0,93.0
284,-51.0,91.0
285,95.0,92.0
286,92.0,94.0
287,91.0,86.0
288,87.0,96.0
289,95.0,90.0
290,88.0,96.0
291,97.0,93.0
292,90.0,92.0
293,84.0,89.0
294,92.0,91.0
295,90.0,87.0
296,88.0,88.0
297,78.0,92.0
298,91.0,81.0
299,84.0,87.0
300,-53.0,89.0
301,99.0,90.0
302,94.0,92.0
303,87.0,92.0
304,71.0,93.0
305,95.0,95.0
306,83.0,91.0
307,92.0,90.0
308,95.0,87.0
309,94.0,84.0
310,89.0,99.0
311,94.0,91.0
312,84.0,97.0
313,79.0,94.0
314,93.0,94.0
315,92.0,94.0
316,64.0,89.0
317,86.0,92.0
318,90.0,89.0
319,79.0,88.0
320,94.0,93.0
321,88.0,90.0
322,95.0,90.0
323,88.0,91.0
324,95.0,90.0
325,94.0,94.0
326,94.0,92.0
327,86.0,97.0
328,90.0,90.0
329,90.0,82.0
330,94.0,84.0
331,88.0,88.0
332,98.0,92.0
333,95.0,91.0
334,90.0,92.0
335,90.0,88.0
336,97.0,89.0
337,62.0,87.0
338,-63.0,94.0
339,85.0,88.0
340,77.0,88.0
341,86.0,94.0
342,85.0,96.0
343,97.0,99.0
344,91.0,87.0
345,98.0,89.0
346,91.0,96.0
347,95.0,91.0
348,92.0,90.0
349,97.0,88.0
350,97.0,90.0
351,96.0,87.0
352,92.0,92.0
353,94.0,89.0
354,93.0,83.0
355,74.0,86.0
356,-65.0,92.0
357,95.0,90.0
358,82.0,94.0
359,63.0,89.0
360,89.0,93.0
361,94.0,98.0
362,87.0,92.0
363,93.0,91.0
364,92.0,90.0
365,97.0,96.0
366,95.0,92.0
367,83.0,90.0
368,91.0,87.0
369,91.0,86.0
370,90.0,89.0
371,75.0,88.0
372,94.0,92.0
373,94.0,96.0
374,87.0,89.0
375,91.0,86.0
376,62.0,92.0
377,95.0,96.0
378,95.0,90.0
379,94.0,90.0
380,89.0,88.0
381,95.0,87.0
382,92.0,95.0
383,83.0,92.0
384,86.0,94.0
385,91.0,82.0
386,91.0,88.0
387,93.0,93.0
388,84.0,88.0
389,90.0,95.0
390,92.0,93.0
391,89.0,98.0
392,67.0,88.0
393,-50.0,87.0
394,93.0,99.0
395,92.0,90.0
396,86.0,95.0
397,89.0,97.0
398,89.0,84.0
399,89.0,87.0
400,92.0,90.0
401,88.0,91.0
402,84.0,94.0
403,93.0,93.0
404,91.0,91.0
405,95.0,97.0
406,85.0,87.0
407,91.0,89.0
408,93.0,92.0
409,91.0,84.0
410,62.0,91.0
411,80.0,89.0
412,67.0,94.0
413,95.0,90.0
414,92.0,86.0
415,95.0,94.0
416,93.0,88.0
417,93.0,89.0
418,97.0,92.0
419,97.0,79.0
420,91.0,94.0
421,90.0,84.0
422,92.0,89.0
423,91.0,93.0
424,90.0,97.0
425,89.0,89.0
426,91.0,97.0
427,95.0,91.0
428,94.0,95.0
429,91.0,91.0
430,77.0,86.0
431,91.0,97.0
432,91.0,90.0
433,44.0,82.0
434,88.0,90.0
435,89.0,90.0
436,92.0,89.0
437,91.0,90.0
438,92.0,76.0
439,94.0,96.0
440,96.0,85.0
441,98.0,97.0
442,86.0,89.0
443,90.0,85.0
444,91.0,93.0
445,97.0,85.0
446,-61.0,93.0
447,88.0,95.0
448,92.0,89.0
449,86.0,92.0
450,86.0,95.0
451,88.0,85.0
452,93.0,88.0
453,88.0,96.0
454,81.0,89.0
455,88.0,94.0
456,95.0,90.0
457,90.0,88.0
458,88.0,91.0
459,87.0,96.0
460,83.0,86.0
461,96.0,91.0
462,-51.0,95.0
463,-51.0,93.0
464,91.0,96.0
465,92.0,98.0
466,96.0,89.0
467,95.0,96.0
468,91.0,86.0
469,90.0,91.0
470,92.0,91.0
471,95.0,90.0
472,91.0,81.0
473,86.0,89.0
474,94.0,88.0
475,97.0,95.0
476,78.0,88.0
477,-43.0,90.0
478,61.0,85.0
479,93.0,96.0
480,54.0,89.0
481,78.0,78.0
482,93.0,86.0
483,94.0,80.0
484,94.0,80.0
485,88.0,89.0
486,99.0,97.0
487,91.0,91.0
488,93.0,80.0
489,92.0,94.0
490,91.0,90.0
491,91.0,90.0
492,66.0,87.0
493,97.0,87.0
494,93.0,89.0
495,95.0,93.0
496,-64.0,94.0
497,93.0,88.0
498,78.0,92.0
499,93.0,96.0
500,93.0,90.0
501,94.0,92.0
502,87.0,97.0
503,96.0,95.0
504,92.0,90.0
505,89.0,92.0
506,90.0,92.0
507,93.0,89.0
508,91.0,93.0
509,78.0,95.0
510,45.0,90.0
511,91.0,88.0
512,-45.0,93.0
513,95.0,97.0
514,82.0,91.0
515,65.0,88.0
516,93.0,92.0
517,93.0,95.0
518,90.0,90.0
519,90.0,89.0
520,95.0,90.0
521,90.0,93.0
522,94.0,81.0
523,58.0,99.0
524,-73.0,92.0
525,91.0,93.0
526,89.0,91.0
527,93.0,90.0
528,93.0,89.0
529,93.0,97.0
530,97.0,90.0
531,93.0,95.0
532,96.0,90.0
533,96.0,93.0
534,91.0,95.0
535,94.0,94.0
536,91.0,83.0
537,76.0,96.0
538,95.0,94.0
539,88.0,97.0
540,89.0,99.0
541,94.0,94.0
542,56.0,98.0
543,-49.0,93.0
544,57.0,89.0
545,95.0,95.0
546,89.0,94.0
547,89.0,92.0
548,95.0,93.0
549,93.0,92.0
550,96.0,91.0
551,95.0,92.0
552,84.0,93.0
553,99.0,93.0
554,90.0,96.0
555,95.0,92.0
556,97.0,98.0
557,97.0,94.0
558,84.0,95.0
559,96.0,96.0
560,90.0,95.0
561,-62.0,85.0
562,-61.0,95.0
563,92.0,91.0
564,97.0,94.0
565,93.0,87.0
566,94.0,88.0
567,88.0,88.0
568,93.0,91.0
569,92.0,84.0
570,95.0,96.0
571,92.0,91.0
572,95.0,91.0
573,99.0,84.0
574,87.0,96.0
575,87.0,82.0
576,87.0,94.0
577,97.0,95.0
578,40.0,92.0
579,-55.0,99.0
580,79.0,92.0
581,89.0,83.0
582,88.0,85.0
583,95.0,92.0
584,91.0,95.0
585,96.0,88.0
586,94.0,97.0
587,92.0,79.0
588,97.0,90.0
589,96.0,93.0
590,97.0,95.0
591,92.0,93.0
592,92.0,88.0
593,91.0,92.0
594,-47.0,92.0
595,95.0,88.0
596,-51.0,93.0
597,65.0,91.0
598,92.0,83.0
599,90.0,89.0
600,89.0,96.0
601,97.0,93.0
602,92.0,96.0
603,90.0,88.0
604,96.0,93.0
605,94.0,96.0
606,94.0,93.0
607,96.0,95.0
608,96.0,84.0
609,93.0,89.0
610,93.0,84.0
611,95.0,90.0
612,93.0,85.0
613,-42.0,86.0
614,-60.0,91.0
615,65.0,90.0
616,84.0,89.0
617,90.0,94.0
618,90.0,96.0
619,92.0,97.0
620,96.0,84.0
621,93.0,87.0
622,92.0,91.0
623,90.0,95.0
624,91.0,95.0
625,-48.0,88.0
626,92.0,92.0
627,-55.0,95.0
628,82.0,91.0
629,79.0,95.0
630,94.0,86.0
631,89.0,84.0
632,93.0,94.0
633,92.0,90.0
634,92.0,92.0
635,91.0,86.0
636,87.0,84.0
637,92.0,92.0
638,93.0,92.0
639,-45.0,93.0
640,94.0,87.0
641,88.0,95.0
642,60.0,88.0
643,90.0,92.0
644,94.0,99.0
645,96.0,83.0
646,88.0,93.0
647,96.0,90.0
648,90.0,85.0
649,90.0,85.0
650,88.0,87.0
651,93.0,93.0
652,95.0,93.0
653,85.0,93.0
654,93.0,91.0
655,96.0,89.0
656,91.0,88.0
657,94.0,83.0
658,-56.0,88.0
659,95.0,93.0
660,89.0,93.0
661,80.0,93.0
662,61.0,93.0
663,98.0,91.0
664,94.0,87.0
665,88.0,96.0
666,90.0,91.0
667,88.0,94.0
668,77.0,98.0
669,91.0,92.0
670,91.0,92.0
671,93.0,85.0
672,97.0,93.0
673,90.0,87.0
674,-50.0,88.0
675,90.0,94.0
676,99.0,87.0
677,97.0,89.0
678,93.0,95.0
679,72.0,87.0
680,86.0,91.0
681,96.0,96.0
682,92.0,94.0
683,89.0,92.0
684,88.0,89.0
685,94.0,89.0
686,94.0,99.0
687,88.0,91.0
688,96.0,85.0
689,90.0,93.0
690,87.0,89.0
691,88.0,81.0
692,88.0,90.0
693,54.0,93.0
694,89.0,94.0
695,79.0,91.0
696,94.0,90.0
697,94.0,97.0
698,93.0,94.0
699,68.0,89.0
700,90.0,97.0
701,91.0,97.0
702,94.0,94.0
703,93.0,93.0
704,92.0,90.0
705,86.0,93.0
706,72.0,82.0
707,88.0,88.0
708,93.0,92.0
709,62.0,85.0
710,97.0,86.0
711,93.0,92.0
712,-54.0,95.0
713,92.0,88.0
714,88.0,93.0
715,83.0,95.0
716,97.0,92.0
717,87.0,89.0
718,88.0,90.0
719,94.0,84.0
720,88.0,92.0
721,98.0,87.0
722,89.0,96.0
723,98.0,88.0
724,98.0,92.0
725,91.0,83.0
726,94.0,91.0
727,92.0,89.0
728,82.0,83.0
729,-63.0,92.0
730,-42.0,90.0
731,92.0,89.0
732,80.0,88.0
733,91.0,94.0
734,91.0,90.0
735,98.0,89.0
736,81.0,99.0
737,93.0,90.0
738,84.0,79.0
739,94.0,91.0
740,95.0,92.0
741,87.0,88.0
742,89.0,78.0
743,95.0,88.0
744,-64.0,97.0
745,-60.0,93.0
746,90.0,95.0
747,92.0,96.0
748,94.0,84.0
749,96.0,88.0
750,95.0,99.0
751,89.0,93.0
752,91.0,94.0
753,96.0,92.0
754,87.0,91.0
755,94.0,91.0
756,91.0,88.0
757,90.0,87.0
758,93.0,94.0
759,80.0,83.0
760,-53.0,96.0
761,86.0,92.0
762,90.0,90.0
763,93.0,96.0
764,93.0,94.0
765,93.0,86.0
766,95.0,94.0
767,88.0,89.0
768,86.0,92.0
769,92.0,92.0
770,89.0,90.0
771,93.0,92.0
772,91.0,87.0
773,91.0,81.0
774,96.0,95.0
775,89.0,93.0
776,88.0,95.0
777,93.0,96.0
778,50.0,90.0
779,-64.0,88.0
780,89.0,89.0
781,93.0,80.0
782,92.0,86.0
783,95.0,91.0
784,92.0,92.0
785,87.0,96.0
786,87.0,92.0
787,92.0,91.0
788,95.0,95.0
789,92.0,95.0
790,89.0,92.0
791,88.0,94.0
792,94.0,88.0
793,79.0,90.0
794,57.0,89.0
795,89.0,86.0
796,-59.0,98.0
797,81.0,91.0
798,95.0,93.0
799,92.0,92.0
800,89.0,92.0
801,81.0,92.0
802,88.0,92.0
803,93.0,90.0
804,86.0,96.0
805,94.0,93.0
806,91.0,88.0
807,96.0,85.0
808,87.0,95.0
809,98.0,92.0
810,89.0,90.0
811,-68.0,88.0
812,93.0,96.0
813,78.0,88.0
814,95.0,95.0
815,79.0,90.0
816,94.0,91.0
817,91.0,88.0
818,87.0,89.0
819,94.0,94.0
820,95.0,91.0
821,92.0,87.0
822,90.0,96.0
823,92.0,85.0
824,93.0,82.0
825,84.0,81.0
826,-53.0,93.0
827,65.0,88.0
828,92.0,92.0
829,58.0,87.0
830,75.0,94.0
831,91.0,90.0
832,86.0,88.0
833,96.0,88.0
834,92.0,96.0
835,90.0,93.0
836,92.0,96.0
837,94.0,94.0
838,96.0,96.0
839,91.0,85.0
840,94.0,98.0
841,91.0,97.0
842,94.0,86.0
843,-52.0,93.0
844,-52.0,87.0
845,68.0,86.0
846,90.0,99.0
847,87.0,95.0
848,99.0,94.0
849,95.0,97.0
850,88.0,94.0
851,88.0,96.0
852,95.0,87.0
853,91.0,89.0
854,90.0,92.0
855,94.0,95.0
856,87.0,89.0
857,85.0,92.0
858,63.0,86.0
859,53.0,95.0
860,61.0,92.0
861,87.0,90.0
862,89.0,95.0
863,96.0,84.0
864,96.0,94.0
865,89.0,86.0
866,88.0,95.0
867,91.0,95.0
868,96.0,79.0
869,86.0,93.0
870,93.0,98.0
871,71.0,92.0
872,82.0,88.0
873,-55.0,94.0
874,42.0,97.0
875,95.0,90.0
876,91.0,94.0
877,88.0,91.0
878,91.0,91.0
879,96.0,88.0
880,88.0,92.0
881,91.0,93.0
882,94.0,85.0
883,88.0,84.0
884,87.0,86.0
885,77.0,90.0
886,80.0,99.0
887,92.0,88.0
888,93.0,87.0
889,94.0,91.0
890,44.0,93.0
891,74.0,93.0
892,94.0,92.0
893,91.0,88.0
894,96.0,90.0
895,91.0,85.0
896,92.0,87.0
897,95.0,88.0
898,90.0,88.0
899,93.0,91.0
900,98.0,92.0
901,82.0,92.0
902,96.0,98.0
903,89.0,91.0
904,97.0,93.0
905,83.0,88.0
906,93.0,89.0
907,84.0,86.0
908,-61.0,94.0
909,89.0,86.0
910,70.0,94.0
911,98.0,93.0
912,99.0,91.0
913,95.0,89.0
914,98.0,93.0
915,95.0,86.0
916,97.0,90.0
917,97.0,96.0
918,89.0,93.0
919,88.0,93.0
920,85.0,94.0
921,94.0,86.0
922,94.0,91.0
923,96.0,87.0
924,88.0,98.0
925,75.0,91.0
926,98.0,85.0
927,-53.0,93.0
928,91.0,94.0
929,90.0,95.0
930,93.0,91.0
931,69.0,87.0
932,93.0,88.0
933,94.0,88.0
934,91.0,95.0
935,94.0,94.0
936,92.0,95.0
937,95.0,90.0
938,84.0,93.0
939,96.0,82.0
940,84.0,92.0
941,93.0,87.0
942,-69.0,85.0
943,91.0,93.0
944,-70.0,86.0
945,91.0,86.0
946,81.0,86.0
947,82.0,95.0
948,96.0,83.0
949,96.0,96.0
950,90.0,88.0
951,97.0,86.0
952,85.0,95.0
953,83.0,87.0
954,91.0,84.0
955,87.0,87.0
956,-43.0,83.0
957,81.0,98.0
958,91.0,89.0
959,-51.0,96.0
960,92.0,96.0
961,94.0,90.0
962,93.0,98.0
963,99.0,91.0
964,98.0,90.0
965,93.0,97.0
966,93.0,93.0
967,91.0,93.0
968,92.0,94.0
969,93.0,94.0
970,86.0,88.0
971,89.0,89.0
972,95.0,96.0
973,-46.0,96.0
974,97.0,93.0
975,95.0,90.0
976,-50.0,91.0
977,89.0,91.0
978,90.0,89.0
979,87.0,89.0
980,95.0,94.0
981,97.0,93.0
982,89.0,85.0
983,95.0,84.0
984,96.0,97.0
985,81.0,90.0
986,97.0,97.0
987,90.0,93.0
988,92.0,94.0
989,81.0,90.0
990,88.0,91.0
991,86.0,95.0
992,93.0,89.0
993,90.0,96.0
994,55.0,89.0
995,37.0,93.0
996,94.0,86.0
997,96.0,93.0
998,89.0,92.0
999,94.0,98.0
