episode,global_step,episode_step,true_policy,new_assumed_policy
14,104,5,chase_y,chase_y
28,204,8,chase_x,chase_x
43,310,11,chase_y,chase_y
51,404,13,chase_x,chase_x
62,506,11,chase_y,chase_y
76,604,8,chase_x,chase_x
90,708,3,chase_y,chase_y
98,807,13,chase_x,chase_x
111,905,13,chase_y,chase_y
122,1005,14,chase_x,chase_x
134,1104,10,chase_y,chase_y
149,1213,4,chase_x,chase_x
162,1309,6,chase_y,chase_y
175,1407,8,chase_x,chase_x
186,1504,13,chase_y,chase_y
200,1607,5,chase_x,chase_x
210,1707,11,chase_y,chase_y
222,1805,11,chase_x,chase_x
232,1907,15,chase_y,chase_y
248,2006,9,chase_x,chase_x
260,2105,13,chase_y,chase_y
274,2208,7,chase_x,chase_x
285,2307,9,chase_y,chase_y
296,2404,5,chase_x,chase_x
306,2504,13,chase_y,chase_y
318,2606,8,chase_x,chase_x
329,2704,9,chase_y,chase_y
339,2806,13,chase_x,chase_x
354,2924,7,chase_y,chase_y
363,3006,13,chase_x,chase_x
377,3108,1,chase_y,chase_y
388,3206,9,chase_x,chase_x
401,3307,10,chase_y,chase_y
412,3404,11,chase_x,chase_x
423,3507,16,chase_y,chase_y
434,3606,13,chase_x,chase_x
448,3704,9,chase_y,chase_y
459,3804,8,chase_x,chase_x
471,3908,10,chase_y,chase_y
482,4005,9,chase_x,chase_x
492,4105,13,chase_y,chase_y
504,4213,5,chase_x,chase_x
514,4307,11,chase_y,chase_y
525,4405,8,chase_x,chase_x
538,4510,11,chase_y,chase_y
549,4605,13,chase_x,chase_x
563,4705,15,chase_y,chase_y
576,4804,9,chase_x,chase_x
588,4910,5,chase_y,chase_y
600,5008,11,chase_x,chase_x
612,5106,14,chase_y,chase_y
620,5205,23,chase_x,chase_x
633,5312,12,chase_y,chase_y
647,5407,2,chase_x,chase_x
656,5510,16,chase_y,chase_y
666,5606,11,chase_x,chase_x
678,5706,15,chase_y,chase_y
691,5805,11,chase_x,chase_x
703,5907,14,chase_y,chase_y
718,6004,15,chase_x,chase_x
731,6105,11,chase_y,chase_y
743,6205,6,chase_x,chase_x
755,6308,10,chase_y,chase_y
769,6418,16,chase_x,chase_x
780,6504,16,chase_y,chase_y
792,6604,8,chase_x,chase_x
805,6704,7,chase_y,chase_y
816,6809,10,chase_x,chase_x
826,6904,13,chase_y,chase_y
838,7005,4,chase_x,chase_x
847,7106,9,chase_y,chase_y
859,7205,10,chase_x,chase_x
870,7304,9,chase_y,chase_y
883,7405,10,chase_x,chase_x
895,7506,4,chase_y,chase_y
907,7606,13,chase_x,chase_x
919,7705,13,chase_y,chase_y
932,7805,10,chase_x,chase_x
945,7906,13,chase_y,chase_y
958,8008,5,chase_x,chase_x
970,8104,2,chase_y,chase_y
985,8210,11,chase_x,chase_x
996,8305,7,chase_y,chase_y
