episode,global_step,episode_step,true_policy,new_assumed_policy
2,15,1,chase_x,chase_y
2,20,6,chase_x,chase_x
3,28,2,chase_x,chase_y
3,34,8,chase_x,chase_x
3,39,13,chase_x,chase_x
4,45,5,chase_x,chase_x
4,49,9,chase_x,chase_x
5,54,4,chase_x,chase_y
5,58,8,chase_x,chase_x
8,73,3,chase_x,chase_y
9,78,5,chase_x,chase_x
