episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
7,192,direct,detour,detour,0.2965690791606903,0.0,detour,0.027469363063573837,0.3054269254207611,0.27795756235718727
7,347,detour,attack,attack,0.27737632393836975,0.0,attack,0.05454998090863228,0.34774574637413025,0.29319576546549797
7,481,attack,detour,direct,0.34367865324020386,0.0,detour,0.01626773364841938,0.38356268405914307,0.3672949504107237
11,567,detour,direct,direct,0.3033817410469055,0.0,direct,0.04487394914031029,0.3161625266075134,0.27128857746720314
14,668,direct,detour,detour,0.3037722706794739,0.0,detour,0.0489763543009758,0.31979209184646606,0.27081573754549026
14,889,detour,attack,attack,0.34044790267944336,0.0,attack,0.19916383922100067,0.4798017740249634,0.2806379348039627
26,1120,attack,detour,detour,0.33370932936668396,0.0,detour,0.020071033388376236,0.3617722988128662,0.34170126542449
28,1289,detour,attack,attack,0.34579119086265564,0.0,attack,0.03540041297674179,0.3422625958919525,0.3068621829152107
28,1462,attack,direct,direct,0.28675249218940735,0.0,direct,0.0798535943031311,0.35378214716911316,0.27392855286598206
35,1669,direct,detour,detour,0.30515700578689575,0.0,detour,0.08604750782251358,0.3589782118797302,0.27293070405721664
35,1789,detour,attack,attack,0.3809492290019989,0.0,attack,0.0515541136264801,0.3754194676876068,0.3238653540611267
35,1928,attack,detour,direct,0.3097812235355377,0.0,detour,0.05726312845945358,0.3354725241661072,0.2782093957066536
41,2022,detour,direct,direct,0.4077358841896057,0.0,direct,0.09520043432712555,0.4528765380382538,0.35767610371112823
43,2124,direct,detour,detour,0.3548435568809509,0.0,detour,0.03706934303045273,0.30683785676956177,0.26976851373910904
45,2265,detour,attack,attack,0.3278593122959137,0.0,attack,0.0751747339963913,0.3314324915409088,0.2562577575445175
55,2563,attack,detour,detour,0.30478453636169434,0.0,detour,0.003224902553483844,0.3236723244190216,0.32044742186553776
56,2700,detour,attack,detour,1.0315570831298828,0.0,attack,0.8183587193489075,1.0789575576782227,0.2605988383293152
56,2785,attack,detour,attack,0.3740517497062683,0.0,detour,0.15341717004776,0.4189348816871643,0.2655177116394043
58,2881,detour,attack,direct,0.3218391537666321,0.0,attack,0.025099974125623703,0.33071309328079224,0.30561311915516853
69,3095,attack,detour,detour,0.30491816997528076,0.0,detour,0.01622370257973671,0.3450261950492859,0.3288024924695492
71,3301,detour,direct,attack,0.2836351990699768,0.0,direct,0.01798020862042904,0.30119043588638306,0.283210227265954
80,3531,direct,detour,detour,0.32425177097320557,0.0,detour,0.02132890373468399,0.33490073680877686,0.31357183307409286
80,3740,detour,attack,attack,0.365866482257843,0.0,attack,0.08013464510440826,0.3511779010295868,0.27104325592517853
90,4054,attack,detour,detour,0.3026867210865021,0.0,detour,0.011286750435829163,0.2696342468261719,0.2583474963903427
91,4194,detour,direct,attack,0.35052311420440674,0.0,direct,0.03602242097258568,0.3125683665275574,0.2765459455549717
