episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
10,179,direct,detour,detour,0.41163086891174316,0.0,detour,0.1104210615158081,0.3854740858078003,0.2750530242919922
15,342,detour,attack,attack,0.22114083170890808,0.0,attack,0.03169875964522362,0.2762894928455353,0.24459073320031166
15,481,attack,detour,direct,0.5349268913269043,0.0,detour,0.14804108440876007,0.4909866452217102,0.34294556081295013
18,533,detour,direct,direct,0.3097632825374603,0.0,direct,0.010649076662957668,0.26824700832366943,0.25759793166071177
24,699,direct,detour,detour,0.23684820532798767,0.0,detour,0.029425833374261856,0.2642887830734253,0.23486294969916344
27,822,detour,attack,attack,0.23497284948825836,0.0,attack,0.021345505490899086,0.23548057675361633,0.21413507126271725
27,960,attack,detour,direct,0.6423835754394531,0.0,detour,0.4340558648109436,0.6499367952346802,0.21588093042373657
30,1024,detour,attack,direct,0.31298673152923584,0.0,attack,0.02668618969619274,0.3668050467967987,0.34011885710060596
34,1156,attack,detour,detour,0.8794825673103333,0.0,detour,0.5550649762153625,0.9022240042686462,0.3471590280532837
36,1280,detour,attack,attack,0.4230576753616333,0.0,attack,0.20379015803337097,0.4058183431625366,0.20202818512916565
36,1440,attack,direct,direct,0.4418738782405853,0.0,direct,0.24787703156471252,0.4602058529853821,0.21232882142066956
43,1601,direct,detour,detour,0.31368082761764526,0.0,detour,0.05500603839755058,0.30841928720474243,0.25341324880719185
48,1767,detour,attack,attack,0.27006787061691284,0.0,attack,0.04528918117284775,0.2597821354866028,0.21449295431375504
48,1921,attack,detour,direct,0.3857470154762268,0.0,detour,0.1587844043970108,0.40239399671554565,0.24360959231853485
50,1961,detour,direct,direct,0.29500582814216614,0.0,direct,0.013594696298241615,0.29958659410476685,0.28599189780652523
55,2099,direct,detour,detour,0.32801535725593567,0.0,detour,0.11651268601417542,0.3499487042427063,0.23343601822853088
59,2270,detour,attack,attack,0.24338117241859436,0.0,attack,0.059862084686756134,0.2703135311603546,0.21045144647359848
59,2400,attack,direct,direct,0.5630052089691162,0.0,direct,0.21215517818927765,0.568801999092102,0.3566468209028244
67,2568,direct,detour,detour,0.2408502995967865,0.0,detour,0.040505316108465195,0.24872229993343353,0.20821698382496834
