episode,reward_gap,ops_episode_reward,baseline_episode_reward,ops_interceptor_win,baseline_interceptor_win,ops_reason,baseline_reason,ops_final_intruder_policy,ops_episode_len,baseline_episode_len,outcome_pair,rank_type
670,-203.508727,-106.195027,97.313699,False,True,entered_big_circle,intercepted_in_big_circle,direct,31,31,baseline_only_win,baseline_advantage
383,-35.987679,-140.631437,-104.643759,False,False,entered_big_circle,entered_big_circle,direct,186,25,both_lose,baseline_advantage
488,-32.366742,-134.483427,-102.116685,False,False,entered_big_circle,entered_big_circle,direct,200,14,both_lose,baseline_advantage
160,-32.18788,-134.036995,-101.849115,False,False,entered_big_circle,entered_big_circle,direct,200,13,both_lose,baseline_advantage
697,-31.9955,-135.473167,-103.477667,False,False,entered_big_circle,entered_big_circle,direct,199,21,both_lose,baseline_advantage
262,-31.985871,-135.83403,-103.848159,False,False,entered_big_circle,entered_big_circle,direct,215,27,both_lose,baseline_advantage
25,-31.371884,-133.400559,-102.028675,False,False,entered_big_circle,entered_big_circle,direct,209,11,both_lose,baseline_advantage
35,-30.674298,-133.396781,-102.722483,False,False,entered_big_circle,entered_big_circle,direct,212,17,both_lose,baseline_advantage
393,-30.342988,-135.046654,-104.703667,False,False,entered_big_circle,entered_big_circle,direct,196,24,both_lose,baseline_advantage
723,-29.423862,-134.401741,-104.97788,False,False,entered_big_circle,entered_big_circle,direct,182,29,both_lose,baseline_advantage
197,-28.572279,-139.302553,-110.730275,False,False,entered_big_circle,entered_small_circle,direct,179,72,both_lose,baseline_advantage
501,-25.966339,-126.885247,-100.918908,False,False,entered_big_circle,entered_big_circle,direct,194,7,both_lose,baseline_advantage
418,-24.611947,-127.873505,-103.261558,False,False,entered_big_circle,entered_big_circle,direct,232,21,both_lose,baseline_advantage
427,-24.186983,-125.487389,-101.300406,False,False,entered_big_circle,entered_big_circle,direct,196,10,both_lose,baseline_advantage
238,-23.315921,-124.440064,-101.124143,False,False,entered_big_circle,entered_big_circle,direct,142,7,both_lose,baseline_advantage
651,-23.302136,-124.445226,-101.143091,False,False,entered_big_circle,entered_big_circle,direct,204,8,both_lose,baseline_advantage
334,-23.06997,-125.243516,-102.173545,False,False,entered_big_circle,entered_big_circle,direct,230,18,both_lose,baseline_advantage
549,-22.986568,-124.028174,-101.041606,False,False,entered_big_circle,entered_big_circle,direct,222,7,both_lose,baseline_advantage
96,-20.906869,-123.30881,-102.401941,False,False,entered_big_circle,entered_big_circle,direct,203,16,both_lose,baseline_advantage
526,-20.859235,-125.346113,-104.486878,False,False,entered_big_circle,entered_big_circle,direct,244,31,both_lose,baseline_advantage
330,289.372859,96.744733,-192.628126,True,False,intercepted_before_small_circle,entered_big_circle,detour,38,383,ops_only_win,ops_advantage
402,283.980525,95.360997,-188.619528,True,False,intercepted_before_small_circle,entered_big_circle,detour,46,382,ops_only_win,ops_advantage
72,277.60227,97.196923,-180.405347,True,False,intercepted_before_small_circle,entered_big_circle,detour,37,372,ops_only_win,ops_advantage
546,269.866942,95.166395,-174.700547,True,False,intercepted_before_small_circle,entered_big_circle,detour,45,363,ops_only_win,ops_advantage
145,267.793301,95.926453,-171.866848,True,False,intercepted_before_small_circle,entered_big_circle,detour,41,372,ops_only_win,ops_advantage
786,266.589398,97.185727,-169.403671,True,False,intercepted_before_small_circle,entered_big_circle,detour,33,373,ops_only_win,ops_advantage
722,265.834808,97.224702,-168.610106,True,False,intercepted_before_small_circle,entered_big_circle,detour,38,371,ops_only_win,ops_advantage
799,265.757774,97.02744,-168.730334,True,False,intercepted_before_small_circle,entered_big_circle,detour,43,384,ops_only_win,ops_advantage
233,261.469973,96.944857,-164.525116,True,False,intercepted_before_small_circle,entered_big_circle,detour,37,366,ops_only_win,ops_advantage
708,261.405042,97.423094,-163.981948,True,False,intercepted_before_small_circle,entered_big_circle,detour,36,361,ops_only_win,ops_advantage
23,261.051678,97.537716,-163.513962,True,False,intercepted_before_small_circle,entered_big_circle,detour,46,374,ops_only_win,ops_advantage
417,260.998664,95.619958,-165.378706,True,False,intercepted_before_small_circle,entered_big_circle,detour,42,392,ops_only_win,ops_advantage
309,259.941272,96.649685,-163.291587,True,False,intercepted_before_small_circle,entered_big_circle,detour,41,377,ops_only_win,ops_advantage
94,258.804818,97.137685,-161.667133,True,False,intercepted_before_small_circle,entered_big_circle,detour,37,379,ops_only_win,ops_advantage
275,258.386116,96.955898,-161.430217,True,False,intercepted_before_small_circle,entered_big_circle,detour,42,381,ops_only_win,ops_advantage
764,258.226565,97.569904,-160.656661,True,False,intercepted_before_small_circle,entered_big_circle,detour,31,371,ops_only_win,ops_advantage
574,258.216243,97.712356,-160.503887,True,False,intercepted_before_small_circle,entered_big_circle,detour,35,369,ops_only_win,ops_advantage
389,257.98604,96.458483,-161.527557,True,False,intercepted_before_small_circle,entered_big_circle,detour,40,371,ops_only_win,ops_advantage
258,257.179056,95.833163,-161.345893,True,False,intercepted_before_small_circle,entered_big_circle,detour,42,356,ops_only_win,ops_advantage
205,256.619209,95.378131,-161.241078,True,False,intercepted_before_small_circle,entered_big_circle,detour,42,386,ops_only_win,ops_advantage
