episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,assumed_policy,assumption_correct,predator_a_action,predator_b_action,switched,running_error_chase_x,running_error_chase_y
0,1,1,-1.0,-1.0,chase_x,chase_x,True,2,4,False,0.0,0.0240631897562803
0,2,2,-1.0,-2.0,chase_x,chase_x,True,0,0,False,0.00697612306632267,0.02734436857769995
0,3,3,-1.0,-3.0,chase_x,chase_x,True,0,1,False,0.04032778798772407,0.034900120858912365
0,4,4,-1.0,-4.0,chase_x,chase_x,True,2,3,False,0.08882919419017565,0.10008438977985745
0,5,5,-1.0,-5.0,chase_x,chase_x,True,1,0,False,0.09386124653322903,0.1048315158721429
0,6,6,-1.0,-6.0,chase_x,chase_x,True,0,2,False,0.14013843962739447,0.04314321066532212
0,7,7,-1.0,-7.0,chase_x,chase_x,True,0,4,False,0.05977875977344049,0.07011771631399077
0,8,8,-1.0,-8.0,chase_x,chase_x,True,2,1,False,0.09565272979916428,0.08008644574964408
0,9,9,-1.0,-9.0,chase_x,chase_x,True,2,4,False,0.01268163042831072,0.10427773887136971
0,10,10,-1.0,-10.0,chase_x,chase_x,True,2,4,False,0.0,0.12789718246494453
0,11,11,-1.0,-11.0,chase_x,chase_x,True,0,3,False,0.04975677017733615,0.19265979883337714
0,12,12,-1.0,-12.0,chase_x,chase_x,True,1,4,False,0.0,0.21849364903543156
0,13,13,-1.0,-13.0,chase_x,chase_x,True,0,0,False,0.007431525535709249,0.22239099320454236
0,14,14,-1.0,-14.0,chase_x,chase_x,True,3,0,False,0.014657124736639604,0.22820140337770567
0,15,15,-1.0,-15.0,chase_x,chase_x,True,2,0,False,0.021519862070117246,0.23516166417359063
0,16,16,-1.0,-16.0,chase_x,chase_x,True,2,4,False,0.0,0.2616133392080575
0,17,17,-1.0,-17.0,chase_x,chase_x,True,2,1,False,0.02393372286022366,0.27686726464875555
0,18,18,-1.0,-18.0,chase_x,chase_x,True,0,3,False,0.06380538731974683,0.34002494160890673
0,19,19,-1.0,-19.0,chase_x,chase_x,True,3,2,False,0.11522829265357204,0.2688625394791354
0,20,20,-1.0,-20.0,chase_x,chase_x,True,4,4,False,0.04190945516921696,0.29908541169710723
0,21,21,-1.0,-21.0,chase_x,chase_x,True,2,4,False,0.0,0.3295992744525481
0,22,22,-1.0,-22.0,chase_x,chase_x,True,0,4,False,0.0,0.35880365831323313
0,23,23,-1.0,-23.0,chase_x,chase_x,True,2,4,False,0.0,0.38908999185314197
0,24,24,-1.0,-24.0,chase_x,chase_x,True,2,1,False,0.03354188103224354,0.40879379577074126
0,25,25,-1.0,-25.0,chase_x,chase_x,True,2,0,False,0.042171599881314914,0.41071980285145127
0,26,26,-1.0,-26.0,chase_x,chase_x,True,2,4,False,0.0,0.43971402672557813
0,27,27,-1.0,-27.0,chase_x,chase_x,True,4,4,False,0.0,0.4664082548409122
0,28,28,-1.0,-28.0,chase_x,chase_x,True,2,2,False,0.05049808761640617,0.39694977020072275
0,29,29,-1.0,-29.0,chase_x,chase_x,True,2,4,False,0.0,0.42660061481026046
0,30,30,-1.0,-30.0,chase_x,chase_x,True,2,4,False,0.0,0.45694234330161587
0,31,31,-1.0,-31.0,chase_x,chase_x,True,2,3,False,0.04090074098756613,0.5242030555255023
0,32,32,-1.0,-32.0,chase_x,chase_x,True,1,2,False,0.09262046686031922,0.4541370658224806
0,33,33,-1.0,-33.0,chase_x,chase_x,True,2,2,False,0.14788229814148934,0.38205199572500026
0,34,34,-1.0,-34.0,chase_x,chase_x,True,2,2,False,0.20282752594878406,0.309009155261429
0,35,35,-1.0,-35.0,chase_x,chase_x,True,0,3,False,0.24386050908387702,0.3776911248151532
0,36,36,-1.0,-36.0,chase_x,chase_x,True,2,1,False,0.27408703925601763,0.3957607402514638
0,37,37,-1.0,-37.0,chase_x,chase_x,True,2,3,False,0.3145845381499002,0.46151518486360765
0,38,38,-1.0,-38.0,chase_x,chase_x,True,1,2,False,0.3715553013997184,0.3916042037255031
0,39,39,-1.0,-39.0,chase_x,chase_x,True,2,0,False,0.3811518139235244,0.39602411301379925
0,40,40,-1.0,-40.0,chase_x,chase_x,True,2,3,False,0.4233112461690317,0.4631671312498149
1,41,1,-1.0,-1.0,chase_x,chase_x,True,3,1,False,0.4741100023562723,0.46617621472616433
1,42,2,-1.0,-2.0,chase_x,chase_x,True,0,3,False,0.4991643505780168,0.5293040721127992
1,43,3,-1.0,-3.0,chase_x,chase_x,True,2,4,False,0.4231758868789983,0.5445261827251081
1,44,4,-1.0,-4.0,chase_x,chase_x,True,0,1,False,0.4725318506805777,0.5501745071765903
1,45,5,-1.0,-5.0,chase_x,chase_x,True,0,0,False,0.4830993623098888,0.5354309864032935
1,46,6,-1.0,-6.0,chase_x,chase_x,True,2,1,False,0.5315216229127938,0.5410421424720222
1,47,7,-1.0,-7.0,chase_x,chase_x,True,2,2,False,0.5722563517342066,0.4976421944124446
1,48,8,-1.0,-8.0,chase_x,chase_x,True,0,1,False,0.6217115275849983,0.5030936969634179
1,49,9,-1.0,-9.0,chase_x,chase_x,True,1,4,False,0.5504954270280352,0.5169756536387559
1,50,10,-1.0,-10.0,chase_x,chase_x,True,2,0,False,0.5629245481959243,0.5032116818057333
1,51,11,-1.0,-11.0,chase_x,chase_x,True,1,3,False,0.5857565119033982,0.5663980245939283
1,52,12,-1.0,-12.0,chase_x,chase_x,True,0,1,False,0.6338249060972034,0.5708527594063941
1,53,13,-1.0,-13.0,chase_x,chase_x,True,3,1,False,0.6768106138836308,0.5757304250662278
1,54,14,-1.0,-14.0,chase_x,chase_x,True,1,2,False,0.6979357036039031,0.5388390136403559
1,55,15,-1.0,-15.0,chase_x,chase_x,True,2,2,False,0.722912470245778,0.4979901645995216
1,56,16,-1.0,-16.0,chase_x,chase_x,True,0,0,False,0.7338327177948393,0.4860985922320852
1,57,17,-1.0,-17.0,chase_x,chase_x,True,4,4,False,0.6732215293727033,0.4992559255223312
1,58,18,-1.0,-18.0,chase_x,chase_x,True,2,2,False,0.7065093719261636,0.4548757169743445
1,59,19,-1.0,-19.0,chase_x,chase_x,True,1,2,False,0.7373441301920967,0.4119935732053739
1,60,20,-1.0,-20.0,chase_x,chase_x,True,0,3,False,0.7445788760783979,0.473536687040239
1,61,21,-1.0,-21.0,chase_x,chase_x,True,3,4,False,0.683862860999327,0.4888261788930095
