episode,global_step,episode_step,true_policy,new_assumed_policy
3,23,7,chase_x,chase_x
4,28,5,chase_x,chase_x
5,33,5,chase_x,chase_x
7,43,4,chase_x,chase_x
8,56,12,chase_x,chase_x
9,65,7,chase_x,chase_x
11,72,1,chase_x,chase_x
11,77,6,chase_x,chase_x
11,81,10,chase_x,chase_x
12,88,6,chase_x,chase_x
13,96,5,chase_x,chase_x
14,102,3,chase_y,chase_y
14,106,7,chase_y,chase_x
14,113,14,chase_y,chase_y
14,118,19,chase_y,chase_x
14,122,23,chase_y,chase_y
14,127,28,chase_y,chase_x
15,132,5,chase_y,chase_y
16,136,1,chase_y,chase_x
16,141,6,chase_y,chase_y
18,150,1,chase_y,chase_x
18,154,5,chase_y,chase_x
18,158,9,chase_y,chase_x
18,163,14,chase_y,chase_x
18,167,18,chase_y,chase_x
18,171,22,chase_y,chase_x
18,177,28,chase_y,chase_x
18,182,33,chase_y,chase_y
18,187,38,chase_y,chase_x
19,192,5,chase_y,chase_x
19,196,9,chase_y,chase_x
19,200,13,chase_x,chase_x
20,211,8,chase_x,chase_x
21,220,7,chase_x,chase_x
22,229,8,chase_x,chase_x
24,245,9,chase_x,chase_x
25,250,5,chase_x,chase_x
28,273,9,chase_x,chase_x
29,282,6,chase_x,chase_x
31,297,8,chase_x,chase_x
32,302,4,chase_y,chase_y
32,309,11,chase_y,chase_x
32,313,15,chase_y,chase_x
32,319,21,chase_y,chase_x
32,323,25,chase_y,chase_x
32,329,31,chase_y,chase_x
32,334,36,chase_y,chase_x
33,340,2,chase_y,chase_y
33,348,10,chase_y,chase_x
33,352,14,chase_y,chase_y
33,356,18,chase_y,chase_x
33,360,22,chase_y,chase_x
33,367,29,chase_y,chase_x
33,373,35,chase_y,chase_x
34,379,1,chase_y,chase_y
35,392,6,chase_y,chase_x
35,399,13,chase_y,chase_x
36,407,4,chase_x,chase_x
37,413,3,chase_x,chase_x
37,418,8,chase_x,chase_x
39,427,3,chase_x,chase_y
39,431,7,chase_x,chase_x
41,441,2,chase_x,chase_x
42,449,1,chase_x,chase_x
43,460,9,chase_x,chase_x
46,484,10,chase_x,chase_x
49,495,2,chase_x,chase_y
49,499,6,chase_x,chase_x
49,503,10,chase_y,chase_y
50,509,1,chase_y,chase_x
50,513,5,chase_y,chase_x
50,518,10,chase_y,chase_x
50,523,15,chase_y,chase_y
50,527,19,chase_y,chase_x
50,531,23,chase_y,chase_x
51,540,5,chase_y,chase_y
51,546,11,chase_y,chase_x
51,550,15,chase_y,chase_x
51,556,21,chase_y,chase_x
51,560,25,chase_y,chase_x
51,564,29,chase_y,chase_x
51,572,37,chase_y,chase_x
52,579,4,chase_y,chase_y
52,585,10,chase_y,chase_x
53,589,4,chase_y,chase_x
53,594,9,chase_y,chase_x
53,598,13,chase_y,chase_x
53,603,18,chase_x,chase_x
