outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
both_lose,536,-0.158781,0.916936,-132.37739,-132.218609,38.688433,55.076493
ops_only_win,264,230.007123,220.06897,97.128328,-132.878795,36.257576,63.037879
