outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,95,-274.52768,-269.424533,-158.8024,115.72528,41.989474,48.157895
both_lose,459,-0.828375,0.01382,-157.480067,-156.651692,34.302832,32.492375
both_win,90,0.102085,-0.010791,116.098635,115.99655,36.177778,46.188889
ops_only_win,156,273.674938,269.506259,115.764732,-157.910206,37.365385,36.544872
