episode,global_step,episode_step,true_policy,new_assumed_policy
14,121,14,chase_y,chase_y
29,216,5,chase_x,chase_x
37,311,18,chase_y,chase_y
49,412,18,chase_x,chase_x
61,512,14,chase_y,chase_y
76,610,10,chase_x,chase_x
87,721,21,chase_y,chase_y
97,813,13,chase_x,chase_x
106,914,22,chase_y,chase_y
119,1011,8,chase_x,chase_x
130,1109,13,chase_y,chase_y
142,1212,14,chase_x,chase_x
152,1309,13,chase_y,chase_y
163,1418,24,chase_x,chase_x
175,1510,9,chase_y,chase_y
186,1617,18,chase_x,chase_x
198,1709,14,chase_y,chase_y
211,1810,16,chase_x,chase_x
226,1913,11,chase_y,chase_y
238,2015,18,chase_x,chase_x
247,2109,24,chase_y,chase_y
255,2211,21,chase_x,chase_x
268,2311,16,chase_y,chase_y
278,2412,15,chase_x,chase_x
290,2510,11,chase_y,chase_y
302,2614,5,chase_x,chase_x
313,2711,13,chase_y,chase_y
325,2812,16,chase_x,chase_x
335,2910,13,chase_y,chase_y
346,3012,20,chase_x,chase_x
356,3111,15,chase_y,chase_y
366,3213,19,chase_x,chase_x
377,3322,23,chase_y,chase_y
386,3410,16,chase_x,chase_x
396,3511,16,chase_y,chase_y
406,3610,14,chase_x,chase_x
418,3710,12,chase_y,chase_y
430,3812,15,chase_x,chase_x
441,3909,11,chase_y,chase_y
454,4013,15,chase_x,chase_x
464,4118,18,chase_y,chase_y
472,4214,22,chase_x,chase_x
481,4320,22,chase_y,chase_y
491,4410,17,chase_x,chase_x
503,4514,18,chase_y,chase_y
513,4615,12,chase_x,chase_x
525,4710,8,chase_y,chase_y
536,4811,15,chase_x,chase_x
548,4920,9,chase_y,chase_y
559,5015,10,chase_x,chase_x
571,5114,14,chase_y,chase_y
580,5223,20,chase_x,chase_x
589,5311,16,chase_y,chase_y
600,5412,14,chase_x,chase_x
612,5510,22,chase_y,chase_y
626,5613,20,chase_x,chase_x
639,5710,16,chase_y,chase_y
648,5810,15,chase_x,chase_x
659,5910,13,chase_y,chase_y
670,6013,11,chase_x,chase_x
682,6111,15,chase_y,chase_y
695,6211,20,chase_x,chase_x
705,6314,10,chase_y,chase_y
717,6410,5,chase_x,chase_x
731,6511,8,chase_y,chase_y
746,6615,12,chase_x,chase_x
760,6717,15,chase_y,chase_y
768,6809,12,chase_x,chase_x
779,6911,16,chase_y,chase_y
790,7014,13,chase_x,chase_x
800,7112,15,chase_y,chase_y
811,7211,17,chase_x,chase_x
823,7313,15,chase_y,chase_y
834,7416,15,chase_x,chase_x
842,7512,20,chase_y,chase_y
855,7614,1,chase_x,chase_x
866,7723,6,chase_y,chase_y
876,7809,10,chase_x,chase_x
889,7920,19,chase_y,chase_y
901,8009,13,chase_x,chase_x
914,8110,23,chase_y,chase_y
928,8218,5,chase_x,chase_x
938,8314,13,chase_y,chase_y
949,8415,5,chase_x,chase_x
960,8510,16,chase_y,chase_y
971,8611,13,chase_x,chase_x
982,8710,17,chase_y,chase_y
995,8813,17,chase_x,chase_x
