episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,response_policy,response_policy_correct,assumed_policy,assumption_correct,predator_a_action,predator_b_action,switched,running_error_chase_x,running_error_chase_y
0,1,1,-1.0,-1.0,chase_x,chase_x,True,chase_x,True,2,2,False,0.0,0.0
0,2,2,-1.0,-2.0,chase_x,chase_x,True,chase_x,True,2,3,False,0.0,0.8357104548419553
0,3,3,-1.0,-3.0,chase_x,chase_x,True,chase_x,True,4,3,False,0.0,1.6757063993992536
0,4,4,-1.0,-4.0,chase_x,chase_x,True,chase_x,True,2,2,False,0.0,1.5157055135159683
0,5,5,-1.0,-5.0,chase_x,chase_x,True,chase_x,True,2,3,False,0.0,2.3557019373667747
0,6,6,-1.0,-6.0,chase_x,chase_x,True,chase_x,True,4,3,False,0.0,3.195701929296725
0,7,7,-1.0,-7.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.0,3.035701926293553
0,8,8,-1.0,-8.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.517126819224065,2.8757018745750504
0,9,9,-1.0,-9.0,chase_x,chase_x,True,chase_x,True,2,3,False,0.357126682201103,3.7157016612120026
0,10,10,-1.0,-10.0,chase_x,chase_x,True,chase_x,True,4,3,False,0.1970808823041339,4.555701627071354
0,11,11,99.0,89.0,chase_x,chase_x,True,chase_x,True,4,3,False,0.03702452928450853,5.3944429185637714
1,12,1,99.0,99.0,chase_x,chase_x,True,chase_x,True,1,2,False,0.0,6.234153156015919
2,13,1,-1.0,-1.0,chase_x,chase_x,True,chase_x,True,3,4,False,0.0,7.0741206086925805
2,14,2,-1.0,-2.0,chase_x,chase_x,True,chase_x,True,3,1,False,0.0,6.912268713515129
2,15,3,-1.0,-3.0,chase_x,chase_x,True,chase_x,True,3,4,False,0.0,7.469493014104472
2,16,4,-1.0,-4.0,chase_x,chase_x,True,chase_x,True,3,1,False,0.0,7.253581148381487
2,17,5,-1.0,-5.0,chase_x,chase_x,True,chase_x,True,3,3,False,0.0,7.073983615029968
2,18,6,-1.0,-6.0,chase_x,chase_x,True,chase_x,True,3,0,False,0.0,7.640530001990374
2,19,7,-1.0,-7.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.0,8.0
2,20,8,-1.0,-8.0,chase_x,chase_x,True,chase_x,True,2,3,False,0.0,8.0
2,21,9,-1.0,-9.0,chase_x,chase_x,True,chase_x,True,2,1,False,0.0,7.839997388122398
2,22,10,99.0,90.0,chase_x,chase_x,True,chase_x,True,2,1,False,0.0,7.679658807170286
3,23,1,-1.0,-1.0,chase_x,chase_x,True,chase_x,True,2,2,False,0.0,7.519040233339728
3,24,2,-1.0,-2.0,chase_x,chase_x,True,chase_x,True,2,2,False,0.0,7.358401122167327
3,25,3,-1.0,-3.0,chase_x,chase_x,True,chase_x,True,2,2,False,0.0,7.178167962370245
3,26,4,-1.0,-4.0,chase_x,chase_x,True,chase_x,True,2,3,False,0.0,7.957686437607395
3,27,5,-1.0,-5.0,chase_x,chase_x,True,chase_x,True,3,4,False,0.0,7.741440758112152
3,28,6,99.0,94.0,chase_x,chase_x,True,chase_x,True,3,0,False,0.0,8.0
4,29,1,-1.0,-1.0,chase_x,chase_x,True,chase_x,True,1,2,False,0.0,8.0
4,30,2,-1.0,-2.0,chase_x,chase_x,True,chase_x,True,1,2,False,0.0,8.0
4,31,3,-1.0,-3.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.0,8.0
4,32,4,-1.0,-4.0,chase_x,chase_x,True,chase_x,True,1,4,False,0.0,8.0
4,33,5,-1.0,-5.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.0,8.0
4,34,6,-1.0,-6.0,chase_x,chase_x,True,chase_x,True,1,2,False,0.0,8.0
4,35,7,-1.0,-7.0,chase_x,chase_x,True,chase_x,True,3,2,False,0.0,8.0
4,36,8,-1.0,-8.0,chase_x,chase_x,True,chase_x,True,1,0,False,0.0,8.0
4,37,9,-1.0,-9.0,chase_x,chase_x,True,chase_x,True,3,0,False,0.0,8.0
4,38,10,-1.0,-10.0,chase_x,chase_x,True,chase_x,True,1,0,False,0.0,8.0
4,39,11,-1.0,-11.0,chase_x,chase_x,True,chase_x,True,3,4,False,0.7250523110738427,8.0
4,40,12,-1.0,-12.0,chase_x,chase_x,True,chase_x,True,1,0,False,0.5253328770874793,8.0
4,41,13,-1.0,-13.0,chase_x,chase_x,True,chase_x,True,3,0,False,0.3310954948921647,8.0
4,42,14,99.0,86.0,chase_x,chase_x,True,chase_x,True,1,0,False,0.1294038761708648,8.0
5,43,1,-1.0,-1.0,chase_x,chase_x,True,chase_x,True,4,1,False,0.008750839142445677,8.0
