episode,global_step,episode_step,true_policy,new_assumed_policy
14,115,8,chase_y,chase_y
24,206,17,chase_x,chase_x
35,314,16,chase_y,chase_y
44,409,13,chase_x,chase_x
55,507,12,chase_y,chase_y
64,607,22,chase_x,chase_x
75,707,11,chase_y,chase_y
86,808,11,chase_x,chase_x
96,906,18,chase_y,chase_y
111,1018,5,chase_x,chase_x
121,1106,14,chase_y,chase_y
133,1203,12,chase_x,chase_x
144,1305,10,chase_y,chase_y
156,1405,9,chase_x,chase_x
169,1509,12,chase_y,chase_y
178,1606,13,chase_x,chase_x
191,1706,14,chase_y,chase_y
204,1806,11,chase_x,chase_x
217,1906,16,chase_y,chase_y
229,2008,13,chase_x,chase_x
241,2108,7,chase_y,chase_y
249,2204,12,chase_x,chase_x
261,2307,6,chase_y,chase_y
273,2404,8,chase_x,chase_x
284,2507,21,chase_y,chase_y
299,2610,3,chase_x,chase_x
309,2704,11,chase_y,chase_y
320,2810,16,chase_x,chase_x
330,2907,13,chase_y,chase_x
330,2911,17,chase_y,chase_x
330,2915,21,chase_y,chase_y
339,3005,13,chase_x,chase_x
352,3117,6,chase_y,chase_y
363,3206,17,chase_x,chase_x
376,3309,6,chase_y,chase_y
388,3406,7,chase_x,chase_x
400,3507,7,chase_y,chase_y
412,3610,10,chase_x,chase_x
423,3709,10,chase_y,chase_y
432,3812,11,chase_x,chase_x
443,3905,9,chase_y,chase_y
454,4009,11,chase_x,chase_x
466,4107,9,chase_y,chase_y
478,4208,3,chase_x,chase_x
489,4307,10,chase_y,chase_y
500,4406,13,chase_x,chase_x
512,4513,14,chase_y,chase_y
526,4606,5,chase_x,chase_x
538,4708,10,chase_y,chase_y
549,4805,12,chase_x,chase_x
560,4907,8,chase_y,chase_y
573,5006,17,chase_x,chase_x
583,5106,11,chase_y,chase_y
596,5207,16,chase_x,chase_x
608,5307,7,chase_y,chase_y
619,5406,6,chase_x,chase_x
631,5506,9,chase_y,chase_y
644,5612,10,chase_x,chase_x
656,5705,8,chase_y,chase_y
669,5805,13,chase_x,chase_x
680,5906,11,chase_y,chase_y
690,6006,10,chase_x,chase_x
702,6108,14,chase_y,chase_y
715,6218,7,chase_x,chase_x
723,6312,21,chase_y,chase_y
733,6406,15,chase_x,chase_x
745,6514,17,chase_y,chase_y
756,6607,11,chase_x,chase_x
768,6705,9,chase_y,chase_y
780,6805,11,chase_x,chase_x
790,6906,21,chase_y,chase_y
801,7005,7,chase_x,chase_x
813,7117,14,chase_y,chase_y
824,7208,12,chase_x,chase_x
836,7306,12,chase_y,chase_y
848,7405,8,chase_x,chase_x
861,7512,8,chase_y,chase_y
874,7610,11,chase_x,chase_x
886,7707,7,chase_y,chase_y
899,7806,11,chase_x,chase_x
912,7908,12,chase_y,chase_y
926,8007,7,chase_x,chase_x
939,8111,2,chase_y,chase_y
950,8210,8,chase_x,chase_x
959,8305,13,chase_y,chase_y
970,8407,11,chase_x,chase_x
987,8506,12,chase_y,chase_y
998,8612,12,chase_x,chase_x
