outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,118,-239.886106,-237.825187,-127.126315,112.759791,36.067797,49.152542
both_lose,455,-0.615105,-0.059357,-126.66072,-126.045616,31.626374,34.947253
both_win,35,0.847625,0.783021,113.412727,112.565102,37.8,53.028571
ops_only_win,192,239.411779,239.097875,113.134315,-126.277464,38.526042,33.072917
