episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
7,192,direct,detour,detour,0.29871490597724915,0.0,detour,0.035861238837242126,0.30679652094841003,0.2709352821111679
7,352,detour,attack,attack,0.31332921981811523,0.0,attack,0.029751095920801163,0.2871848940849304,0.25743379816412926
8,480,attack,direct,direct,0.8908877372741699,0.0,direct,0.572160542011261,0.8626331090927124,0.2904725670814514
18,700,direct,detour,detour,0.3391372263431549,0.0,detour,0.010512260720133781,0.34178245067596436,0.3312701899558306
19,853,detour,attack,attack,0.37964287400245667,0.0,attack,0.0899973064661026,0.34284842014312744,0.25285111367702484
20,930,attack,detour,attack,0.5961707830429077,0.0,detour,0.36396536231040955,0.6579253077507019,0.29395994544029236
23,1001,detour,attack,direct,0.2681492567062378,0.0,attack,0.044969964772462845,0.3045303225517273,0.25956035777926445
31,1166,attack,direct,detour,0.8190076947212219,0.0,direct,0.4603543281555176,0.799521803855896,0.3391674757003784
31,1226,direct,detour,detour,0.47632747888565063,0.0,detour,0.14721053838729858,0.509235680103302,0.3620251417160034
32,1288,detour,direct,attack,0.2552486062049866,0.0,direct,0.016405250877141953,0.2665482759475708,0.25014302507042885
43,1600,direct,detour,detour,0.330288827419281,0.0,detour,0.08701817691326141,0.3463076949119568,0.2592895179986954
45,1801,detour,attack,attack,0.35923629999160767,0.0,attack,0.08785691112279892,0.3470270335674286,0.25917012244462967
45,1921,attack,direct,direct,0.5833166837692261,0.0,direct,0.18195244669914246,0.5874202251434326,0.40546777844429016
52,2080,direct,detour,detour,0.3816833198070526,0.0,detour,0.10848399251699448,0.3864811360836029,0.27799714356660843
54,2276,detour,attack,attack,0.36062100529670715,0.0,attack,0.022427231073379517,0.358453631401062,0.3360264003276825
55,2404,attack,detour,direct,0.5188584327697754,0.0,detour,0.11169879138469696,0.5006821155548096,0.3889833241701126
59,2476,detour,direct,direct,0.4870750308036804,0.0,direct,0.03595321998000145,0.4694194197654724,0.43346619978547096
66,2642,direct,detour,detour,0.29266655445098877,0.0,detour,0.019236793741583824,0.30912187695503235,0.2898850832134485
67,2721,detour,direct,attack,0.3120589852333069,0.0,direct,0.010690765455365181,0.31534039974212646,0.3046496342867613
68,2828,direct,detour,attack,0.40807580947875977,0.0,detour,0.060015179216861725,0.3959307074546814,0.33591552823781967
69,2892,detour,attack,direct,0.38135308027267456,0.0,attack,0.0764714702963829,0.36406928300857544,0.28759781271219254
76,3060,attack,detour,detour,0.27312928438186646,0.0,detour,0.018011465668678284,0.2897542119026184,0.2717427462339401
78,3243,detour,attack,attack,0.2977108359336853,0.0,attack,0.033838607370853424,0.2870562672615051,0.2532176598906517
79,3354,attack,detour,attack,0.45505964756011963,0.0,detour,0.20508190989494324,0.479995995759964,0.27491408586502075
82,3414,detour,direct,direct,0.3898049592971802,0.0,direct,0.04068596661090851,0.39522114396095276,0.35453517735004425
89,3655,direct,attack,detour,0.32219961285591125,0.0,attack,0.05108889192342758,0.31590405106544495,0.26481515914201736
100,4073,attack,detour,detour,0.5086529850959778,0.0,detour,0.18449926376342773,0.55431067943573,0.36981141567230225
100,4137,detour,direct,detour,0.7923834323883057,0.0,direct,0.44193437695503235,0.7756320238113403,0.333697646856308
102,4311,direct,detour,attack,0.3026370406150818,0.0,detour,0.09387490153312683,0.34772050380706787,0.25384560227394104
104,4371,detour,attack,direct,0.39331936836242676,0.0,attack,0.08566425740718842,0.41415804624557495,0.32849378883838654
112,4527,attack,detour,detour,1.0126289129257202,0.0,detour,0.576144278049469,0.8271065950393677,0.2509623169898987
112,4640,detour,attack,attack,0.8692851066589355,0.0,attack,0.4316186308860779,0.9194293022155762,0.4878106713294983
113,4803,attack,detour,direct,0.7394141554832458,0.0,detour,0.255109041929245,0.6920018196105957,0.4368927776813507
116,4882,detour,attack,direct,0.3057688772678375,0.0,attack,0.04985680803656578,0.32486623525619507,0.2750094272196293
121,5040,attack,direct,detour,0.9989770650863647,0.0,direct,0.7707833051681519,1.0328445434570312,0.2620612382888794
121,5119,direct,attack,detour,0.40990835428237915,0.0,attack,0.16681139171123505,0.4306631088256836,0.26385171711444855
134,5444,attack,detour,detour,0.2881651818752289,0.0,detour,0.03456900641322136,0.31961166858673096,0.2850426621735096
134,5558,detour,attack,detour,0.5632911920547485,0.0,attack,0.21060925722122192,0.5667558908462524,0.3561466336250305
134,5761,attack,direct,direct,0.7258328199386597,0.0,direct,0.29891473054885864,0.6721760630607605,0.37326133251190186
140,5924,direct,detour,detour,0.2812157869338989,0.0,detour,0.021359682083129883,0.3012818396091461,0.27992215752601624
140,6146,detour,attack,attack,0.41878610849380493,0.0,attack,0.1427990198135376,0.4052814841270447,0.2624824643135071
140,6241,attack,direct,direct,0.4636839032173157,0.0,direct,0.20898973941802979,0.4788554608821869,0.2698657214641571
149,6408,direct,detour,detour,0.3685321807861328,0.0,detour,0.03798966854810715,0.3703383803367615,0.3323487117886543
150,6595,detour,attack,attack,0.3805996775627136,0.0,attack,0.08190535008907318,0.3837434649467468,0.30183811485767365
150,6721,attack,direct,direct,0.6163636445999146,0.0,direct,0.2476518750190735,0.6112728118896484,0.36362093687057495
157,6935,direct,detour,detour,0.348215252161026,0.0,detour,0.0746995359659195,0.3265003561973572,0.2518008202314377
157,7057,detour,attack,attack,0.3420023024082184,0.0,attack,0.06967772543430328,0.3460560142993927,0.2763782888650894
157,7202,attack,detour,direct,0.9284751415252686,0.0,detour,0.6151072978973389,0.9084163904190063,0.2933090925216675
159,7262,detour,direct,direct,0.4138600528240204,0.0,direct,0.06365636736154556,0.40893399715423584,0.3452776297926903
165,7388,direct,detour,detour,0.2842252552509308,0.0,detour,0.05450538545846939,0.32571032643318176,0.27120494097471237
168,7684,detour,direct,direct,0.3943105936050415,0.0,direct,0.05163406580686569,0.3962712585926056,0.3446371927857399
177,7913,direct,detour,detour,0.45134782791137695,0.0,detour,0.05829361453652382,0.4393036663532257,0.3810100518167019
177,8027,detour,attack,attack,0.4213017225265503,0.0,attack,0.054982565343379974,0.34892475605010986,0.2939421907067299
178,8161,attack,direct,direct,0.769847571849823,0.0,direct,0.36053571105003357,0.7754534482955933,0.4149177372455597
189,8348,direct,detour,detour,0.25363439321517944,0.0,detour,0.015306681394577026,0.2678549885749817,0.25254830718040466
191,8542,detour,attack,attack,0.2677372992038727,0.0,attack,0.024614281952381134,0.2898532748222351,0.265238992869854
191,8620,attack,detour,attack,0.2859087586402893,0.0,detour,0.052716970443725586,0.32955265045166016,0.27683568000793457
193,8693,detour,direct,direct,0.4108329713344574,0.0,direct,0.04906279593706131,0.40217769145965576,0.35311489552259445
200,8837,direct,attack,detour,0.30007246136665344,0.0,attack,0.011282425373792648,0.2652299106121063,0.2539474852383137
200,8897,attack,detour,detour,1.1000574827194214,0.0,detour,0.7861534357070923,1.163606882095337,0.37745344638824463
200,8984,detour,direct,attack,0.37577226758003235,0.0,direct,0.12298721075057983,0.37487030029296875,0.2518830895423889
214,9296,direct,detour,detour,0.30789342522621155,0.0,detour,0.03498927876353264,0.3334110975265503,0.29842181876301765
216,9517,detour,direct,attack,0.40560996532440186,0.0,direct,0.018206067383289337,0.3441232442855835,0.32591717690229416
216,9577,direct,detour,attack,0.7131093740463257,0.0,detour,0.0830460786819458,0.7222824096679688,0.639236330986023
218,9637,detour,attack,direct,0.3284434676170349,0.0,attack,0.014356346800923347,0.31455332040786743,0.3001969736069441
227,9817,attack,detour,detour,0.7501155138015747,0.0,detour,0.1981557160615921,0.8124727606773376,0.6143170446157455
228,9921,detour,direct,attack,0.315545916557312,0.0,direct,0.005666946992278099,0.29001542925834656,0.28434848226606846
240,10241,direct,detour,detour,0.28399479389190674,0.0,detour,0.037392888218164444,0.29345202445983887,0.2560591362416744
242,10437,detour,attack,attack,0.45407044887542725,0.0,attack,0.10814950615167618,0.4109501242637634,0.30280061811208725
243,10561,attack,direct,direct,0.7453144788742065,0.0,direct,0.35184261202812195,0.6614030003547668,0.3095603883266449
252,10720,direct,detour,detour,0.39472508430480957,0.0,detour,0.031557515263557434,0.37154775857925415,0.3399902433156967
253,10897,detour,attack,attack,0.49696236848831177,0.0,attack,0.06822136044502258,0.4499252438545227,0.3817038834095001
