ops_final_intruder_policy,episodes,ops_win_rate,baseline_win_rate,mean_reward_gap,baseline_only_wins,ops_only_wins
attack,34,0.0,0.0,-76.176901,0,0
direct,504,0.003968,0.0,7.987298,0,2
detour,262,1.0,0.0,230.141597,0,262
