episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
10,191,direct,detour,detour,0.5729907751083374,0.0,detour,0.09589651226997375,0.5862307548522949,0.49033424258232117
14,329,detour,attack,attack,0.31962794065475464,0.0,attack,0.03390811011195183,0.34761130809783936,0.3137031979858875
15,444,attack,detour,attack,0.692909300327301,0.0,detour,0.42396214604377747,0.6882297396659851,0.26426759362220764
18,535,detour,direct,direct,0.2526082992553711,0.0,direct,0.02587735839188099,0.3108527660369873,0.2849754076451063
23,681,direct,detour,detour,0.5691238641738892,0.0,detour,0.3136950731277466,0.5845859050750732,0.27089083194732666
26,800,detour,attack,attack,0.3853747844696045,0.0,attack,0.1585027426481247,0.4210960268974304,0.2625932842493057
26,860,attack,detour,attack,0.9373418688774109,0.0,detour,0.3092467784881592,1.0109429359436035,0.7016961574554443
26,920,detour,attack,attack,0.3397352695465088,0.0,attack,0.08109497278928757,0.3490131199359894,0.2679181471467018
35,1358,attack,detour,attack,0.6857341527938843,0.0,detour,0.448733925819397,0.7389205694198608,0.29018664360046387
35,1424,detour,attack,attack,0.2646135985851288,0.0,attack,0.0311110932379961,0.29163306951522827,0.26052197627723217
44,1630,attack,direct,detour,0.45750945806503296,0.0,direct,0.18617019057273865,0.5570675134658813,0.3708973228931427
44,1706,direct,detour,detour,0.3588711619377136,0.0,detour,0.06945408135652542,0.36891937255859375,0.29946529120206833
45,1766,detour,attack,attack,0.40273237228393555,0.0,attack,0.08495545387268066,0.3586793541908264,0.27372390031814575
45,1920,attack,direct,direct,0.4974699914455414,0.0,direct,0.21598893404006958,0.4892563819885254,0.2732674479484558
54,2123,direct,detour,detour,0.6543744802474976,0.0,detour,0.3887450098991394,0.655914306640625,0.2671692967414856
57,2241,detour,direct,attack,0.2702225148677826,0.0,direct,0.009342282079160213,0.26202693581581116,0.25268465373665094
59,2334,direct,attack,attack,0.513666033744812,0.0,attack,0.15998569130897522,0.5171449184417725,0.35715922713279724
69,2593,attack,direct,detour,0.7004591822624207,0.0,direct,0.4100413918495178,0.6802917122840881,0.2702503204345703
69,2676,direct,detour,detour,0.3386327624320984,0.0,detour,0.0682651698589325,0.37924712896347046,0.31098195910453796
70,2752,detour,attack,attack,0.3444424271583557,0.0,attack,0.022443829104304314,0.34235745668411255,0.31991362757980824
79,3118,attack,detour,detour,1.1309055089950562,0.0,detour,0.5362191796302795,1.1042979955673218,0.5680788159370422
80,3200,detour,attack,attack,0.38491523265838623,0.0,attack,0.10065079480409622,0.37499910593032837,0.27434831112623215
80,3297,attack,detour,attack,0.6648787260055542,0.0,detour,0.3733974099159241,0.6874940395355225,0.3140966296195984
80,3358,detour,attack,attack,0.4303593337535858,0.0,attack,0.09110944718122482,0.4401043653488159,0.3489949181675911
91,3526,attack,detour,detour,0.34467601776123047,0.0,detour,0.005210619419813156,0.34138908982276917,0.336178470402956
95,3713,detour,attack,attack,0.29281100630760193,0.0,attack,0.03949781879782677,0.28979575634002686,0.2502979375422001
96,3794,attack,detour,attack,0.6369518637657166,0.0,detour,0.3387233018875122,0.6370900869369507,0.2983667850494385
96,3858,detour,direct,direct,0.3855564594268799,0.0,direct,0.04804683476686478,0.4012269377708435,0.35318010300397873
105,4020,direct,detour,detour,0.9695276021957397,0.0,detour,0.38134104013442993,0.9295008182525635,0.5481597781181335
109,4241,detour,attack,attack,0.41404953598976135,0.0,attack,0.08503422141075134,0.39638790488243103,0.3113536834716797
109,4320,attack,direct,direct,0.6562544107437134,0.0,direct,0.25542908906936646,0.6937187910079956,0.43828970193862915
119,4491,direct,detour,detour,0.2788486182689667,0.0,detour,0.043563224375247955,0.33968785405158997,0.296124629676342
123,4690,detour,attack,attack,0.47597068548202515,0.0,attack,0.14030644297599792,0.44638046622276306,0.30607402324676514
123,4800,attack,direct,direct,0.6310465931892395,0.0,direct,0.2610228955745697,0.6318100690841675,0.3707871735095978
130,4963,direct,detour,detour,0.3190726339817047,0.0,detour,0.05573448911309242,0.32933881878852844,0.273604329675436
134,5180,detour,attack,attack,0.38876181840896606,0.0,attack,0.0492667555809021,0.3298623263835907,0.2805955708026886
143,5441,attack,detour,detour,0.28254711627960205,0.0,detour,0.017050497233867645,0.2781641185283661,0.26111362129449844
147,5616,detour,attack,attack,0.3070661425590515,0.0,attack,0.020195258781313896,0.3021489381790161,0.2819536793977022
147,5760,attack,direct,direct,0.6309102773666382,0.0,direct,0.3912772834300995,0.665359377861023,0.27408209443092346
156,5944,direct,detour,detour,0.4300982654094696,0.0,detour,0.045306358486413956,0.4328133165836334,0.38750695809721947
159,6080,detour,direct,attack,0.4428775906562805,0.0,direct,0.198391854763031,0.4801344573497772,0.2817426025867462
160,6158,direct,detour,attack,0.33635613322257996,0.0,detour,0.12479740381240845,0.37997573614120483,0.2551783323287964
161,6219,detour,direct,attack,0.38603514432907104,0.0,direct,0.006744505371898413,0.37800854444503784,0.37126403907313943
171,6448,direct,attack,detour,0.8780350685119629,0.0,attack,0.3730587959289551,0.8001818060874939,0.4271230101585388
171,6508,attack,detour,detour,0.26401644945144653,0.0,detour,0.04323599115014076,0.2984749376773834,0.25523894652724266
172,6596,detour,attack,attack,0.5281080007553101,0.0,attack,0.2728329598903656,0.5422249436378479,0.2693919837474823
172,6720,attack,detour,direct,0.494792640209198,0.0,detour,0.21011024713516235,0.5222753286361694,0.3121650815010071
176,6780,detour,direct,direct,0.3192600905895233,0.0,direct,0.002276544226333499,0.30483734607696533,0.30256080185063183
182,6918,direct,detour,detour,0.6080978512763977,0.0,detour,0.23464757204055786,0.6382424831390381,0.4035949110984802
184,7040,detour,direct,attack,0.43532946705818176,0.0,direct,0.1523585170507431,0.4143652617931366,0.2620067447423935
186,7138,direct,detour,attack,0.5254068374633789,0.0,detour,0.2503048777580261,0.518466055393219,0.26816117763519287
188,7206,detour,direct,direct,0.3498879671096802,0.0,direct,0.0362161323428154,0.3330531418323517,0.2968370094895363
195,7398,direct,detour,detour,0.36141061782836914,0.0,detour,0.11364778876304626,0.3800443708896637,0.26639658212661743
199,7531,detour,attack,attack,0.3444657027721405,0.0,attack,0.054593153297901154,0.3918790817260742,0.33728592842817307
199,7681,attack,detour,direct,0.3977360725402832,0.0,detour,0.03761836141347885,0.37261539697647095,0.3349970355629921
203,7753,detour,direct,direct,0.22260946035385132,0.0,direct,0.013511850498616695,0.2703154981136322,0.2568036476150155
208,7867,direct,detour,detour,0.8016260862350464,0.0,detour,0.09506510198116302,0.7658902406692505,0.6708251386880875
212,8025,detour,direct,attack,0.297967791557312,0.0,direct,0.02738190069794655,0.3038936257362366,0.27651172503829
213,8118,direct,detour,attack,0.8074109554290771,0.0,detour,0.5857781171798706,0.8393958806991577,0.2536177635192871
213,8178,detour,direct,direct,0.34719640016555786,0.0,direct,0.07051254063844681,0.3379353880882263,0.2674228474497795
222,8379,direct,detour,detour,0.7121869325637817,0.0,detour,0.4669345021247864,0.7329921722412109,0.26605767011642456
224,8480,detour,direct,attack,0.4215465784072876,0.0,direct,0.16119424998760223,0.441531240940094,0.28033699095249176
226,8585,direct,detour,attack,0.46773767471313477,0.0,detour,0.08369242399930954,0.481998473405838,0.3983060494065285
228,8645,detour,direct,direct,0.26314878463745117,0.0,direct,0.024636097252368927,0.2750720679759979,0.250435970723629
238,8836,direct,detour,detour,1.2268794775009155,0.0,detour,0.3293776512145996,1.222602128982544,0.8932244777679443
238,8906,detour,direct,detour,0.4962921738624573,0.0,direct,0.2090792953968048,0.5309539437294006,0.3218746483325958
238,8966,direct,detour,attack,0.5631128549575806,0.0,detour,0.3342950940132141,0.5912757515907288,0.25698065757751465
238,9037,detour,direct,attack,0.8127349615097046,0.0,direct,0.42437711358070374,0.7489707469940186,0.3245936334133148
248,9298,direct,detour,detour,0.35925573110580444,0.0,detour,0.10376819968223572,0.36871200799942017,0.26494380831718445
253,9475,detour,attack,attack,0.27429232001304626,0.0,attack,0.03421400859951973,0.3168542981147766,0.2826402895152569
253,9592,attack,detour,attack,0.7482060194015503,0.0,detour,0.48519521951675415,0.7913727760314941,0.30617755651474
258,9660,detour,attack,direct,0.3927099108695984,0.0,attack,0.03336808830499649,0.3799302577972412,0.3465621694922447
264,9825,attack,detour,detour,0.30686765909194946,0.0,detour,0.01854514889419079,0.29249024391174316,0.2739450950175524
264,9885,detour,direct,detour,0.35396242141723633,0.0,direct,0.11126522719860077,0.42699018120765686,0.3157249540090561
268,10030,direct,detour,attack,0.23848703503608704,0.0,detour,0.012959521263837814,0.2708248198032379,0.2578652985394001
271,10090,detour,direct,direct,0.3226596415042877,0.0,direct,0.000998377101495862,0.31187230348587036,0.3108739263843745
278,10256,direct,detour,detour,0.722203254699707,0.0,detour,0.08498479425907135,0.7313540577888489,0.6463692635297775
281,10445,detour,attack,attack,0.43290773034095764,0.0,attack,0.15493115782737732,0.4211840331554413,0.26625287532806396
282,10560,attack,direct,direct,0.8855511546134949,0.0,direct,0.4224313497543335,0.8883943557739258,0.4659630060195923
