outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,142,-202.292565,-199.700086,-105.293754,96.998811,39.190141,44.049296
both_lose,513,-2.639266,-0.072233,-105.086702,-102.447437,37.089669,32.169591
both_win,46,-1.253834,-0.01699,95.598402,96.852235,49.521739,47.630435
ops_only_win,99,199.074299,199.318422,96.598317,-102.475982,44.656566,34.969697
