outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,79,-237.858772,-237.152744,-127.989619,109.869154,36.759494,86.683544
both_lose,462,-1.138012,0.008707,-127.130756,-125.992744,37.160173,34.924242
both_win,48,2.148054,0.507956,113.101509,110.953455,39.395833,77.875
ops_only_win,211,239.955916,238.749351,113.65428,-126.301637,36.189573,39.981043
