reason,ops_count,baseline_count,ops_minus_baseline
entered_big_circle,503,624,-121
active_collision,37,46,-9
intercepted_in_big_circle,2,5,-3
entered_small_circle,1,3,-2
passive_intercept,3,1,2
intercepted_before_small_circle,254,121,133
