episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,95.0,88.0
5,95.0,91.0
6,94.0,87.0
7,95.0,93.0
8,86.0,95.0
9,92.0,87.0
10,95.0,93.0
11,89.0,95.0
12,91.0,87.0
13,92.0,92.0
14,52.0,89.0
15,91.0,88.0
16,94.0,89.0
17,98.0,88.0
18,57.0,92.0
19,97.0,92.0
20,92.0,89.0
21,93.0,96.0
22,98.0,88.0
23,83.0,88.0
24,94.0,87.0
25,70.0,85.0
26,92.0,92.0
27,93.0,93.0
28,88.0,88.0
29,90.0,90.0
30,97.0,95.0
31,88.0,94.0
32,93.0,91.0
33,93.0,92.0
34,94.0,93.0
35,87.0,95.0
36,98.0,92.0
37,94.0,89.0
38,93.0,91.0
39,-54.0,92.0
40,78.0,88.0
41,76.0,85.0
42,94.0,96.0
43,94.0,96.0
44,89.0,91.0
45,85.0,98.0
46,94.0,86.0
47,95.0,94.0
48,88.0,91.0
49,98.0,96.0
50,96.0,95.0
51,58.0,92.0
52,92.0,92.0
53,63.0,89.0
54,92.0,92.0
55,66.0,98.0
56,97.0,90.0
57,91.0,88.0
58,90.0,97.0
59,92.0,85.0
60,91.0,93.0
61,89.0,92.0
62,95.0,96.0
63,87.0,96.0
64,87.0,82.0
65,95.0,88.0
66,96.0,93.0
67,89.0,84.0
68,90.0,93.0
69,50.0,95.0
70,43.0,87.0
71,78.0,89.0
72,93.0,85.0
73,91.0,94.0
74,97.0,93.0
75,95.0,93.0
76,95.0,96.0
77,99.0,90.0
78,93.0,92.0
79,93.0,94.0
80,91.0,96.0
81,89.0,96.0
82,88.0,94.0
83,99.0,90.0
84,94.0,89.0
85,90.0,93.0
86,94.0,88.0
87,86.0,93.0
88,34.0,97.0
89,90.0,86.0
90,94.0,95.0
91,59.0,98.0
92,98.0,86.0
93,94.0,93.0
94,88.0,96.0
95,96.0,92.0
96,72.0,90.0
97,97.0,93.0
98,92.0,87.0
99,92.0,92.0
100,85.0,96.0
101,70.0,84.0
102,93.0,84.0
103,70.0,94.0
104,88.0,75.0
105,78.0,87.0
106,62.0,86.0
107,94.0,96.0
108,94.0,93.0
109,92.0,90.0
110,95.0,89.0
111,93.0,85.0
112,94.0,90.0
113,85.0,83.0
114,93.0,91.0
115,96.0,86.0
116,91.0,95.0
117,95.0,94.0
118,93.0,92.0
119,95.0,89.0
120,-51.0,87.0
121,72.0,92.0
122,-60.0,95.0
123,93.0,87.0
124,91.0,96.0
125,96.0,92.0
126,95.0,93.0
127,89.0,96.0
128,98.0,94.0
129,91.0,92.0
130,95.0,93.0
131,90.0,89.0
132,95.0,95.0
133,89.0,92.0
134,91.0,93.0
135,90.0,93.0
136,92.0,98.0
137,92.0,95.0
138,58.0,83.0
139,-52.0,87.0
140,68.0,98.0
141,90.0,85.0
142,93.0,95.0
143,95.0,91.0
144,90.0,92.0
145,84.0,93.0
146,89.0,88.0
147,94.0,92.0
148,97.0,88.0
149,99.0,90.0
150,93.0,92.0
151,94.0,91.0
152,84.0,88.0
153,80.0,91.0
154,93.0,94.0
155,89.0,88.0
156,65.0,97.0
157,57.0,84.0
158,93.0,92.0
159,89.0,89.0
160,95.0,88.0
161,94.0,91.0
162,89.0,86.0
163,94.0,86.0
164,96.0,90.0
165,95.0,92.0
166,92.0,96.0
167,98.0,91.0
168,92.0,92.0
169,89.0,92.0
170,95.0,93.0
171,74.0,95.0
172,-71.0,86.0
173,91.0,93.0
174,43.0,91.0
175,93.0,87.0
176,91.0,92.0
177,95.0,84.0
178,94.0,94.0
179,84.0,92.0
