outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
both_lose,544,-0.991251,0.653085,-132.769469,-131.778218,39.527574,55.422794
ops_only_win,256,228.565938,220.1012,97.265988,-131.299949,38.28125,53.160156
