ops_final_intruder_policy,episodes,ops_win_rate,baseline_win_rate,mean_reward_gap,baseline_only_wins,ops_only_wins
attack,36,0.0,0.0,-139.734923,0,0
direct,511,0.005871,0.0,10.377211,0,3
detour,253,1.0,0.0,228.068547,0,253
