episode,global_step,from_policy,to_policy,true_policy,normalized_error
2,40,direct,attack,direct,0.9912746548652649
3,77,attack,detour,direct,0.08157104253768921
4,103,detour,detour,direct,0.29793089628219604
5,125,detour,direct,direct,0.3061390519142151
6,152,direct,attack,direct,0.6159418821334839
7,196,attack,attack,detour,0.6387151479721069
7,221,attack,attack,detour,0.31617796421051025
7,258,attack,attack,detour,0.7692991495132446
8,277,attack,direct,detour,0.6094194054603577
8,303,direct,direct,detour,0.6948026418685913
9,328,direct,attack,attack,0.5572853684425354
9,356,attack,detour,attack,0.3072984218597412
9,383,detour,direct,attack,0.2750034034252167
10,414,direct,direct,attack,0.37835702300071716
10,443,direct,detour,attack,0.4695779085159302
10,464,detour,detour,attack,0.6806304454803467
10,488,detour,detour,direct,0.11098764836788177
11,499,detour,direct,direct,0.4620605707168579
12,525,direct,detour,direct,0.23395231366157532
14,558,detour,direct,direct,0.44760578870773315
15,582,direct,detour,direct,0.8585783243179321
17,614,detour,direct,direct,0.4661542475223541
18,653,direct,attack,detour,0.5002460479736328
18,700,attack,detour,detour,1.6400221586227417
18,713,detour,direct,detour,0.3837653398513794
18,737,direct,direct,detour,0.6034308075904846
19,755,direct,detour,detour,0.6943767070770264
20,790,detour,detour,detour,0.38320192694664
20,812,detour,direct,attack,0.24847401678562164
20,832,direct,direct,attack,0.48915016651153564
21,848,direct,direct,attack,0.5074230432510376
21,888,direct,direct,attack,0.2789962887763977
22,918,direct,attack,attack,0.44085559248924255
22,945,attack,direct,attack,0.30309340357780457
23,960,direct,detour,direct,1.0030629634857178
23,977,detour,detour,direct,0.2531784176826477
25,1003,detour,detour,direct,0.39363893866539
26,1025,detour,attack,direct,0.17164470255374908
28,1038,attack,attack,direct,0.9516055583953857
29,1060,attack,attack,direct,0.7213869690895081
31,1096,attack,direct,direct,0.4498891532421112
31,1121,direct,detour,detour,0.4807058274745941
32,1150,detour,direct,detour,1.5381730794906616
32,1191,direct,direct,detour,0.23680028319358826
32,1222,direct,detour,detour,1.2694276571273804
32,1233,detour,direct,detour,1.7014704942703247
32,1250,direct,direct,detour,0.2522129714488983
33,1284,direct,attack,attack,0.4403466284275055
33,1303,attack,direct,attack,0.7829974293708801
34,1320,direct,direct,attack,0.39999061822891235
35,1361,direct,direct,attack,0.43492308259010315
36,1409,direct,direct,attack,0.3399030566215515
36,1424,direct,attack,attack,0.5362143516540527
37,1443,attack,direct,direct,0.8551691174507141
40,1490,direct,direct,direct,0.26713696122169495
41,1514,direct,detour,direct,0.8606597185134888
42,1533,detour,detour,direct,0.7519270777702332
43,1558,detour,direct,direct,0.2646385729312897
45,1584,direct,attack,direct,1.3189448118209839
46,1607,attack,detour,detour,0.4752490520477295
47,1645,detour,detour,detour,0.40887147188186646
48,1679,detour,detour,detour,0.891356348991394
48,1702,detour,direct,detour,0.6769680976867676
48,1722,direct,direct,detour,0.723203182220459
48,1753,direct,direct,detour,0.6799846887588501
48,1763,direct,direct,attack,0.7826130390167236
48,1782,direct,direct,attack,0.20377784967422485
49,1807,direct,detour,attack,0.36828088760375977
49,1827,detour,direct,attack,0.76211017370224
50,1852,direct,attack,attack,0.5170423984527588
50,1883,attack,attack,attack,0.5296544432640076
50,1909,attack,detour,attack,0.6052862405776978
50,1933,detour,detour,direct,0.3295647203922272
52,1975,detour,detour,direct,0.4551164507865906
54,2000,detour,detour,direct,0.6233065128326416
56,2025,detour,detour,direct,0.41927868127822876
57,2044,detour,detour,direct,0.30604833364486694
59,2067,detour,attack,direct,0.7233034372329712
60,2086,attack,detour,detour,0.6131423115730286
60,2103,detour,detour,detour,0.4264848530292511
61,2131,detour,detour,detour,0.37373244762420654
62,2151,detour,direct,detour,0.6977993249893188
62,2195,direct,direct,detour,0.1988047957420349
63,2229,direct,detour,detour,0.5101537108421326
63,2253,detour,detour,attack,0.2145078480243683
64,2286,detour,direct,attack,1.0261707305908203
65,2340,direct,attack,attack,0.5748099684715271
65,2357,attack,detour,attack,0.8852725625038147
65,2386,detour,detour,attack,0.4341686964035034
