episode,global_step,episode_step,true_policy,new_assumed_policy
14,114,7,chase_y,chase_y
25,205,3,chase_x,chase_x
38,305,15,chase_y,chase_y
52,408,3,chase_x,chase_x
62,508,9,chase_y,chase_y
72,605,14,chase_x,chase_x
83,705,9,chase_y,chase_y
94,806,11,chase_x,chase_x
104,905,6,chase_y,chase_y
116,1013,4,chase_x,chase_x
128,1104,8,chase_y,chase_y
142,1207,2,chase_x,chase_x
154,1304,11,chase_y,chase_y
165,1405,6,chase_x,chase_x
175,1505,12,chase_y,chase_y
188,1605,11,chase_x,chase_x
202,1706,10,chase_y,chase_y
212,1807,8,chase_x,chase_x
229,1906,8,chase_y,chase_y
243,2005,7,chase_x,chase_x
255,2105,4,chase_y,chase_y
267,2207,7,chase_x,chase_x
279,2304,8,chase_y,chase_y
292,2405,8,chase_x,chase_x
304,2504,9,chase_y,chase_y
318,2605,9,chase_x,chase_x
327,2715,13,chase_y,chase_y
343,2818,10,chase_x,chase_x
352,2905,8,chase_y,chase_y
364,3010,10,chase_x,chase_x
378,3104,4,chase_y,chase_y
389,3204,9,chase_x,chase_x
402,3310,9,chase_y,chase_y
417,3411,1,chase_x,chase_x
430,3505,10,chase_y,chase_y
442,3608,11,chase_x,chase_x
454,3706,10,chase_y,chase_y
465,3804,7,chase_x,chase_x
480,3906,16,chase_y,chase_y
495,4007,8,chase_x,chase_x
505,4106,11,chase_y,chase_y
516,4204,12,chase_x,chase_x
532,4309,7,chase_y,chase_y
547,4410,5,chase_x,chase_x
559,4507,7,chase_y,chase_y
571,4604,11,chase_x,chase_x
584,4706,9,chase_y,chase_y
596,4804,8,chase_x,chase_x
610,4906,9,chase_y,chase_y
623,5013,12,chase_x,chase_x
632,5105,9,chase_y,chase_y
642,5206,19,chase_x,chase_x
657,5305,1,chase_y,chase_y
669,5413,2,chase_x,chase_x
683,5505,9,chase_y,chase_y
693,5604,12,chase_x,chase_x
705,5706,6,chase_y,chase_y
715,5806,1,chase_x,chase_x
727,5908,9,chase_y,chase_y
738,6004,6,chase_x,chase_x
750,6109,12,chase_y,chase_y
761,6205,13,chase_x,chase_x
771,6304,5,chase_y,chase_y
784,6405,7,chase_x,chase_x
795,6507,5,chase_y,chase_y
808,6605,11,chase_x,chase_x
819,6707,12,chase_y,chase_y
831,6806,7,chase_x,chase_x
844,6904,3,chase_y,chase_y
854,7004,7,chase_x,chase_x
867,7104,7,chase_y,chase_y
878,7205,16,chase_x,chase_x
891,7305,8,chase_y,chase_y
905,7407,9,chase_x,chase_x
918,7505,3,chase_y,chase_y
929,7605,16,chase_x,chase_x
938,7704,6,chase_y,chase_y
948,7809,11,chase_x,chase_x
958,7907,8,chase_y,chase_y
970,8008,7,chase_x,chase_x
984,8104,13,chase_y,chase_y
994,8205,6,chase_x,chase_x
