episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,95.0,88.0
5,95.0,91.0
6,94.0,87.0
7,93.0,93.0
8,93.0,95.0
9,90.0,87.0
10,89.0,93.0
11,94.0,95.0
12,89.0,87.0
13,90.0,92.0
14,90.0,89.0
15,95.0,88.0
16,-62.0,89.0
17,-52.0,88.0
18,85.0,92.0
19,93.0,92.0
20,96.0,89.0
21,95.0,96.0
22,89.0,88.0
23,96.0,88.0
24,91.0,87.0
25,91.0,85.0
26,88.0,92.0
27,91.0,93.0
28,89.0,88.0
29,94.0,90.0
30,33.0,95.0
31,65.0,94.0
32,93.0,91.0
33,90.0,92.0
34,92.0,93.0
35,80.0,95.0
36,74.0,92.0
37,98.0,89.0
38,84.0,91.0
39,92.0,92.0
40,88.0,88.0
41,97.0,85.0
42,94.0,96.0
43,97.0,96.0
44,90.0,91.0
45,89.0,98.0
46,76.0,86.0
47,94.0,94.0
48,78.0,91.0
49,-45.0,96.0
50,92.0,95.0
51,83.0,92.0
52,91.0,92.0
53,91.0,89.0
54,93.0,92.0
55,95.0,98.0
56,92.0,90.0
57,94.0,88.0
58,92.0,97.0
59,93.0,85.0
60,87.0,93.0
61,90.0,92.0
62,89.0,96.0
63,88.0,96.0
64,-56.0,82.0
65,96.0,88.0
66,98.0,93.0
67,80.0,84.0
68,87.0,93.0
69,98.0,95.0
70,72.0,87.0
71,93.0,89.0
72,95.0,85.0
73,91.0,94.0
74,90.0,93.0
75,93.0,93.0
76,96.0,96.0
77,94.0,90.0
78,95.0,92.0
79,89.0,94.0
80,86.0,96.0
81,87.0,96.0
82,86.0,94.0
83,-44.0,90.0
84,89.0,89.0
85,91.0,93.0
86,62.0,88.0
87,86.0,93.0
88,93.0,97.0
89,91.0,86.0
90,97.0,95.0
91,92.0,98.0
92,89.0,86.0
93,94.0,93.0
94,89.0,96.0
95,92.0,92.0
96,99.0,90.0
97,91.0,93.0
98,93.0,87.0
99,-61.0,92.0
100,89.0,96.0
101,91.0,84.0
102,97.0,84.0
103,92.0,94.0
104,96.0,75.0
105,92.0,87.0
106,91.0,86.0
107,93.0,96.0
108,84.0,93.0
109,96.0,90.0
110,93.0,89.0
111,88.0,85.0
112,88.0,90.0
113,74.0,83.0
114,88.0,91.0
115,95.0,86.0
116,98.0,95.0
117,90.0,94.0
118,86.0,92.0
119,85.0,89.0
120,97.0,87.0
121,51.0,92.0
122,50.0,95.0
123,82.0,87.0
124,96.0,96.0
125,84.0,92.0
126,85.0,93.0
127,93.0,96.0
128,91.0,94.0
129,83.0,92.0
130,94.0,93.0
131,88.0,89.0
132,80.0,95.0
133,-50.0,92.0
134,90.0,93.0
135,92.0,93.0
136,89.0,98.0
137,89.0,95.0
138,93.0,83.0
139,91.0,87.0
140,92.0,98.0
141,88.0,85.0
142,91.0,95.0
143,99.0,91.0
144,92.0,92.0
145,78.0,93.0
146,89.0,88.0
147,88.0,92.0
148,93.0,88.0
149,97.0,90.0
150,66.0,92.0
151,-43.0,91.0
152,48.0,88.0
153,81.0,91.0
154,90.0,94.0
155,88.0,88.0
156,89.0,97.0
157,94.0,84.0
158,87.0,92.0
159,91.0,89.0
160,95.0,88.0
161,90.0,91.0
162,90.0,86.0
163,98.0,86.0
164,98.0,90.0
165,92.0,92.0
166,-57.0,96.0
167,86.0,91.0
168,65.0,92.0
169,99.0,92.0
170,86.0,93.0
171,90.0,95.0
172,93.0,86.0
173,96.0,93.0
174,96.0,91.0
175,95.0,87.0
176,94.0,92.0
177,94.0,84.0
178,98.0,94.0
