ops_final_intruder_policy,episodes,ops_win_rate,baseline_win_rate,mean_reward_gap,baseline_only_wins,ops_only_wins
attack,13,0.0,0.0,-89.629442,0,0
direct,533,0.001876,0.0,6.346263,0,1
detour,254,1.0,0.0,231.116354,0,254
