episode,global_step,episode_step,true_policy,new_assumed_policy
2,14,2,chase_x,chase_y
2,19,7,chase_x,chase_x
3,29,6,chase_x,chase_x
4,38,8,chase_x,chase_x
7,48,4,chase_x,chase_x
8,54,4,chase_x,chase_x
10,71,5,chase_x,chase_x
12,81,1,chase_x,chase_x
13,88,7,chase_x,chase_x
14,97,9,chase_x,chase_y
14,102,14,chase_y,chase_x
14,106,18,chase_y,chase_x
14,110,22,chase_y,chase_x
14,115,27,chase_y,chase_y
14,122,34,chase_y,chase_x
14,127,39,chase_y,chase_y
15,135,7,chase_y,chase_x
15,141,13,chase_y,chase_x
15,149,21,chase_y,chase_x
15,154,26,chase_y,chase_y
15,158,30,chase_y,chase_x
15,162,34,chase_y,chase_x
15,167,39,chase_y,chase_x
16,173,5,chase_y,chase_y
16,178,10,chase_y,chase_x
16,182,14,chase_y,chase_y
16,186,18,chase_y,chase_x
17,190,3,chase_y,chase_x
17,194,7,chase_y,chase_x
17,200,13,chase_x,chase_x
18,208,6,chase_x,chase_x
19,214,5,chase_x,chase_x
20,225,4,chase_x,chase_x
23,236,4,chase_x,chase_x
24,242,2,chase_x,chase_x
24,247,7,chase_x,chase_x
25,255,5,chase_x,chase_x
26,261,3,chase_x,chase_x
28,267,2,chase_x,chase_x
30,282,3,chase_x,chase_y
31,290,3,chase_x,chase_x
31,297,10,chase_x,chase_x
32,303,4,chase_y,chase_x
32,310,11,chase_y,chase_x
32,314,15,chase_y,chase_x
32,319,20,chase_y,chase_x
32,323,24,chase_y,chase_x
32,327,28,chase_y,chase_y
32,332,33,chase_y,chase_x
32,337,38,chase_y,chase_x
33,341,2,chase_y,chase_y
35,356,2,chase_y,chase_x
35,361,7,chase_y,chase_x
35,366,12,chase_y,chase_x
35,371,17,chase_y,chase_x
35,376,22,chase_y,chase_x
35,381,27,chase_y,chase_x
35,385,31,chase_y,chase_x
35,389,35,chase_y,chase_x
36,396,2,chase_y,chase_y
36,400,6,chase_x,chase_x
37,412,1,chase_x,chase_x
37,417,6,chase_x,chase_x
38,424,3,chase_x,chase_y
38,430,9,chase_x,chase_x
38,434,13,chase_x,chase_x
40,448,9,chase_x,chase_y
41,453,2,chase_x,chase_x
42,462,5,chase_x,chase_x
43,471,6,chase_x,chase_x
44,475,4,chase_x,chase_y
44,479,8,chase_x,chase_x
45,492,5,chase_x,chase_x
46,498,2,chase_x,chase_x
46,503,7,chase_y,chase_y
47,511,5,chase_y,chase_x
47,518,12,chase_y,chase_x
47,524,18,chase_y,chase_x
47,528,22,chase_y,chase_x
47,534,28,chase_y,chase_y
48,540,2,chase_y,chase_x
48,545,7,chase_y,chase_x
48,551,13,chase_y,chase_y
50,568,6,chase_y,chase_x
50,572,10,chase_y,chase_x
50,576,14,chase_y,chase_x
50,581,19,chase_y,chase_y
50,587,25,chase_y,chase_x
51,591,3,chase_y,chase_x
52,596,5,chase_y,chase_x
52,600,9,chase_x,chase_y
52,604,13,chase_x,chase_x
52,608,17,chase_x,chase_x
52,612,21,chase_x,chase_y
53,617,5,chase_x,chase_x
54,626,8,chase_x,chase_x
55,633,4,chase_x,chase_x
56,638,2,chase_x,chase_x
57,647,2,chase_x,chase_x
58,655,3,chase_x,chase_x
60,664,5,chase_x,chase_x
61,670,5,chase_x,chase_x
61,677,12,chase_x,chase_x
63,686,3,chase_x,chase_x
64,692,4,chase_x,chase_x
66,701,2,chase_y,chase_y
67,711,3,chase_y,chase_x
67,716,8,chase_y,chase_y
67,720,12,chase_y,chase_x
68,725,5,chase_y,chase_x
68,730,10,chase_y,chase_x
68,734,14,chase_y,chase_x
68,740,20,chase_y,chase_y
68,745,25,chase_y,chase_x
68,750,30,chase_y,chase_x
68,755,35,chase_y,chase_y
68,759,39,chase_y,chase_x
69,765,6,chase_y,chase_x
69,769,10,chase_y,chase_x
69,774,15,chase_y,chase_x
69,778,19,chase_y,chase_x
69,783,24,chase_y,chase_x
69,789,30,chase_y,chase_x
69,795,36,chase_y,chase_x
69,799,40,chase_y,chase_x
70,806,7,chase_x,chase_x
70,810,11,chase_x,chase_y
70,815,16,chase_x,chase_x
70,821,22,chase_x,chase_x
71,828,6,chase_x,chase_x
72,832,2,chase_x,chase_x
72,836,6,chase_x,chase_x
73,841,1,chase_x,chase_x
74,850,5,chase_x,chase_x
76,858,1,chase_x,chase_x
77,868,5,chase_x,chase_y
77,872,9,chase_x,chase_x
77,876,13,chase_x,chase_x
78,881,5,chase_x,chase_x
79,889,4,chase_x,chase_x
80,895,4,chase_x,chase_x
81,902,6,chase_y,chase_y
82,914,7,chase_y,chase_x
82,918,11,chase_y,chase_y
83,933,9,chase_y,chase_x
84,940,7,chase_y,chase_x
84,944,11,chase_y,chase_x
84,948,15,chase_y,chase_x
84,952,19,chase_y,chase_x
84,958,25,chase_y,chase_x
84,962,29,chase_y,chase_x
84,967,34,chase_y,chase_x
84,973,40,chase_y,chase_x
85,977,4,chase_y,chase_x
85,983,10,chase_y,chase_x
85,987,14,chase_y,chase_x
85,991,18,chase_y,chase_x
85,996,23,chase_y,chase_x
85,1004,31,chase_x,chase_x
86,1010,3,chase_x,chase_x
86,1016,9,chase_x,chase_y
87,1021,3,chase_x,chase_x
87,1025,7,chase_x,chase_x
89,1036,2,chase_x,chase_y
89,1040,6,chase_x,chase_x
90,1047,4,chase_x,chase_x
90,1051,8,chase_x,chase_x
91,1061,8,chase_x,chase_x
93,1073,1,chase_x,chase_x
94,1086,6,chase_x,chase_x
95,1094,5,chase_x,chase_x
96,1102,6,chase_y,chase_x
97,1106,4,chase_y,chase_x
97,1110,8,chase_y,chase_x
97,1116,14,chase_y,chase_y
97,1121,19,chase_y,chase_x
97,1125,23,chase_y,chase_y
97,1130,28,chase_y,chase_x
97,1134,32,chase_y,chase_x
97,1140,38,chase_y,chase_x
98,1145,3,chase_y,chase_x
99,1150,5,chase_y,chase_x
99,1155,10,chase_y,chase_x
99,1159,14,chase_y,chase_y
99,1163,18,chase_y,chase_x
99,1167,22,chase_y,chase_x
99,1171,26,chase_y,chase_y
99,1177,32,chase_y,chase_x
99,1182,37,chase_y,chase_x
100,1187,2,chase_y,chase_y
101,1194,3,chase_y,chase_x
101,1198,7,chase_y,chase_y
101,1202,11,chase_x,chase_x
102,1213,7,chase_x,chase_x
102,1218,12,chase_x,chase_x
103,1222,4,chase_x,chase_x
105,1239,6,chase_x,chase_x
106,1243,1,chase_x,chase_y
107,1248,1,chase_x,chase_x
108,1254,1,chase_x,chase_x
108,1260,7,chase_x,chase_x
108,1264,11,chase_x,chase_x
108,1268,15,chase_x,chase_x
109,1276,7,chase_x,chase_x
111,1281,3,chase_x,chase_x
112,1286,2,chase_x,chase_x
112,1291,7,chase_x,chase_x
113,1298,4,chase_x,chase_x
114,1302,1,chase_y,chase_y
114,1308,7,chase_y,chase_x
114,1312,11,chase_y,chase_x
114,1316,15,chase_y,chase_y
114,1321,20,chase_y,chase_x
116,1328,1,chase_y,chase_y
116,1337,10,chase_y,chase_x
116,1341,14,chase_y,chase_x
116,1345,18,chase_y,chase_x
116,1349,22,chase_y,chase_x
116,1355,28,chase_y,chase_y
118,1363,5,chase_y,chase_x
118,1368,10,chase_y,chase_x
118,1374,16,chase_y,chase_x
118,1379,21,chase_y,chase_x
118,1383,25,chase_y,chase_x
118,1388,30,chase_y,chase_x
118,1394,36,chase_y,chase_x
118,1398,40,chase_y,chase_x
120,1411,3,chase_x,chase_x
120,1417,9,chase_x,chase_x
121,1425,7,chase_x,chase_x
123,1431,2,chase_x,chase_x
123,1435,6,chase_x,chase_y
123,1439,10,chase_x,chase_x
123,1443,14,chase_x,chase_x
125,1458,5,chase_x,chase_x
126,1463,4,chase_x,chase_x
127,1469,6,chase_x,chase_y
128,1473,4,chase_x,chase_x
128,1477,8,chase_x,chase_x
129,1486,8,chase_x,chase_x
131,1499,4,chase_x,chase_x
132,1504,5,chase_y,chase_x
132,1509,10,chase_y,chase_x
132,1513,14,chase_y,chase_x
132,1517,18,chase_y,chase_y
132,1522,23,chase_y,chase_x
132,1526,27,chase_y,chase_x
132,1531,32,chase_y,chase_x
132,1536,37,chase_y,chase_x
133,1540,1,chase_y,chase_y
134,1553,6,chase_y,chase_x
135,1560,5,chase_y,chase_x
135,1564,9,chase_y,chase_x
135,1568,13,chase_y,chase_x
135,1572,17,chase_y,chase_x
135,1578,23,chase_y,chase_y
136,1585,3,chase_y,chase_x
136,1589,7,chase_y,chase_x
136,1593,11,chase_y,chase_x
136,1597,15,chase_y,chase_x
136,1603,21,chase_x,chase_x
137,1610,6,chase_x,chase_x
139,1625,5,chase_x,chase_x
141,1633,4,chase_x,chase_x
143,1645,2,chase_x,chase_x
143,1651,8,chase_x,chase_x
144,1655,2,chase_x,chase_x
144,1661,8,chase_x,chase_x
146,1675,5,chase_x,chase_x
147,1681,4,chase_x,chase_y
147,1685,8,chase_x,chase_x
148,1694,4,chase_x,chase_x
150,1700,1,chase_y,chase_x
151,1704,1,chase_y,chase_y
153,1715,5,chase_y,chase_x
154,1719,4,chase_y,chase_x
154,1724,9,chase_y,chase_x
154,1728,13,chase_y,chase_y
154,1734,19,chase_y,chase_x
155,1738,4,chase_y,chase_y
155,1742,8,chase_y,chase_x
155,1746,12,chase_y,chase_x
155,1750,16,chase_y,chase_y
155,1754,20,chase_y,chase_x
155,1758,24,chase_y,chase_x
155,1766,32,chase_y,chase_x
155,1771,37,chase_y,chase_x
156,1775,1,chase_y,chase_y
157,1791,6,chase_y,chase_x
157,1795,10,chase_y,chase_x
157,1799,14,chase_y,chase_y
157,1803,18,chase_x,chase_x
158,1811,1,chase_x,chase_y
158,1817,7,chase_x,chase_x
159,1822,2,chase_x,chase_y
159,1826,6,chase_x,chase_x
160,1834,5,chase_x,chase_x
161,1841,4,chase_x,chase_y
161,1846,9,chase_x,chase_x
162,1853,1,chase_x,chase_y
162,1858,6,chase_x,chase_x
162,1862,10,chase_x,chase_y
163,1868,6,chase_x,chase_x
163,1872,10,chase_x,chase_x
164,1877,3,chase_x,chase_x
165,1881,3,chase_x,chase_x
165,1885,7,chase_x,chase_y
167,1894,3,chase_x,chase_x
167,1899,8,chase_x,chase_y
167,1907,16,chase_y,chase_x
167,1912,21,chase_y,chase_x
170,1919,1,chase_y,chase_y
171,1924,5,chase_y,chase_x
171,1929,10,chase_y,chase_y
171,1935,16,chase_y,chase_x
172,1939,4,chase_y,chase_x
172,1945,10,chase_y,chase_x
172,1949,14,chase_y,chase_x
172,1953,18,chase_y,chase_y
172,1958,23,chase_y,chase_x
172,1963,28,chase_y,chase_x
172,1968,33,chase_y,chase_y
172,1972,37,chase_y,chase_x
173,1976,1,chase_y,chase_y
173,1983,8,chase_y,chase_x
174,1989,6,chase_y,chase_y
175,2000,7,chase_x,chase_x
176,2012,5,chase_x,chase_x
177,2022,10,chase_x,chase_x
177,2029,17,chase_x,chase_y
178,2033,2,chase_x,chase_x
178,2037,6,chase_x,chase_x
179,2044,3,chase_x,chase_x
180,2052,3,chase_x,chase_x
180,2057,8,chase_x,chase_x
182,2067,1,chase_x,chase_y
182,2072,6,chase_x,chase_x
183,2083,8,chase_x,chase_x
184,2091,5,chase_x,chase_x
185,2098,4,chase_x,chase_y
186,2104,1,chase_y,chase_x
186,2108,5,chase_y,chase_x
186,2113,10,chase_y,chase_y
186,2119,16,chase_y,chase_x
186,2123,20,chase_y,chase_x
186,2127,24,chase_y,chase_x
186,2131,28,chase_y,chase_x
186,2135,32,chase_y,chase_y
187,2142,2,chase_y,chase_x
187,2146,6,chase_y,chase_x
187,2152,12,chase_y,chase_x
187,2157,17,chase_y,chase_x
187,2161,21,chase_y,chase_x
187,2165,25,chase_y,chase_y
187,2171,31,chase_y,chase_x
187,2176,36,chase_y,chase_x
188,2183,3,chase_y,chase_x
189,2187,3,chase_y,chase_y
189,2194,10,chase_y,chase_x
190,2200,6,chase_x,chase_x
190,2204,10,chase_x,chase_x
192,2215,7,chase_x,chase_y
192,2219,11,chase_x,chase_x
193,2225,4,chase_x,chase_y
193,2232,11,chase_x,chase_x
193,2236,15,chase_x,chase_x
195,2250,5,chase_x,chase_x
196,2258,5,chase_x,chase_x
198,2272,6,chase_x,chase_x
198,2276,10,chase_x,chase_x
200,2290,2,chase_x,chase_x
201,2296,2,chase_x,chase_y
201,2302,8,chase_y,chase_x
201,2306,12,chase_y,chase_x
201,2310,16,chase_y,chase_x
201,2314,20,chase_y,chase_x
201,2320,26,chase_y,chase_x
201,2324,30,chase_y,chase_x
201,2328,34,chase_y,chase_x
201,2332,38,chase_y,chase_y
202,2339,5,chase_y,chase_x
202,2343,9,chase_y,chase_x
202,2347,13,chase_y,chase_y
202,2351,17,chase_y,chase_x
202,2355,21,chase_y,chase_x
202,2362,28,chase_y,chase_x
202,2366,32,chase_y,chase_x
202,2372,38,chase_y,chase_x
203,2376,2,chase_y,chase_y
204,2389,6,chase_y,chase_x
204,2393,10,chase_y,chase_x
204,2397,14,chase_y,chase_x
204,2404,21,chase_x,chase_x
205,2413,7,chase_x,chase_y
205,2417,11,chase_x,chase_x
205,2421,15,chase_x,chase_y
206,2425,4,chase_x,chase_x
206,2429,8,chase_x,chase_x
206,2433,12,chase_x,chase_x
207,2438,3,chase_x,chase_x
207,2442,7,chase_x,chase_x
208,2449,6,chase_x,chase_x
209,2458,5,chase_x,chase_x
210,2462,2,chase_x,chase_x
210,2467,7,chase_x,chase_y
211,2472,5,chase_x,chase_x
211,2478,11,chase_x,chase_x
212,2483,4,chase_x,chase_x
213,2491,5,chase_x,chase_x
214,2501,10,chase_y,chase_y
214,2509,18,chase_y,chase_x
214,2515,24,chase_y,chase_x
214,2519,28,chase_y,chase_x
214,2524,33,chase_y,chase_x
214,2529,38,chase_y,chase_x
216,2535,3,chase_y,chase_y
217,2546,3,chase_y,chase_x
217,2551,8,chase_y,chase_x
217,2557,14,chase_y,chase_x
217,2562,19,chase_y,chase_x
217,2567,24,chase_y,chase_x
217,2572,29,chase_y,chase_x
217,2576,33,chase_y,chase_x
217,2583,40,chase_y,chase_y
218,2590,7,chase_y,chase_x
219,2594,1,chase_y,chase_x
220,2607,10,chase_x,chase_x
221,2614,7,chase_x,chase_x
222,2618,4,chase_x,chase_x
