reason,ops_count,baseline_count,ops_minus_baseline
entered_big_circle,509,609,-100
active_collision,9,21,-12
passive_intercept,0,3,-3
entered_small_circle,7,3,4
intercepted_in_big_circle,4,0,4
intercepted_before_small_circle,271,164,107
