reason,ops_count,baseline_count,ops_minus_baseline
entered_big_circle,538,586,-48
active_collision,12,24,-12
passive_intercept,0,2,-2
entered_small_circle,1,2,-1
intercepted_in_big_circle,1,0,1
intercepted_before_small_circle,248,186,62
