episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,95.0,88.0
5,90.0,91.0
6,88.0,87.0
7,99.0,93.0
8,92.0,95.0
9,80.0,87.0
10,92.0,93.0
11,97.0,95.0
12,93.0,87.0
13,-48.0,92.0
14,73.0,89.0
15,-58.0,88.0
16,78.0,89.0
17,85.0,88.0
18,82.0,92.0
19,99.0,92.0
20,92.0,89.0
21,96.0,96.0
22,96.0,88.0
23,91.0,88.0
24,94.0,87.0
25,90.0,85.0
26,97.0,92.0
27,89.0,93.0
28,98.0,88.0
29,96.0,90.0
30,90.0,95.0
31,-64.0,94.0
32,92.0,91.0
33,98.0,92.0
34,93.0,93.0
35,91.0,95.0
36,-51.0,92.0
37,98.0,89.0
38,93.0,91.0
39,93.0,92.0
40,93.0,88.0
41,95.0,85.0
42,92.0,96.0
43,91.0,96.0
44,93.0,91.0
45,93.0,98.0
46,87.0,86.0
47,95.0,94.0
48,98.0,91.0
49,87.0,96.0
50,88.0,95.0
51,96.0,92.0
52,80.0,92.0
53,89.0,89.0
54,91.0,92.0
55,92.0,98.0
56,61.0,90.0
57,90.0,88.0
58,93.0,97.0
59,93.0,85.0
60,92.0,93.0
61,92.0,92.0
62,96.0,96.0
63,86.0,96.0
64,96.0,82.0
65,94.0,88.0
66,97.0,93.0
67,82.0,84.0
68,92.0,93.0
69,91.0,95.0
70,-58.0,87.0
71,91.0,89.0
72,85.0,85.0
73,94.0,94.0
74,88.0,93.0
75,95.0,93.0
76,83.0,96.0
77,98.0,90.0
78,93.0,92.0
79,91.0,94.0
80,93.0,96.0
81,86.0,96.0
82,92.0,94.0
83,89.0,90.0
84,88.0,89.0
85,96.0,93.0
86,97.0,88.0
87,95.0,93.0
88,92.0,97.0
89,91.0,86.0
90,95.0,95.0
91,69.0,98.0
92,90.0,86.0
93,91.0,93.0
94,83.0,96.0
95,55.0,92.0
96,90.0,90.0
97,96.0,93.0
98,81.0,87.0
99,96.0,92.0
100,92.0,96.0
101,93.0,84.0
102,95.0,84.0
103,87.0,94.0
104,96.0,75.0
105,89.0,87.0
106,91.0,86.0
107,91.0,96.0
108,87.0,93.0
109,-56.0,90.0
110,91.0,89.0
111,94.0,85.0
112,87.0,90.0
113,93.0,83.0
114,85.0,91.0
115,91.0,86.0
116,87.0,95.0
117,90.0,94.0
118,93.0,92.0
119,92.0,89.0
120,93.0,87.0
121,97.0,92.0
122,89.0,95.0
123,92.0,87.0
124,94.0,96.0
125,95.0,92.0
126,94.0,93.0
127,97.0,96.0
128,92.0,94.0
129,-44.0,92.0
130,-47.0,93.0
131,95.0,89.0
132,82.0,95.0
133,90.0,92.0
134,89.0,93.0
135,88.0,93.0
136,93.0,98.0
137,88.0,95.0
138,87.0,83.0
139,89.0,87.0
140,95.0,98.0
141,98.0,85.0
142,85.0,95.0
143,-50.0,91.0
144,91.0,92.0
145,87.0,93.0
146,97.0,88.0
147,87.0,92.0
148,99.0,88.0
149,62.0,90.0
150,85.0,92.0
151,87.0,91.0
152,94.0,88.0
153,90.0,91.0
154,92.0,94.0
155,91.0,88.0
156,88.0,97.0
157,90.0,84.0
158,93.0,92.0
159,99.0,89.0
160,90.0,88.0
161,-63.0,91.0
162,89.0,86.0
163,-43.0,86.0
164,84.0,90.0
165,94.0,92.0
166,87.0,96.0
167,88.0,91.0
168,93.0,92.0
169,80.0,92.0
170,95.0,93.0
171,90.0,95.0
172,88.0,86.0
173,88.0,93.0
174,95.0,91.0
175,93.0,87.0
176,71.0,92.0
177,-49.0,84.0
178,66.0,94.0
