episode,global_step,episode_step,true_policy,new_assumed_policy
2,14,2,chase_x,chase_y
2,19,7,chase_x,chase_x
3,29,6,chase_x,chase_x
4,38,8,chase_x,chase_x
7,49,5,chase_x,chase_x
9,65,10,chase_x,chase_x
11,80,8,chase_x,chase_x
13,87,6,chase_x,chase_y
13,91,10,chase_x,chase_x
13,95,14,chase_x,chase_x
14,101,4,chase_y,chase_y
14,108,11,chase_y,chase_x
15,112,4,chase_y,chase_x
15,116,8,chase_y,chase_x
15,122,14,chase_y,chase_y
17,129,3,chase_y,chase_x
17,134,8,chase_y,chase_x
17,138,12,chase_y,chase_x
17,142,16,chase_y,chase_x
17,146,20,chase_y,chase_y
17,150,24,chase_y,chase_x
17,157,31,chase_y,chase_y
18,164,3,chase_y,chase_x
18,168,7,chase_y,chase_x
18,172,11,chase_y,chase_x
18,178,17,chase_y,chase_x
18,182,21,chase_y,chase_x
18,186,25,chase_y,chase_x
18,191,30,chase_y,chase_x
18,195,34,chase_y,chase_x
19,204,3,chase_x,chase_x
20,216,6,chase_x,chase_y
20,222,12,chase_x,chase_x
20,226,16,chase_x,chase_y
20,230,20,chase_x,chase_x
21,236,3,chase_x,chase_x
22,247,9,chase_x,chase_x
23,256,5,chase_x,chase_x
24,265,8,chase_x,chase_x
25,269,3,chase_x,chase_x
26,273,1,chase_x,chase_x
26,277,5,chase_x,chase_y
26,282,10,chase_x,chase_x
26,286,14,chase_x,chase_x
29,297,6,chase_x,chase_x
30,302,3,chase_y,chase_x
30,307,8,chase_y,chase_x
31,311,3,chase_y,chase_x
31,315,7,chase_y,chase_y
31,319,11,chase_y,chase_x
31,326,18,chase_y,chase_x
31,331,23,chase_y,chase_x
31,336,28,chase_y,chase_x
31,340,32,chase_y,chase_x
31,344,36,chase_y,chase_x
32,349,1,chase_y,chase_y
33,361,4,chase_y,chase_x
34,365,4,chase_y,chase_x
34,369,8,chase_y,chase_x
34,374,13,chase_y,chase_y
34,379,18,chase_y,chase_x
34,384,23,chase_y,chase_x
34,388,27,chase_y,chase_x
34,393,32,chase_y,chase_x
34,397,36,chase_y,chase_y
35,403,2,chase_x,chase_x
35,407,6,chase_x,chase_x
37,419,4,chase_x,chase_y
37,423,8,chase_x,chase_x
38,428,2,chase_x,chase_x
38,433,7,chase_x,chase_x
40,444,3,chase_x,chase_y
42,456,1,chase_x,chase_x
43,467,1,chase_x,chase_y
43,471,5,chase_x,chase_x
44,477,2,chase_x,chase_x
44,482,7,chase_x,chase_x
44,488,13,chase_x,chase_x
45,494,3,chase_x,chase_x
46,498,3,chase_x,chase_x
46,502,7,chase_y,chase_y
47,514,3,chase_y,chase_x
47,519,8,chase_y,chase_x
47,525,14,chase_y,chase_x
47,530,19,chase_y,chase_x
47,535,24,chase_y,chase_x
47,539,28,chase_y,chase_x
47,546,35,chase_y,chase_y
48,552,3,chase_y,chase_x
48,560,11,chase_y,chase_y
48,565,16,chase_y,chase_x
49,569,4,chase_y,chase_x
49,573,8,chase_y,chase_y
51,584,1,chase_y,chase_x
51,589,6,chase_y,chase_y
52,603,8,chase_x,chase_x
52,607,12,chase_x,chase_x
55,623,7,chase_x,chase_x
56,632,6,chase_x,chase_x
57,639,2,chase_x,chase_x
57,647,10,chase_x,chase_x
58,651,1,chase_x,chase_x
61,662,2,chase_x,chase_x
63,679,4,chase_x,chase_y
63,683,8,chase_x,chase_x
63,688,13,chase_x,chase_x
64,696,5,chase_x,chase_x
64,702,11,chase_y,chase_y
64,710,19,chase_y,chase_x
64,714,23,chase_y,chase_x
64,718,27,chase_y,chase_x
64,723,32,chase_y,chase_x
64,731,40,chase_y,chase_x
65,735,4,chase_y,chase_y
66,740,1,chase_y,chase_x
67,746,4,chase_y,chase_x
67,751,9,chase_y,chase_y
67,755,13,chase_y,chase_x
67,760,18,chase_y,chase_y
67,765,23,chase_y,chase_x
67,771,29,chase_y,chase_x
67,776,34,chase_y,chase_y
67,781,39,chase_y,chase_x
68,785,3,chase_y,chase_x
68,789,7,chase_y,chase_x
68,795,13,chase_y,chase_x
68,799,17,chase_y,chase_x
70,815,3,chase_x,chase_x
71,824,3,chase_x,chase_x
72,834,3,chase_x,chase_y
72,840,9,chase_x,chase_x
73,847,4,chase_x,chase_x
73,851,8,chase_x,chase_x
74,855,4,chase_x,chase_x
75,863,6,chase_x,chase_x
76,869,2,chase_x,chase_x
77,877,7,chase_x,chase_x
78,884,6,chase_x,chase_x
80,893,2,chase_x,chase_x
81,901,5,chase_y,chase_y
82,915,8,chase_y,chase_x
82,919,12,chase_y,chase_y
84,935,2,chase_y,chase_x
84,940,7,chase_y,chase_x
84,944,11,chase_y,chase_x
84,948,15,chase_y,chase_x
84,952,19,chase_y,chase_x
84,959,26,chase_y,chase_x
84,963,30,chase_y,chase_x
84,968,35,chase_y,chase_x
85,974,1,chase_y,chase_y
85,985,12,chase_y,chase_x
86,989,3,chase_y,chase_x
86,993,7,chase_y,chase_x
86,999,13,chase_y,chase_x
87,1013,7,chase_x,chase_x
88,1020,4,chase_x,chase_x
89,1029,5,chase_x,chase_x
89,1037,13,chase_x,chase_x
90,1044,7,chase_x,chase_x
92,1054,2,chase_x,chase_x
92,1062,10,chase_x,chase_x
94,1073,2,chase_x,chase_x
96,1084,4,chase_x,chase_x
98,1092,1,chase_x,chase_x
100,1104,4,chase_y,chase_y
101,1118,9,chase_y,chase_x
102,1126,2,chase_y,chase_y
102,1133,9,chase_y,chase_x
103,1141,6,chase_y,chase_y
105,1156,11,chase_y,chase_x
106,1160,4,chase_y,chase_y
107,1166,2,chase_y,chase_x
107,1171,7,chase_y,chase_x
107,1176,12,chase_y,chase_x
107,1180,16,chase_y,chase_x
107,1186,22,chase_y,chase_y
107,1190,26,chase_y,chase_x
107,1196,32,chase_y,chase_x
107,1200,36,chase_x,chase_y
107,1204,40,chase_x,chase_x
109,1212,6,chase_x,chase_y
110,1216,2,chase_x,chase_x
112,1229,7,chase_x,chase_x
113,1239,10,chase_x,chase_x
115,1249,3,chase_x,chase_y
115,1253,7,chase_x,chase_x
115,1257,11,chase_x,chase_x
116,1261,2,chase_x,chase_x
117,1269,5,chase_x,chase_y
117,1273,9,chase_x,chase_x
117,1277,13,chase_x,chase_y
117,1281,17,chase_x,chase_x
118,1288,4,chase_x,chase_x
119,1299,9,chase_x,chase_x
119,1304,14,chase_y,chase_x
119,1308,18,chase_y,chase_x
119,1312,22,chase_y,chase_x
119,1318,28,chase_y,chase_x
119,1323,33,chase_y,chase_y
119,1327,37,chase_y,chase_x
120,1332,2,chase_y,chase_x
120,1336,6,chase_y,chase_x
120,1341,11,chase_y,chase_y
121,1349,2,chase_y,chase_x
121,1353,6,chase_y,chase_x
121,1359,12,chase_y,chase_y
121,1363,16,chase_y,chase_x
121,1367,20,chase_y,chase_x
121,1372,25,chase_y,chase_y
121,1377,30,chase_y,chase_x
121,1381,34,chase_y,chase_x
121,1386,39,chase_y,chase_x
122,1390,3,chase_y,chase_x
122,1394,7,chase_y,chase_x
122,1398,11,chase_y,chase_x
123,1413,5,chase_x,chase_x
124,1417,1,chase_x,chase_y
124,1421,5,chase_x,chase_x
125,1432,7,chase_x,chase_x
126,1437,3,chase_x,chase_x
127,1448,10,chase_x,chase_x
129,1456,4,chase_x,chase_x
131,1467,3,chase_x,chase_x
132,1473,5,chase_x,chase_x
134,1481,2,chase_x,chase_x
134,1485,6,chase_x,chase_x
135,1495,7,chase_x,chase_x
136,1501,4,chase_y,chase_y
137,1512,9,chase_y,chase_x
137,1516,13,chase_y,chase_x
137,1520,17,chase_y,chase_x
137,1524,21,chase_y,chase_x
137,1528,25,chase_y,chase_x
137,1532,29,chase_y,chase_x
137,1537,34,chase_y,chase_y
137,1541,38,chase_y,chase_x
139,1550,4,chase_y,chase_y
139,1556,10,chase_y,chase_x
139,1561,15,chase_y,chase_x
139,1568,22,chase_y,chase_x
139,1573,27,chase_y,chase_x
139,1577,31,chase_y,chase_y
139,1582,36,chase_y,chase_x
140,1591,5,chase_y,chase_x
140,1595,9,chase_y,chase_x
140,1603,17,chase_x,chase_x
140,1608,22,chase_x,chase_x
141,1613,5,chase_x,chase_y
141,1617,9,chase_x,chase_x
141,1622,14,chase_x,chase_x
142,1630,7,chase_x,chase_x
143,1636,5,chase_x,chase_x
144,1641,2,chase_x,chase_y
144,1645,6,chase_x,chase_x
145,1654,5,chase_x,chase_x
145,1659,10,chase_x,chase_x
148,1675,6,chase_x,chase_x
149,1683,5,chase_x,chase_y
149,1687,9,chase_x,chase_x
149,1692,14,chase_x,chase_x
151,1697,1,chase_x,chase_y
151,1705,9,chase_y,chase_x
151,1709,13,chase_y,chase_x
151,1713,17,chase_y,chase_x
151,1719,23,chase_y,chase_x
151,1724,28,chase_y,chase_y
152,1731,5,chase_y,chase_x
152,1735,9,chase_y,chase_x
152,1739,13,chase_y,chase_x
152,1743,17,chase_y,chase_x
152,1747,21,chase_y,chase_x
152,1751,25,chase_y,chase_x
152,1755,29,chase_y,chase_x
152,1759,33,chase_y,chase_x
153,1770,4,chase_y,chase_y
153,1774,8,chase_y,chase_x
153,1778,12,chase_y,chase_x
153,1782,16,chase_y,chase_x
153,1787,21,chase_y,chase_x
153,1791,25,chase_y,chase_x
153,1796,30,chase_y,chase_x
153,1800,34,chase_x,chase_x
155,1814,1,chase_x,chase_y
155,1818,5,chase_x,chase_x
155,1823,10,chase_x,chase_y
155,1827,14,chase_x,chase_x
155,1831,18,chase_x,chase_y
155,1836,23,chase_x,chase_x
155,1842,29,chase_x,chase_x
156,1848,2,chase_x,chase_x
156,1853,7,chase_x,chase_y
156,1857,11,chase_x,chase_x
156,1862,16,chase_x,chase_x
157,1866,4,chase_x,chase_x
159,1874,1,chase_x,chase_x
159,1879,6,chase_x,chase_x
159,1883,10,chase_x,chase_x
160,1888,5,chase_x,chase_x
160,1892,9,chase_x,chase_x
163,1903,4,chase_y,chase_y
163,1910,11,chase_y,chase_x
163,1915,16,chase_y,chase_y
163,1919,20,chase_y,chase_x
164,1926,1,chase_y,chase_y
165,1931,5,chase_y,chase_x
165,1936,10,chase_y,chase_y
165,1942,16,chase_y,chase_x
166,1946,4,chase_y,chase_x
166,1952,10,chase_y,chase_x
166,1956,14,chase_y,chase_x
166,1960,18,chase_y,chase_y
166,1965,23,chase_y,chase_x
166,1970,28,chase_y,chase_x
166,1975,33,chase_y,chase_y
166,1979,37,chase_y,chase_x
167,1983,1,chase_y,chase_y
167,1990,8,chase_y,chase_x
168,1996,6,chase_y,chase_y
168,2000,10,chase_x,chase_x
169,2010,10,chase_x,chase_x
171,2018,3,chase_x,chase_x
171,2025,10,chase_x,chase_x
172,2030,5,chase_x,chase_y
173,2041,7,chase_x,chase_x
174,2050,5,chase_x,chase_x
176,2058,5,chase_x,chase_y
176,2063,10,chase_x,chase_x
176,2067,14,chase_x,chase_x
178,2076,4,chase_x,chase_x
180,2086,1,chase_x,chase_x
180,2093,8,chase_x,chase_x
181,2100,5,chase_y,chase_x
181,2104,9,chase_y,chase_x
181,2108,13,chase_y,chase_x
181,2113,18,chase_y,chase_x
181,2117,22,chase_y,chase_x
181,2121,26,chase_y,chase_y
181,2128,33,chase_y,chase_x
181,2134,39,chase_y,chase_x
182,2140,5,chase_y,chase_x
182,2144,9,chase_y,chase_x
182,2149,14,chase_y,chase_x
182,2155,20,chase_y,chase_x
182,2159,24,chase_y,chase_x
182,2164,29,chase_y,chase_x
182,2168,33,chase_y,chase_x
182,2173,38,chase_y,chase_x
183,2179,4,chase_y,chase_x
183,2183,8,chase_y,chase_x
184,2189,1,chase_y,chase_y
184,2198,10,chase_y,chase_x
185,2205,7,chase_x,chase_x
189,2222,2,chase_x,chase_x
189,2226,6,chase_x,chase_x
190,2233,6,chase_x,chase_x
191,2239,3,chase_x,chase_y
192,2245,2,chase_x,chase_x
193,2251,4,chase_x,chase_x
194,2257,2,chase_x,chase_x
194,2267,12,chase_x,chase_x
196,2273,1,chase_x,chase_x
197,2279,2,chase_x,chase_x
198,2284,5,chase_x,chase_x
198,2289,10,chase_x,chase_x
199,2296,7,chase_x,chase_x
200,2303,5,chase_y,chase_y
200,2308,10,chase_y,chase_x
200,2312,14,chase_y,chase_x
200,2316,18,chase_y,chase_y
200,2323,25,chase_y,chase_x
201,2327,4,chase_y,chase_x
201,2331,8,chase_y,chase_y
201,2338,15,chase_y,chase_x
201,2343,20,chase_y,chase_x
201,2347,24,chase_y,chase_y
201,2354,31,chase_y,chase_x
202,2358,4,chase_y,chase_y
202,2362,8,chase_y,chase_x
202,2366,12,chase_y,chase_x
202,2372,18,chase_y,chase_x
202,2378,24,chase_y,chase_x
202,2383,29,chase_y,chase_x
202,2389,35,chase_y,chase_x
203,2395,1,chase_y,chase_y
203,2402,8,chase_x,chase_x
204,2414,4,chase_x,chase_x
205,2420,1,chase_x,chase_y
205,2426,7,chase_x,chase_x
205,2433,14,chase_x,chase_x
205,2437,18,chase_x,chase_x
208,2451,3,chase_x,chase_x
210,2465,4,chase_x,chase_x
211,2472,6,chase_x,chase_x
212,2477,5,chase_x,chase_y
212,2481,9,chase_x,chase_x
213,2488,4,chase_x,chase_x
214,2495,5,chase_x,chase_x
215,2500,2,chase_y,chase_x
215,2504,6,chase_y,chase_y
215,2510,12,chase_y,chase_x
215,2516,18,chase_y,chase_y
216,2521,4,chase_y,chase_x
216,2525,8,chase_y,chase_x
216,2530,13,chase_y,chase_x
216,2534,17,chase_y,chase_x
216,2538,21,chase_y,chase_x
216,2542,25,chase_y,chase_y
216,2546,29,chase_y,chase_x
216,2552,35,chase_y,chase_y
217,2559,2,chase_y,chase_x
217,2563,6,chase_y,chase_x
217,2567,10,chase_y,chase_x
217,2572,15,chase_y,chase_x
217,2576,19,chase_y,chase_x
217,2583,26,chase_y,chase_y
217,2588,31,chase_y,chase_x
217,2594,37,chase_y,chase_x
218,2600,3,chase_x,chase_x
219,2610,5,chase_x,chase_x
219,2614,9,chase_x,chase_x
220,2621,5,chase_x,chase_x
220,2626,10,chase_x,chase_x
221,2632,5,chase_x,chase_x
223,2639,5,chase_x,chase_x
225,2652,4,chase_x,chase_x
227,2663,4,chase_x,chase_x
229,2673,2,chase_x,chase_x
231,2687,5,chase_x,chase_x
