episode,opsdemo_reward,baseline_reward
0,89.0,97.0
1,99.0,87.0
2,89.0,96.0
3,93.0,93.0
4,91.0,91.0
5,97.0,92.0
6,98.0,88.0
7,94.0,93.0
8,95.0,93.0
9,89.0,93.0
10,94.0,89.0
11,90.0,93.0
12,99.0,98.0
13,84.0,81.0
14,89.0,93.0
15,80.0,90.0
16,97.0,94.0
17,65.0,99.0
18,-57.0,87.0
19,91.0,91.0
20,73.0,97.0
21,95.0,92.0
22,86.0,92.0
23,94.0,85.0
24,90.0,94.0
25,94.0,85.0
26,84.0,86.0
27,99.0,95.0
28,96.0,94.0
29,92.0,93.0
30,91.0,88.0
31,-59.0,85.0
32,91.0,89.0
33,96.0,92.0
34,-57.0,97.0
35,94.0,93.0
36,92.0,89.0
37,87.0,94.0
38,92.0,90.0
39,93.0,92.0
40,90.0,93.0
41,94.0,90.0
42,89.0,92.0
43,89.0,97.0
44,84.0,91.0
45,96.0,92.0
46,84.0,92.0
47,34.0,93.0
48,84.0,93.0
49,83.0,94.0
50,98.0,86.0
51,88.0,88.0
52,87.0,96.0
53,98.0,89.0
54,94.0,95.0
55,90.0,94.0
56,89.0,82.0
57,87.0,85.0
58,99.0,86.0
59,96.0,96.0
60,95.0,99.0
61,92.0,94.0
62,93.0,91.0
63,84.0,87.0
64,-43.0,86.0
65,92.0,93.0
66,97.0,95.0
67,-54.0,97.0
68,73.0,96.0
69,92.0,91.0
70,90.0,92.0
71,90.0,89.0
72,85.0,87.0
73,90.0,93.0
74,94.0,93.0
75,90.0,95.0
76,97.0,91.0
77,91.0,92.0
78,94.0,92.0
79,93.0,92.0
80,95.0,94.0
81,89.0,90.0
82,83.0,84.0
83,91.0,94.0
84,-68.0,90.0
85,87.0,94.0
86,73.0,91.0
87,90.0,87.0
88,92.0,90.0
89,86.0,87.0
90,90.0,88.0
91,95.0,89.0
92,85.0,98.0
93,95.0,94.0
94,97.0,89.0
95,94.0,93.0
96,96.0,94.0
97,93.0,91.0
98,95.0,95.0
99,96.0,91.0
100,91.0,84.0
101,85.0,86.0
102,89.0,90.0
103,93.0,88.0
104,97.0,92.0
105,89.0,92.0
106,92.0,91.0
107,-57.0,90.0
108,98.0,94.0
109,92.0,93.0
110,98.0,88.0
111,94.0,86.0
112,93.0,98.0
113,90.0,90.0
114,92.0,94.0
115,87.0,96.0
116,95.0,94.0
117,80.0,92.0
118,94.0,90.0
119,-46.0,85.0
120,72.0,88.0
121,-47.0,99.0
122,75.0,95.0
123,92.0,89.0
124,91.0,93.0
125,91.0,94.0
126,96.0,96.0
127,88.0,86.0
128,98.0,71.0
129,94.0,95.0
130,94.0,93.0
131,96.0,96.0
132,94.0,92.0
133,95.0,89.0
134,91.0,92.0
135,91.0,96.0
136,92.0,87.0
137,-44.0,92.0
138,97.0,97.0
139,-51.0,84.0
140,71.0,84.0
141,85.0,87.0
142,92.0,88.0
143,92.0,88.0
144,90.0,91.0
145,89.0,89.0
146,97.0,89.0
147,94.0,95.0
148,91.0,89.0
149,85.0,86.0
150,97.0,95.0
151,61.0,93.0
152,-62.0,92.0
153,-54.0,92.0
154,93.0,93.0
155,66.0,94.0
156,83.0,93.0
157,94.0,97.0
158,95.0,93.0
159,90.0,96.0
160,89.0,97.0
161,98.0,93.0
162,96.0,93.0
163,74.0,93.0
164,99.0,82.0
165,82.0,93.0
166,-60.0,92.0
167,92.0,88.0
168,88.0,96.0
169,90.0,97.0
170,95.0,96.0
171,90.0,96.0
172,91.0,94.0
173,89.0,88.0
174,95.0,94.0
175,97.0,89.0
176,85.0,85.0
177,96.0,89.0
178,90.0,95.0
179,96.0,87.0
180,90.0,84.0
181,-50.0,88.0
182,-73.0,91.0
183,85.0,93.0
184,90.0,98.0
185,93.0,91.0
186,95.0,96.0
187,95.0,86.0
188,95.0,98.0
189,93.0,91.0
190,91.0,93.0
191,93.0,95.0
192,95.0,90.0
193,92.0,92.0
194,88.0,93.0
195,95.0,86.0
196,95.0,80.0
197,98.0,96.0
198,90.0,87.0
199,91.0,93.0
