episode,reward_gap,ops_episode_reward,baseline_episode_reward,ops_interceptor_win,baseline_interceptor_win,ops_reason,baseline_reason,ops_final_intruder_policy,ops_episode_len,baseline_episode_len,outcome_pair,rank_type
474,-51.338321,-173.198471,-121.86015,False,False,entered_big_circle,entered_big_circle,direct,365,11,both_lose,baseline_advantage
613,-44.811746,-170.377666,-125.565919,False,False,entered_big_circle,entered_big_circle,direct,323,26,both_lose,baseline_advantage
282,-42.599819,-171.715442,-129.115623,False,False,entered_big_circle,entered_big_circle,direct,316,32,both_lose,baseline_advantage
709,-40.701841,-162.539013,-121.837172,False,False,entered_big_circle,entered_big_circle,direct,316,11,both_lose,baseline_advantage
638,-34.593253,-162.630682,-128.037429,False,False,entered_big_circle,entered_big_circle,direct,228,30,both_lose,baseline_advantage
466,-32.871763,-160.120017,-127.248254,False,False,entered_big_circle,entered_big_circle,direct,263,28,both_lose,baseline_advantage
57,-32.219715,-153.353315,-121.1336,False,False,entered_big_circle,entered_big_circle,direct,273,7,both_lose,baseline_advantage
295,-32.004455,-152.969568,-120.965112,False,False,entered_big_circle,entered_big_circle,direct,113,7,both_lose,baseline_advantage
749,-31.726948,-163.762331,-132.035382,False,False,entered_big_circle,entered_big_circle,direct,325,45,both_lose,baseline_advantage
149,-31.668318,-156.393969,-124.725651,False,False,entered_big_circle,entered_big_circle,direct,199,21,both_lose,baseline_advantage
159,-28.150933,-152.824307,-124.673374,False,False,entered_big_circle,entered_big_circle,direct,224,24,both_lose,baseline_advantage
591,-24.908002,-150.581668,-125.673666,False,False,entered_big_circle,entered_big_circle,direct,288,23,both_lose,baseline_advantage
505,-23.232539,-144.272565,-121.040026,False,False,entered_big_circle,entered_big_circle,direct,250,7,both_lose,baseline_advantage
648,-22.010067,-143.207139,-121.197073,False,False,entered_big_circle,entered_big_circle,direct,148,7,both_lose,baseline_advantage
12,-21.832291,-142.99171,-121.159418,False,False,entered_big_circle,entered_big_circle,direct,237,8,both_lose,baseline_advantage
767,-18.304758,-141.57528,-123.270522,False,False,active_collision,entered_big_circle,attack,281,16,both_lose,baseline_advantage
190,-17.696184,-138.870948,-121.174763,False,False,active_collision,entered_big_circle,attack,267,8,both_lose,baseline_advantage
113,-17.040641,-138.253199,-121.212558,False,False,active_collision,entered_big_circle,attack,229,8,both_lose,baseline_advantage
676,-16.445874,-139.632512,-123.186638,False,False,active_collision,entered_big_circle,attack,321,17,both_lose,baseline_advantage
425,-15.326055,-144.528669,-129.202614,False,False,entered_big_circle,entered_big_circle,direct,168,31,both_lose,baseline_advantage
326,337.882698,118.935468,-218.94723,True,False,intercepted_before_small_circle,active_collision,detour,42,313,ops_only_win,ops_advantage
666,322.039308,119.223847,-202.815462,True,False,intercepted_before_small_circle,active_collision,detour,64,296,ops_only_win,ops_advantage
337,320.303559,117.809119,-202.49444,True,False,intercepted_before_small_circle,active_collision,detour,44,283,ops_only_win,ops_advantage
204,317.984212,118.737171,-199.247041,True,False,intercepted_before_small_circle,active_collision,detour,40,283,ops_only_win,ops_advantage
168,317.386331,119.372039,-198.014292,True,False,intercepted_before_small_circle,active_collision,detour,65,290,ops_only_win,ops_advantage
257,313.579383,119.182967,-194.396416,True,False,intercepted_before_small_circle,entered_big_circle,detour,40,352,ops_only_win,ops_advantage
101,313.493507,120.271771,-193.221736,True,False,intercepted_before_small_circle,active_collision,detour,73,282,ops_only_win,ops_advantage
180,312.97677,117.954839,-195.021932,True,False,intercepted_before_small_circle,active_collision,detour,66,281,ops_only_win,ops_advantage
41,312.289966,119.44029,-192.849675,True,False,intercepted_before_small_circle,active_collision,detour,49,286,ops_only_win,ops_advantage
306,303.783691,118.54779,-185.235902,True,False,intercepted_before_small_circle,active_collision,detour,47,296,ops_only_win,ops_advantage
316,303.335941,116.866986,-186.468955,True,False,intercepted_before_small_circle,active_collision,detour,51,279,ops_only_win,ops_advantage
792,300.722864,119.734211,-180.988653,True,False,intercepted_before_small_circle,active_collision,detour,37,281,ops_only_win,ops_advantage
601,297.746506,119.006182,-178.740323,True,False,intercepted_before_small_circle,entered_big_circle,detour,30,349,ops_only_win,ops_advantage
213,297.271451,119.39986,-177.87159,True,False,intercepted_before_small_circle,active_collision,detour,52,281,ops_only_win,ops_advantage
9,295.292825,118.905088,-176.387737,True,False,intercepted_before_small_circle,active_collision,detour,37,276,ops_only_win,ops_advantage
411,294.627712,119.678867,-174.948845,True,False,intercepted_before_small_circle,active_collision,detour,34,281,ops_only_win,ops_advantage
401,293.95464,118.508587,-175.446053,True,False,intercepted_before_small_circle,active_collision,detour,36,284,ops_only_win,ops_advantage
748,276.266829,112.213044,-164.053785,True,False,intercepted_before_small_circle,active_collision,detour,57,276,ops_only_win,ops_advantage
589,251.784962,118.817969,-132.966993,True,False,intercepted_before_small_circle,entered_big_circle,detour,56,48,ops_only_win,ops_advantage
317,251.080267,118.476759,-132.603508,True,False,intercepted_before_small_circle,entered_big_circle,detour,60,45,ops_only_win,ops_advantage
