episode,global_step,from_policy,to_policy,true_policy,normalized_error
1,43,direct,detour,direct,0.5318516492843628
3,78,detour,direct,direct,0.16135454177856445
7,120,direct,attack,direct,0.6950253844261169
8,151,attack,detour,direct,0.21674755215644836
9,174,detour,detour,detour,0.2600979804992676
10,199,detour,direct,detour,0.6023409366607666
10,229,direct,attack,detour,1.3780899047851562
10,239,attack,attack,detour,1.394859790802002
10,257,attack,detour,detour,0.4956035017967224
10,269,detour,direct,detour,1.6886296272277832
10,296,direct,direct,detour,0.14863550662994385
10,318,direct,direct,detour,0.9230791330337524
10,340,direct,direct,attack,0.3225620687007904
10,401,direct,direct,attack,0.288341760635376
10,456,direct,direct,attack,0.18401232361793518
10,480,direct,attack,direct,1.2686878442764282
10,499,attack,direct,direct,0.550433874130249
11,521,direct,direct,direct,0.3305404484272003
14,568,direct,detour,direct,0.4171942472457886
15,590,detour,direct,direct,0.31241652369499207
17,625,direct,detour,direct,0.6540238261222839
18,643,detour,detour,detour,0.39835125207901
19,687,detour,direct,detour,0.2634107768535614
19,755,direct,direct,detour,0.14058132469654083
19,778,direct,detour,detour,1.8277790546417236
19,787,detour,attack,detour,0.9885101318359375
19,795,attack,direct,detour,1.083617091178894
19,816,direct,direct,attack,0.34379127621650696
19,872,direct,direct,attack,0.283755362033844
20,924,direct,attack,attack,1.2476682662963867
21,961,attack,detour,direct,0.9282112717628479
23,993,detour,attack,direct,0.17322351038455963
25,1007,attack,detour,direct,1.3551589250564575
26,1039,detour,detour,direct,0.27616286277770996
27,1073,detour,detour,direct,0.47899773716926575
29,1110,detour,detour,direct,0.20469337701797485
30,1160,detour,detour,detour,0.23410487174987793
31,1196,detour,detour,detour,0.21646744012832642
32,1242,detour,detour,detour,0.4487581253051758
34,1280,detour,attack,attack,0.9728827476501465
34,1294,attack,detour,attack,0.20973217487335205
34,1312,detour,attack,attack,0.5651100873947144
35,1342,attack,detour,attack,0.3300829529762268
35,1372,detour,detour,attack,0.3807358145713806
35,1408,detour,detour,attack,0.33102113008499146
35,1437,detour,direct,attack,0.6241350173950195
38,1454,direct,attack,direct,1.0382206439971924
40,1500,attack,attack,direct,0.2569681406021118
41,1530,attack,attack,direct,0.436996191740036
43,1567,attack,direct,direct,0.552634060382843
44,1600,direct,detour,detour,0.9555401802062988
44,1633,detour,detour,detour,0.4694839119911194
45,1654,detour,detour,detour,0.4123217463493347
46,1694,detour,detour,detour,0.5860963463783264
47,1732,detour,detour,detour,0.44842958450317383
48,1770,detour,direct,attack,0.4281666874885559
48,1805,direct,direct,attack,0.2914476990699768
48,1872,direct,direct,attack,0.48725390434265137
48,1921,direct,detour,direct,0.6234903931617737
48,1946,detour,detour,direct,0.3765305280685425
49,1982,detour,attack,direct,0.7364646196365356
50,2010,attack,detour,direct,0.8526613116264343
51,2041,detour,attack,direct,0.7525098323822021
53,2069,attack,direct,direct,0.8541528582572937
53,2117,direct,direct,detour,0.20800313353538513
54,2155,direct,detour,detour,0.573392927646637
54,2182,detour,detour,detour,0.16786809265613556
55,2224,detour,detour,detour,0.23331716656684875
56,2249,detour,detour,attack,0.288899689912796
56,2286,detour,detour,attack,0.24770936369895935
56,2347,detour,detour,attack,0.32028335332870483
57,2370,detour,direct,attack,0.8219383955001831
59,2410,direct,attack,direct,0.9703195691108704
59,2434,attack,direct,direct,0.42112261056900024
61,2469,direct,direct,direct,0.30593812465667725
63,2507,direct,direct,direct,0.2683526873588562
65,2534,direct,direct,direct,0.1312958002090454
67,2567,direct,direct,detour,0.3735860586166382
68,2613,direct,direct,detour,0.4480789303779602
68,2630,direct,direct,detour,0.5724412202835083
68,2681,direct,direct,detour,0.21080923080444336
69,2730,direct,direct,attack,0.4066224992275238
70,2776,direct,detour,attack,0.21231070160865784
70,2815,detour,detour,attack,0.43378347158432007
71,2849,detour,detour,attack,0.24821729958057404
71,2879,detour,attack,attack,0.5392971634864807
74,2896,attack,attack,direct,0.40598708391189575
75,2924,attack,direct,direct,0.514911413192749
78,2958,direct,direct,direct,0.2191794067621231
80,2995,direct,direct,direct,0.27510321140289307
83,3039,direct,direct,direct,0.5108872056007385
83,3094,direct,detour,detour,0.7631070017814636
83,3126,detour,detour,detour,0.32756805419921875
84,3160,detour,attack,detour,0.3784579932689667
85,3202,attack,detour,attack,0.3996467590332031
85,3230,detour,detour,attack,0.4196605086326599
85,3258,detour,detour,attack,0.4506223201751709
85,3288,detour,detour,attack,0.31762978434562683
85,3353,detour,detour,attack,0.16042640805244446
86,3374,detour,attack,direct,0.6378588676452637
88,3400,attack,direct,direct,0.32255226373672485
90,3443,direct,attack,direct,0.20996969938278198
92,3487,attack,direct,direct,0.3862450420856476
95,3518,direct,attack,direct,0.7187174558639526
95,3567,attack,attack,detour,0.3393241763114929
95,3599,attack,detour,detour,1.5480949878692627
95,3607,detour,attack,detour,0.9303821921348572
95,3618,attack,attack,detour,1.2097668647766113
95,3628,attack,detour,detour,0.8866925835609436
95,3646,detour,attack,detour,1.4373070001602173
95,3660,attack,direct,detour,0.8617528080940247
95,3671,direct,direct,detour,0.581265926361084
95,3683,direct,detour,attack,1.1791713237762451
95,3724,detour,detour,attack,0.39350828528404236
95,3761,detour,detour,attack,0.4351038634777069
95,3813,detour,detour,attack,0.22091253101825714
95,3847,detour,detour,direct,0.37356308102607727
96,3876,detour,attack,direct,0.5961586236953735
98,3915,attack,detour,direct,0.7087914347648621
99,3943,detour,direct,direct,0.3262174129486084
101,3996,direct,direct,direct,0.14400318264961243
101,4043,direct,direct,detour,0.1224779412150383
102,4110,direct,direct,detour,0.1366327404975891
103,4168,direct,attack,attack,0.38002195954322815
103,4215,attack,attack,attack,0.20188948512077332
103,4278,attack,attack,attack,0.16911032795906067
103,4321,attack,detour,direct,1.0352468490600586
104,4348,detour,detour,direct,0.29780182242393494
107,4405,detour,detour,direct,0.1010570079088211
110,4454,detour,attack,direct,0.5415958166122437
111,4469,attack,detour,direct,0.7409750819206238
111,4499,detour,direct,detour,0.2786635160446167
111,4542,direct,direct,detour,0.2669670283794403
112,4569,direct,direct,detour,0.4106384515762329
113,4613,direct,attack,detour,0.9893136620521545
113,4633,attack,attack,detour,0.176011860370636
113,4670,attack,attack,attack,0.4114203453063965
113,4740,attack,attack,attack,0.4702568054199219
113,4789,attack,attack,attack,1.1383912563323975
113,4802,attack,direct,direct,1.4917720556259155
113,4813,direct,detour,direct,0.455364465713501
115,4860,detour,attack,direct,0.843011200428009
117,4891,attack,detour,direct,1.481548547744751
119,4923,detour,detour,direct,0.24497368931770325
121,4960,detour,attack,detour,0.6940274238586426
121,4979,attack,direct,detour,0.8547358512878418
121,4998,direct,detour,detour,0.30115678906440735
122,5021,detour,direct,detour,0.5745280981063843
122,5046,direct,detour,detour,0.6627533435821533
122,5062,detour,direct,detour,0.45222681760787964
122,5074,direct,attack,detour,0.8182272911071777
122,5106,attack,detour,detour,1.1711924076080322
122,5114,detour,attack,detour,1.724984884262085
122,5128,attack,direct,attack,0.682174026966095
122,5204,direct,direct,attack,0.24772211909294128
123,5280,direct,attack,direct,1.0130783319473267
125,5324,attack,attack,direct,0.264478862285614
127,5368,attack,attack,direct,0.23231413960456848
129,5398,attack,attack,direct,0.30327343940734863
131,5437,attack,attack,direct,0.1827288568019867
132,5491,attack,detour,detour,0.9409949779510498
132,5498,detour,attack,detour,0.38535192608833313
132,5506,attack,direct,detour,1.1181423664093018
132,5516,direct,detour,detour,0.5446725487709045
132,5534,detour,direct,detour,1.921006441116333
132,5567,direct,detour,detour,0.9139178991317749
132,5576,detour,attack,detour,0.7295006513595581
132,5586,attack,attack,detour,0.5188339352607727
132,5597,attack,direct,detour,0.7684537768363953
132,5606,direct,direct,attack,0.6858048439025879
132,5704,direct,direct,attack,0.3162519037723541
133,5731,direct,direct,attack,0.15230165421962738
135,5773,direct,direct,direct,0.4775332808494568
137,5804,direct,attack,direct,0.8349541425704956
138,5845,attack,detour,direct,0.39590609073638916
140,5874,detour,attack,direct,0.49319344758987427
143,5934,attack,attack,detour,0.33202654123306274
143,5960,attack,detour,detour,1.1576910018920898
143,5969,detour,direct,detour,1.5142658948898315
143,5991,direct,direct,detour,0.1516646146774292
143,6021,direct,direct,detour,1.273023009300232
143,6063,direct,direct,detour,0.2672119736671448
144,6231,direct,detour,attack,1.366227388381958
145,6254,detour,attack,direct,0.3472328186035156
