episode,global_step,from_policy,to_policy,true_policy,normalized_error
191,7525,attack,detour,attack,0.6410901546478271
191,7579,detour,detour,attack,0.6128535270690918
191,7607,detour,detour,attack,0.14741945266723633
191,7669,detour,detour,attack,0.3342687487602234
193,7702,detour,direct,direct,0.8784699440002441
195,7742,direct,attack,direct,0.46549421548843384
196,7769,attack,detour,direct,0.4132641851902008
198,7805,detour,detour,direct,0.47526538372039795
202,7853,detour,detour,detour,0.2530742883682251
204,7916,detour,direct,detour,0.4523054361343384
204,7980,direct,detour,detour,0.19448794424533844
204,8004,detour,attack,attack,0.76244056224823
204,8037,attack,attack,attack,0.24958348274230957
204,8070,attack,attack,attack,0.18534930050373077
204,8149,attack,attack,attack,0.3694143295288086
204,8165,attack,detour,direct,0.7526757717132568
209,8232,detour,attack,direct,0.09653052687644958
211,8304,attack,attack,direct,0.24727383255958557
212,8362,attack,detour,detour,1.6415163278579712
212,8377,detour,attack,detour,0.29496023058891296
212,8384,attack,detour,detour,1.335377812385559
212,8401,detour,attack,detour,0.9305758476257324
212,8413,attack,detour,detour,1.0250681638717651
212,8425,detour,attack,detour,1.2579596042633057
212,8451,attack,attack,detour,0.258609414100647
212,8510,attack,detour,attack,0.2365269660949707
212,8536,detour,detour,attack,0.31784093379974365
212,8630,detour,detour,attack,0.34386178851127625
213,8671,detour,detour,direct,0.21561060845851898
216,8749,detour,direct,direct,0.41596561670303345
217,8774,direct,direct,direct,0.6383450031280518
219,8799,direct,direct,direct,0.6073509454727173
219,8859,direct,direct,detour,0.20197758078575134
219,8892,direct,direct,detour,0.23292075097560883
219,8900,direct,direct,detour,0.4947115182876587
219,8910,direct,direct,detour,0.5789496302604675
219,8931,direct,direct,detour,0.36959367990493774
219,8963,direct,attack,attack,1.4416182041168213
219,8978,attack,attack,attack,0.2559995651245117
219,9048,attack,detour,attack,0.23066484928131104
220,9099,detour,detour,attack,0.42488381266593933
222,9136,detour,attack,direct,0.48905596137046814
226,9184,attack,direct,direct,1.1570699214935303
226,9202,direct,direct,direct,0.33348026871681213
229,9256,direct,detour,direct,0.37690243124961853
230,9296,detour,detour,detour,0.21560123562812805
232,9332,detour,direct,detour,0.5151945948600769
232,9379,direct,direct,detour,0.4252515435218811
232,9424,direct,attack,detour,1.863826870918274
232,9430,attack,attack,detour,1.0899361371994019
232,9438,attack,attack,detour,0.8241516351699829
232,9444,attack,detour,attack,1.4907336235046387
232,9490,detour,detour,attack,0.35467422008514404
232,9578,detour,direct,attack,0.3282134234905243
233,9593,direct,direct,attack,0.5408156514167786
235,9616,direct,direct,direct,0.5646756887435913
238,9667,direct,direct,direct,0.6347630620002747
241,9715,direct,direct,direct,0.2958114743232727
243,9761,direct,direct,detour,0.3997959792613983
244,9815,direct,direct,detour,0.49278712272644043
244,9874,direct,detour,detour,2.0037410259246826
244,9879,detour,direct,detour,2.3560521602630615
244,9885,direct,direct,detour,0.8556864261627197
244,9894,direct,direct,detour,0.8319770693778992
244,9906,direct,direct,detour,0.691129207611084
244,9918,direct,attack,detour,0.6937930583953857
244,9931,attack,attack,attack,0.42641082406044006
244,10002,attack,attack,attack,0.2294410765171051
244,10043,attack,detour,attack,0.30559301376342773
245,10101,detour,detour,direct,0.11522261798381805
247,10157,detour,detour,direct,0.10008221864700317
249,10175,detour,detour,direct,0.2205115407705307
251,10207,detour,detour,direct,0.14111784100532532
254,10274,detour,detour,detour,0.12960174679756165
256,10350,detour,detour,detour,0.23839420080184937
257,10404,detour,detour,attack,0.5213751792907715
257,10473,detour,detour,attack,0.20016197860240936
258,10578,detour,attack,direct,0.2381659746170044
260,10607,attack,direct,direct,0.8450585603713989
263,10653,direct,direct,direct,0.5087485313415527
266,10696,direct,attack,direct,0.3446529507637024
266,10752,attack,attack,detour,0.18802347779273987
267,10779,attack,attack,detour,0.15182358026504517
267,10839,attack,direct,detour,1.5073386430740356
267,10850,direct,direct,detour,0.5041826963424683
267,10862,direct,direct,detour,0.6039685010910034
267,10917,direct,direct,attack,0.23631322383880615
267,10996,direct,direct,attack,0.12392584979534149
267,11045,direct,attack,direct,0.960507869720459
270,11107,attack,detour,direct,0.7721078395843506
272,11160,detour,detour,direct,0.3615589439868927
275,11239,detour,detour,detour,0.15461041033267975
277,11300,detour,detour,detour,0.39220738410949707
278,11347,detour,detour,detour,0.11485008895397186
278,11416,detour,detour,attack,0.2080344557762146
278,11517,detour,detour,attack,0.19459205865859985
280,11569,detour,detour,direct,0.3384401202201843
283,11628,detour,detour,direct,0.45759737491607666
285,11693,detour,detour,detour,0.21725241839885712
287,11781,detour,detour,detour,0.249797523021698
288,11807,detour,detour,detour,0.30794063210487366
289,11859,detour,detour,attack,0.3905262053012848
290,11923,detour,detour,attack,0.24878090620040894
292,12002,detour,detour,direct,0.33080416917800903
296,12053,detour,direct,direct,0.9091601371765137
297,12088,direct,direct,direct,0.23524974286556244
299,12149,direct,direct,direct,0.24202364683151245
300,12189,direct,direct,detour,1.1691603660583496
300,12200,direct,detour,detour,1.4131031036376953
300,12206,detour,direct,detour,1.90059232711792
300,12215,direct,attack,detour,1.0915380716323853
300,12221,attack,detour,detour,1.1956303119659424
300,12232,detour,attack,detour,1.710068702697754
300,12239,attack,direct,detour,1.5043156147003174
300,12247,direct,direct,detour,0.5737550258636475
300,12255,direct,attack,detour,1.6007862091064453
300,12263,attack,direct,detour,1.4349989891052246
300,12270,direct,detour,detour,1.190953254699707
300,12278,detour,direct,detour,1.3852001428604126
300,12285,direct,direct,detour,1.293747901916504
300,12295,direct,detour,detour,0.7106372714042664
300,12301,detour,direct,detour,1.4568551778793335
300,12308,direct,detour,detour,1.3557286262512207
300,12315,detour,direct,detour,0.8688899874687195
300,12326,direct,detour,attack,0.6590991020202637
300,12348,detour,detour,attack,0.24728979170322418
301,12355,detour,direct,attack,1.200282335281372
301,12392,direct,detour,attack,0.2501377463340759
301,12430,detour,detour,attack,0.155596524477005
302,12475,detour,attack,attack,1.0097341537475586
303,12497,attack,attack,direct,0.3179014027118683
305,12525,attack,detour,direct,0.7359280586242676
308,12576,detour,detour,direct,0.19015762209892273
311,12625,detour,attack,direct,0.23046553134918213
312,12644,attack,detour,detour,0.6249039173126221
313,12694,detour,attack,detour,0.44879329204559326
313,12748,attack,attack,detour,0.4422237277030945
313,12800,attack,direct,attack,1.8761487007141113
313,12811,direct,detour,attack,0.5690054893493652
313,12865,detour,detour,attack,0.5799359083175659
313,12954,detour,detour,attack,0.3285371959209442
316,13004,detour,attack,direct,0.6917980313301086
318,13054,attack,attack,direct,0.12952840328216553
321,13117,attack,attack,direct,0.22225028276443481
322,13168,attack,attack,detour,0.19769175350666046
324,13262,attack,detour,detour,0.5166388154029846
324,13327,detour,detour,attack,0.3190518021583557
325,13379,detour,detour,attack,0.2714083790779114
326,13464,detour,detour,direct,0.17918935418128967
328,13504,detour,attack,direct,0.7285023927688599
333,13565,attack,attack,direct,0.10303126275539398
334,13640,attack,direct,detour,0.47360000014305115
334,13652,direct,attack,detour,0.7483664155006409
334,13666,attack,attack,detour,0.238980233669281
334,13713,attack,attack,detour,0.29229921102523804
334,13746,attack,attack,detour,1.2795331478118896
334,13755,attack,attack,detour,0.33295485377311707
334,13768,attack,detour,attack,0.27119335532188416
334,13832,detour,detour,attack,0.11632651090621948
334,13913,detour,detour,attack,0.13011965155601501
338,13983,detour,detour,direct,0.2916293740272522
342,14036,detour,attack,direct,0.6481021642684937
344,14076,attack,attack,direct,0.4184500575065613
345,14159,attack,detour,detour,0.7974438667297363
347,14220,detour,detour,detour,0.3415774703025818
347,14269,detour,detour,attack,0.09569275379180908
348,14323,detour,detour,attack,0.14020389318466187
349,14356,detour,attack,attack,0.44651108980178833
350,14403,attack,detour,direct,0.8421921730041504
354,14473,detour,direct,direct,0.632567286491394
356,14511,direct,detour,direct,0.7848364114761353
360,14597,detour,detour,detour,0.28985896706581116
362,14658,detour,direct,detour,0.612575888633728
362,14688,direct,attack,detour,0.5529987812042236
362,14723,attack,detour,attack,1.1534852981567383
362,14797,detour,detour,attack,0.1079191267490387
362,14889,detour,detour,direct,0.15598441660404205
367,14979,detour,detour,direct,0.21985910832881927
369,15017,detour,direct,direct,0.3552079200744629
370,15086,direct,direct,detour,0.140557199716568
370,15121,direct,attack,detour,1.8315476179122925
370,15130,attack,detour,detour,1.3041683435440063
370,15136,detour,direct,detour,1.659533143043518
370,15144,direct,detour,detour,1.5348114967346191
370,15151,detour,direct,detour,1.229751467704773
370,15160,direct,direct,detour,0.9119882583618164
370,15170,direct,attack,detour,1.0473731756210327
370,15181,attack,direct,detour,1.2884571552276611
370,15193,direct,detour,detour,1.2564855813980103
370,15203,detour,detour,attack,0.6897766590118408
370,15250,detour,detour,attack,0.5386809706687927
370,15264,detour,attack,attack,0.4843692183494568
370,15299,attack,attack,attack,0.5453962683677673
370,15361,attack,direct,direct,1.5044968128204346
372,15409,direct,direct,direct,0.5666813254356384
373,15436,direct,direct,direct,0.19698256254196167
377,15519,direct,attack,direct,1.2943426370620728
377,15534,attack,attack,detour,0.29417532682418823
377,15565,attack,direct,detour,0.7945420145988464
377,15625,direct,direct,detour,0.20911186933517456
378,15679,direct,direct,detour,0.2651946544647217
378,15688,direct,direct,attack,0.66278076171875
379,15744,direct,direct,attack,0.2581494450569153
379,15838,direct,direct,attack,0.23676125705242157
379,15867,direct,direct,direct,0.26741793751716614
380,15908,direct,direct,direct,0.19752785563468933
383,15937,direct,direct,direct,0.6615496873855591
385,15988,direct,direct,direct,0.21364986896514893
386,16047,direct,attack,detour,1.9557595252990723
386,16084,attack,attack,detour,0.14305555820465088
386,16120,attack,detour,detour,1.2045339345932007
386,16126,detour,detour,detour,1.4854254722595215
386,16132,detour,attack,detour,1.368424654006958
386,16140,attack,attack,detour,0.5239930152893066
386,16182,attack,attack,attack,0.3607410490512848
387,16251,attack,attack,attack,0.29756391048431396
387,16277,attack,detour,attack,0.470567524433136
388,16290,detour,direct,attack,0.7561519145965576
389,16322,direct,detour,direct,0.6972997188568115
391,16368,detour,attack,direct,0.5223140120506287
392,16390,attack,direct,direct,0.2572970390319824
396,16480,direct,detour,detour,0.8003215789794922
397,16502,detour,attack,detour,0.8171137571334839
398,16558,attack,detour,detour,0.621976375579834
399,16594,detour,direct,detour,0.5415087342262268
399,16645,direct,attack,attack,0.6834044456481934
401,16718,attack,detour,attack,0.5568822622299194
401,16800,detour,attack,direct,1.6357277631759644
404,16831,attack,direct,direct,0.7601064443588257
406,16871,direct,direct,direct,0.15215730667114258
409,16954,direct,direct,direct,0.12187124788761139
409,17009,direct,direct,detour,0.12431762367486954
409,17048,direct,attack,detour,1.81031334400177
409,17058,attack,detour,detour,0.656214714050293
409,17066,detour,direct,detour,0.6993604898452759
409,17074,direct,attack,detour,1.3210062980651855
409,17086,attack,direct,detour,1.3199092149734497
409,17096,direct,direct,detour,0.6477874517440796
409,17107,direct,direct,detour,0.8920992612838745
409,17121,direct,detour,attack,1.7197659015655518
409,17155,detour,detour,attack,0.16272631287574768
409,17197,detour,detour,attack,0.17589369416236877
409,17277,detour,detour,attack,0.16587740182876587
414,17337,detour,detour,direct,0.4058007597923279
418,17460,detour,attack,detour,1.0766173601150513
419,17600,attack,detour,attack,0.775187611579895
420,17634,detour,detour,attack,0.28113681077957153
420,17760,detour,attack,direct,1.9956226348876953
423,17818,attack,attack,direct,0.4443179666996002
425,17874,attack,direct,direct,0.38136306405067444
426,17921,direct,detour,detour,0.5994646549224854
426,17940,detour,attack,detour,0.9865827560424805
426,18009,attack,detour,detour,2.0045089721679688
426,18022,detour,attack,detour,1.4599446058273315
426,18033,attack,detour,detour,1.7525792121887207
426,18046,detour,detour,detour,0.6358940601348877
428,18082,detour,direct,attack,0.6861101984977722
428,18129,direct,direct,attack,0.35016247630119324
429,18203,direct,attack,attack,1.1438641548156738
432,18269,attack,attack,direct,0.1417027711868286
435,18301,attack,attack,direct,0.27465784549713135
438,18359,attack,attack,direct,0.26157572865486145
440,18440,attack,attack,detour,0.09649211913347244
441,18462,attack,attack,detour,0.322601318359375
441,18503,attack,detour,detour,0.41160380840301514
441,18520,detour,attack,detour,1.3809031248092651
441,18549,attack,detour,detour,0.2973731458187103
441,18568,detour,detour,attack,0.493802011013031
441,18650,detour,detour,attack,0.1564055234193802
443,18745,detour,attack,direct,0.8344574570655823
446,18815,attack,attack,direct,0.4752090573310852
449,18871,attack,attack,direct,0.7942612171173096
450,18950,attack,detour,detour,0.35525575280189514
451,18993,detour,attack,detour,0.3005978465080261
451,19092,attack,attack,attack,0.25100064277648926
451,19132,attack,detour,attack,0.36551332473754883
451,19200,detour,direct,direct,1.6622025966644287
453,19238,direct,detour,direct,0.9035667181015015
458,19313,detour,detour,direct,0.2512293756008148
462,19383,detour,attack,detour,0.7186511754989624
463,19476,attack,attack,detour,0.12711578607559204
463,19529,attack,detour,attack,0.21016666293144226
463,19596,detour,direct,attack,0.17112015187740326
464,19650,direct,direct,attack,0.15720759332180023
465,19692,direct,detour,direct,0.3315986394882202
468,19794,detour,detour,direct,0.19202235341072083
471,19863,detour,direct,detour,0.3776058852672577
472,19905,direct,detour,detour,0.5683437585830688
475,19987,detour,attack,detour,0.48478591442108154
475,20075,attack,attack,attack,0.31718310713768005
476,20147,attack,detour,attack,0.6629036664962769
479,20214,detour,direct,direct,0.3139339089393616
481,20246,direct,detour,direct,0.7313222289085388
485,20316,detour,detour,direct,0.14765000343322754
486,20352,detour,direct,detour,0.5184174180030823
486,20398,direct,detour,detour,0.7946912050247192
487,20450,detour,detour,detour,0.2820746600627899
488,20486,detour,detour,attack,0.19972755014896393
488,20641,detour,detour,direct,0.5532991290092468
492,20696,detour,detour,direct,0.25191211700439453
496,20766,detour,detour,direct,0.20965152978897095
499,20824,detour,detour,detour,0.4302104413509369
500,20862,detour,direct,detour,0.5395461320877075
500,20896,direct,detour,detour,0.5174866318702698
500,20925,detour,direct,detour,0.9575283527374268
501,20960,direct,detour,attack,0.9916231632232666
501,21020,detour,detour,attack,0.20336027443408966
501,21046,detour,direct,attack,0.3035726845264435
502,21090,direct,direct,attack,0.12216779589653015
503,21126,direct,detour,direct,0.5822480916976929
504,21141,detour,direct,direct,0.47424525022506714
508,21187,direct,direct,direct,0.23324884474277496
512,21234,direct,direct,direct,0.3043035864830017
514,21287,direct,direct,detour,0.22638073563575745
514,21333,direct,direct,detour,0.13435965776443481
515,21350,direct,direct,detour,0.3886411786079407
516,21446,direct,direct,attack,0.18428149819374084
516,21603,direct,attack,direct,0.7338961362838745
517,21643,attack,detour,direct,0.5517241358757019
519,21687,detour,attack,direct,0.9747141599655151
522,21716,attack,attack,direct,0.42561861872673035
524,21750,attack,attack,direct,0.28156015276908875
526,21846,attack,attack,detour,0.17659632861614227
527,21931,attack,attack,attack,0.1862964779138565
527,22065,attack,attack,attack,0.13461554050445557
527,22115,attack,attack,direct,0.08799425512552261
533,22186,attack,attack,direct,0.463376522064209
535,22241,attack,detour,detour,0.8144557476043701
536,22276,detour,attack,detour,0.7402706146240234
537,22355,attack,detour,detour,0.777202844619751
538,22392,detour,detour,detour,0.3714603781700134
538,22559,detour,detour,attack,0.07949089258909225
539,22588,detour,attack,direct,0.9645591974258423
542,22622,attack,detour,direct,0.41145360469818115
545,22676,detour,detour,direct,0.12884129583835602
547,22738,detour,detour,detour,0.2792080044746399
549,22780,detour,attack,detour,0.4642641544342041
549,22846,attack,detour,detour,1.8975560665130615
549,22854,detour,detour,detour,1.1577658653259277
549,22880,detour,detour,attack,0.23284202814102173
549,22905,detour,direct,attack,0.7887340188026428
549,23044,direct,detour,direct,0.6380171775817871
551,23088,detour,direct,direct,0.6468161940574646
553,23121,direct,direct,direct,0.18886098265647888
555,23167,direct,attack,direct,0.4138326048851013
557,23201,attack,direct,detour,0.5046490430831909
558,23268,direct,detour,detour,0.4740748405456543
559,23314,detour,detour,detour,0.3013163208961487
560,23364,detour,attack,attack,0.25865161418914795
560,23412,attack,attack,attack,0.19096675515174866
560,23515,attack,attack,attack,0.31792089343070984
563,23592,attack,attack,direct,0.14699269831180573
565,23637,attack,attack,direct,0.45939046144485474
567,23692,attack,attack,detour,0.09418101608753204
569,23856,attack,detour,attack,0.3784429132938385
569,23899,detour,detour,attack,0.5838425159454346
569,23928,detour,detour,attack,0.30946075916290283
570,24003,detour,attack,direct,0.6862823963165283
573,24033,attack,attack,direct,0.44255608320236206
577,24083,attack,attack,direct,0.5907436609268188
581,24155,attack,attack,direct,0.4086792767047882
582,24233,attack,attack,detour,0.7051566243171692
583,24315,attack,attack,detour,0.27824124693870544
583,24363,attack,attack,attack,0.17768213152885437
583,24406,attack,attack,attack,0.28003814816474915
583,24453,attack,attack,attack,0.16452118754386902
583,24489,attack,attack,direct,0.42053213715553284
585,24528,attack,detour,direct,0.38347262144088745
591,24581,detour,attack,direct,0.4177446961402893
594,24692,attack,attack,detour,0.14027518033981323
594,24737,attack,attack,detour,1.4993691444396973
594,24745,attack,attack,detour,0.8513979911804199
594,24756,attack,direct,detour,1.0276920795440674
594,24763,direct,direct,detour,0.8995035886764526
594,24773,direct,detour,detour,0.6477181911468506
594,24780,detour,detour,detour,0.9099118709564209
594,24789,detour,detour,detour,0.9339922666549683
594,24799,detour,attack,detour,1.1667767763137817
594,24809,attack,detour,attack,0.4216313064098358
594,24860,detour,detour,attack,0.4290038049221039
594,24905,detour,detour,attack,0.1887739896774292
596,24973,detour,detour,direct,0.28110820055007935
601,25032,detour,attack,direct,0.26678216457366943
602,25063,attack,attack,direct,0.2667708396911621
605,25114,attack,detour,direct,0.409265398979187
607,25182,detour,detour,detour,0.2839727997779846
608,25218,detour,detour,detour,0.42685937881469727
610,25284,detour,direct,attack,0.16455122828483582
610,25300,direct,direct,attack,0.3274209499359131
611,25407,direct,detour,attack,0.5108523368835449
612,25448,detour,detour,direct,0.29924339056015015
616,25538,detour,detour,direct,0.1254538893699646
621,25603,detour,detour,detour,0.3006475865840912
623,25661,detour,detour,detour,0.24845945835113525
624,25709,detour,direct,detour,0.445361465215683
624,25740,direct,direct,detour,0.8701381683349609
624,25753,direct,attack,detour,0.765808641910553
