ops_final_intruder_policy,episodes,ops_win_rate,baseline_win_rate,mean_reward_gap,baseline_only_wins,ops_only_wins
direct,525,0.005714,0.0,5.385835,0,3
attack,16,0.0625,0.0,19.413777,0,1
detour,259,1.0,0.0,206.154318,0,259
