episode,global_step,episode_step,true_policy,new_assumed_policy
14,117,10,chase_y,chase_y
25,205,3,chase_x,chase_x
38,306,16,chase_y,chase_y
52,409,4,chase_x,chase_x
62,509,10,chase_y,chase_y
76,605,5,chase_x,chase_x
87,707,7,chase_y,chase_y
97,806,17,chase_x,chase_x
108,907,12,chase_y,chase_x
108,913,18,chase_y,chase_y
120,1005,6,chase_x,chase_x
132,1107,2,chase_y,chase_y
142,1204,9,chase_x,chase_x
154,1305,12,chase_y,chase_y
163,1406,19,chase_x,chase_x
175,1503,2,chase_y,chase_y
188,1608,14,chase_x,chase_x
202,1707,11,chase_y,chase_y
212,1805,6,chase_x,chase_x
226,1905,6,chase_y,chase_y
238,2004,16,chase_x,chase_x
247,2105,14,chase_y,chase_y
261,2204,5,chase_x,chase_x
275,2305,12,chase_y,chase_y
288,2404,8,chase_x,chase_x
299,2505,10,chase_y,chase_y
311,2606,10,chase_x,chase_x
321,2709,10,chase_y,chase_y
334,2803,9,chase_x,chase_x
347,2908,9,chase_y,chase_y
359,3009,9,chase_x,chase_x
370,3107,16,chase_y,chase_y
379,3205,13,chase_x,chase_x
390,3303,9,chase_y,chase_x
390,3308,14,chase_y,chase_y
403,3407,2,chase_x,chase_x
413,3505,17,chase_y,chase_y
425,3605,9,chase_x,chase_x
437,3708,18,chase_y,chase_y
450,3807,12,chase_x,chase_x
460,3903,12,chase_y,chase_y
473,4004,5,chase_x,chase_x
486,4105,11,chase_y,chase_y
497,4206,10,chase_x,chase_x
507,4306,16,chase_y,chase_x
507,4312,22,chase_y,chase_y
517,4404,8,chase_x,chase_x
527,4503,5,chase_y,chase_x
527,4508,10,chase_y,chase_y
541,4605,8,chase_x,chase_x
551,4702,9,chase_y,chase_y
562,4804,7,chase_x,chase_x
572,4904,12,chase_y,chase_y
589,5009,8,chase_x,chase_x
600,5107,5,chase_y,chase_y
610,5206,15,chase_x,chase_x
618,5304,18,chase_y,chase_y
629,5408,9,chase_x,chase_x
639,5505,7,chase_y,chase_y
649,5604,14,chase_x,chase_x
663,5708,2,chase_y,chase_y
674,5804,9,chase_x,chase_x
686,5909,9,chase_y,chase_y
697,6004,11,chase_x,chase_x
711,6103,5,chase_y,chase_y
723,6207,12,chase_x,chase_x
733,6303,6,chase_y,chase_y
745,6405,10,chase_x,chase_x
758,6506,12,chase_y,chase_y
772,6604,6,chase_x,chase_x
785,6704,11,chase_y,chase_y
795,6805,9,chase_x,chase_x
809,6910,11,chase_y,chase_x
809,6915,16,chase_y,chase_y
818,7006,14,chase_x,chase_x
829,7103,5,chase_y,chase_y
838,7208,17,chase_x,chase_x
851,7306,15,chase_y,chase_y
863,7405,13,chase_x,chase_x
875,7505,10,chase_y,chase_y
885,7606,8,chase_x,chase_x
896,7704,7,chase_y,chase_y
906,7805,10,chase_x,chase_x
919,7904,8,chase_y,chase_y
931,8003,8,chase_x,chase_x
945,8108,6,chase_y,chase_y
953,8204,13,chase_x,chase_x
964,8305,6,chase_y,chase_y
976,8407,8,chase_x,chase_x
987,8507,9,chase_y,chase_y
999,8603,7,chase_x,chase_x
