episode,global_step,episode_step,true_policy,new_assumed_policy
0,8,8,chase_x,chase_y
0,11,11,chase_x,chase_x
2,22,2,chase_x,chase_y
2,25,5,chase_x,chase_x
2,31,11,chase_x,chase_x
3,37,4,chase_x,chase_y
3,40,7,chase_x,chase_x
3,43,10,chase_x,chase_y
3,47,14,chase_x,chase_x
4,55,6,chase_x,chase_x
4,61,12,chase_x,chase_x
5,64,3,chase_x,chase_x
5,67,6,chase_x,chase_x
6,72,4,chase_x,chase_x
7,78,4,chase_x,chase_x
7,82,8,chase_x,chase_x
9,95,7,chase_x,chase_x
10,100,1,chase_y,chase_x
10,103,4,chase_y,chase_x
10,106,7,chase_y,chase_x
10,110,11,chase_y,chase_y
13,123,2,chase_y,chase_x
13,126,5,chase_y,chase_x
13,131,10,chase_y,chase_x
13,134,13,chase_y,chase_x
13,140,19,chase_y,chase_x
13,143,22,chase_y,chase_y
15,153,3,chase_y,chase_x
15,156,6,chase_y,chase_x
15,159,9,chase_y,chase_y
15,164,14,chase_y,chase_x
15,169,19,chase_y,chase_x
15,172,22,chase_y,chase_y
15,175,25,chase_y,chase_x
15,178,28,chase_y,chase_x
15,182,32,chase_y,chase_x
15,187,37,chase_y,chase_x
16,191,1,chase_y,chase_y
16,196,6,chase_y,chase_x
16,199,9,chase_y,chase_x
16,210,20,chase_x,chase_x
17,220,10,chase_x,chase_x
18,224,4,chase_x,chase_x
18,227,7,chase_x,chase_x
18,230,10,chase_x,chase_x
19,233,1,chase_x,chase_x
19,236,4,chase_x,chase_x
20,243,5,chase_x,chase_y
20,247,9,chase_x,chase_x
21,255,6,chase_x,chase_x
22,263,8,chase_x,chase_x
23,268,1,chase_x,chase_x
23,276,9,chase_x,chase_x
23,280,13,chase_x,chase_x
24,287,7,chase_x,chase_x
25,294,6,chase_x,chase_x
26,298,2,chase_x,chase_x
26,302,6,chase_y,chase_x
26,305,9,chase_y,chase_x
26,309,13,chase_y,chase_x
27,314,2,chase_y,chase_y
27,322,10,chase_y,chase_x
28,325,2,chase_y,chase_y
28,329,6,chase_y,chase_x
28,335,12,chase_y,chase_x
28,338,15,chase_y,chase_x
28,341,18,chase_y,chase_x
28,344,21,chase_y,chase_x
28,347,24,chase_y,chase_x
28,350,27,chase_y,chase_x
28,354,31,chase_y,chase_y
28,360,37,chase_y,chase_x
29,366,3,chase_y,chase_y
31,379,5,chase_y,chase_x
31,382,8,chase_y,chase_y
31,385,11,chase_y,chase_x
32,388,3,chase_y,chase_y
32,391,6,chase_y,chase_x
32,394,9,chase_y,chase_y
33,400,4,chase_x,chase_x
33,405,9,chase_x,chase_x
33,408,12,chase_x,chase_x
33,412,16,chase_x,chase_x
34,415,2,chase_x,chase_x
34,419,6,chase_x,chase_x
36,426,3,chase_x,chase_y
37,429,1,chase_x,chase_x
37,433,5,chase_x,chase_x
38,442,7,chase_x,chase_x
39,448,4,chase_x,chase_x
40,456,3,chase_x,chase_x
40,461,8,chase_x,chase_x
41,465,1,chase_x,chase_x
42,473,5,chase_x,chase_y
43,479,6,chase_x,chase_x
43,482,9,chase_x,chase_x
44,486,3,chase_x,chase_x
44,490,7,chase_x,chase_x
44,495,12,chase_x,chase_x
46,503,3,chase_y,chase_x
46,508,8,chase_y,chase_x
46,513,13,chase_y,chase_x
46,516,16,chase_y,chase_x
47,519,2,chase_y,chase_x
47,523,6,chase_y,chase_y
47,526,9,chase_y,chase_x
47,529,12,chase_y,chase_x
47,534,17,chase_y,chase_y
47,539,22,chase_y,chase_x
47,542,25,chase_y,chase_x
47,545,28,chase_y,chase_x
47,548,31,chase_y,chase_x
47,551,34,chase_y,chase_y
47,554,37,chase_y,chase_x
47,557,40,chase_y,chase_x
