episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,assumed_policy,assumption_correct,predator_a_action,predator_b_action,switched,running_error_chase_x,running_error_chase_y
0,1,1,-1.0,-1.0,chase_x,chase_x,True,2,2,False,0.8412793055293948,0.0
0,2,2,-1.0,-2.0,chase_x,chase_x,True,2,3,False,0.7555375425973376,0.9599954740474497
0,3,3,-1.0,-3.0,chase_x,chase_x,True,4,3,False,1.711907469652183,1.9199912157088652
0,4,4,-1.0,-4.0,chase_x,chase_x,True,2,2,False,2.4818438932633025,1.87998997007303
0,5,5,-1.0,-5.0,chase_x,chase_x,True,2,3,False,2.375154093041481,2.8399899605863763
0,6,6,-1.0,-6.0,chase_x,chase_x,True,4,3,False,3.3350660194577353,3.7999899505750103
0,7,7,-1.0,-7.0,chase_x,chase_x,True,3,2,False,3.937047690771503,3.75998987299699
0,8,8,-1.0,-8.0,chase_x,chase_y,False,3,2,True,4.0,1.8599948961595794
0,9,9,-1.0,-9.0,chase_x,chase_y,False,3,3,False,3.9599427646155,2.819994856728971
0,10,10,-1.0,-10.0,chase_x,chase_y,False,1,3,False,3.9198840759797746,3.7785538945055555
0,11,11,-1.0,-11.0,chase_x,chase_x,True,3,3,True,1.930310824489946,4.0
0,12,12,-1.0,-12.0,chase_x,chase_x,True,4,3,False,2.7831315437863897,4.0
0,13,13,-1.0,-13.0,chase_x,chase_x,True,2,0,False,2.6978239217839173,4.0
0,14,14,-1.0,-14.0,chase_x,chase_x,True,4,0,False,2.613219626419867,4.0
0,15,15,99.0,85.0,chase_x,chase_x,True,4,0,False,3.556378311206184,4.0
1,16,1,-1.0,-1.0,chase_x,chase_x,True,4,1,False,3.516378310432638,4.0
1,17,2,-1.0,-2.0,chase_x,chase_x,True,4,1,False,3.4763782920669373,4.0
1,18,3,-1.0,-3.0,chase_x,chase_x,True,2,1,False,3.4363782726129566,4.0
1,19,4,-1.0,-4.0,chase_x,chase_x,True,4,1,False,3.3963782148411057,4.0
1,20,5,99.0,95.0,chase_x,chase_x,True,2,1,False,3.352015965779012,4.0
2,21,1,-1.0,-1.0,chase_x,chase_x,True,1,3,False,3.5123332597308212,4.0
2,22,2,-1.0,-2.0,chase_x,chase_y,False,1,1,True,4.0,1.9789548716088885
2,23,3,-1.0,-3.0,chase_x,chase_y,False,3,3,False,4.0,2.938885860636082
2,24,4,-1.0,-4.0,chase_x,chase_y,False,3,3,False,4.0,3.89888580272527
2,25,5,-1.0,-5.0,chase_x,chase_x,True,3,1,True,1.9826693973953249,4.0
2,26,6,-1.0,-6.0,chase_x,chase_x,True,4,3,False,2.939463691676172,4.0
2,27,7,-1.0,-7.0,chase_x,chase_x,True,4,1,False,2.8738006620726377,4.0
2,28,8,-1.0,-8.0,chase_x,chase_x,True,4,3,False,2.90851204768128,4.0
2,29,9,-1.0,-9.0,chase_x,chase_x,True,1,1,False,3.867863381828649,4.0
2,30,10,-1.0,-10.0,chase_x,chase_x,True,4,3,False,3.73685229442911,4.0
2,31,11,-1.0,-11.0,chase_x,chase_x,True,4,1,True,2.0,4.0
2,32,12,-1.0,-12.0,chase_x,chase_x,True,3,0,False,2.8922020923424387,4.0
2,33,13,99.0,87.0,chase_x,chase_x,True,3,4,False,3.8378911907441466,4.0
3,34,1,-1.0,-1.0,chase_x,chase_x,True,4,4,False,3.7978739432210644,3.9599999982056473
3,35,2,-1.0,-2.0,chase_x,chase_x,True,2,4,False,3.7578713315938095,3.919999953451125
3,36,3,-1.0,-3.0,chase_x,chase_x,True,4,4,False,3.715250631256433,3.8795162986638303
3,37,4,-1.0,-4.0,chase_x,chase_y,False,4,4,True,4.0,1.8705812734343583
3,38,5,-1.0,-5.0,chase_x,chase_y,False,2,1,False,4.0,2.54692763885744
3,39,6,-1.0,-6.0,chase_x,chase_y,False,3,4,False,4.0,3.5069064713566136
3,40,7,-1.0,-7.0,chase_x,chase_x,True,2,3,True,2.0,4.0
3,41,8,-1.0,-8.0,chase_x,chase_x,True,2,4,False,2.9533359996071202,4.0
3,42,9,-1.0,-9.0,chase_x,chase_x,True,2,1,False,3.8205589719886803,4.0
3,43,10,-1.0,-10.0,chase_x,chase_y,False,2,2,True,4.0,1.9799997625838028
3,44,11,-2.0,-12.0,chase_x,chase_y,False,1,3,False,4.0,2.9399869788926907
3,45,12,-2.0,-14.0,chase_x,chase_y,False,2,2,False,3.921313282682171,2.8986552436433284
3,46,13,-2.0,-16.0,chase_x,chase_y,False,2,2,False,4.0,3.858124571948875
3,47,14,-2.0,-18.0,chase_x,chase_x,True,1,1,True,1.9778130648977872,4.0
3,48,15,-1.0,-19.0,chase_x,chase_x,True,4,1,False,2.870966727964737,4.0
3,49,16,99.0,80.0,chase_x,chase_x,True,2,0,False,3.788704633939021,4.0
4,50,1,-1.0,-1.0,chase_x,chase_x,True,1,1,False,3.7486899211470375,4.0
4,51,2,-1.0,-2.0,chase_x,chase_x,True,1,1,False,3.708686309151599,4.0
4,52,3,-1.0,-3.0,chase_x,chase_x,True,3,1,False,3.6686823356928397,4.0
4,53,4,-1.0,-4.0,chase_x,chase_x,True,4,1,False,3.628681168889227,4.0
4,54,5,-1.0,-5.0,chase_x,chase_x,True,1,1,False,3.6341470371681135,4.0
4,55,6,-1.0,-6.0,chase_x,chase_x,True,0,1,True,2.0,4.0
4,56,7,-1.0,-7.0,chase_x,chase_x,True,0,3,False,1.8513419561452626,4.0
4,57,8,-1.0,-8.0,chase_x,chase_x,True,1,2,False,2.8113308714566414,4.0
4,58,9,-1.0,-9.0,chase_x,chase_x,True,3,3,False,2.77132477628864,4.0
4,59,10,-1.0,-10.0,chase_x,chase_x,True,0,3,False,2.826123356202139,4.0
4,60,11,-1.0,-11.0,chase_x,chase_x,True,4,0,False,3.305367695944885,4.0
