episode,opsdemo_reward,baseline_reward
0,85.0,97.0
1,95.0,87.0
2,87.0,96.0
3,80.0,93.0
4,88.0,91.0
5,93.0,92.0
6,94.0,88.0
7,92.0,93.0
8,94.0,93.0
9,86.0,93.0
10,84.0,89.0
11,95.0,93.0
12,93.0,98.0
13,70.0,81.0
14,99.0,93.0
15,-50.0,90.0
16,80.0,94.0
17,90.0,99.0
18,88.0,87.0
19,94.0,91.0
20,88.0,97.0
21,94.0,92.0
22,88.0,92.0
23,87.0,85.0
24,91.0,94.0
25,92.0,85.0
26,76.0,86.0
27,89.0,95.0
28,-48.0,94.0
29,90.0,93.0
30,98.0,88.0
31,89.0,85.0
32,89.0,89.0
33,83.0,92.0
34,94.0,97.0
35,96.0,93.0
36,95.0,89.0
37,93.0,94.0
38,91.0,90.0
39,91.0,92.0
40,89.0,93.0
41,96.0,90.0
42,95.0,92.0
43,85.0,97.0
44,88.0,91.0
45,95.0,92.0
46,72.0,92.0
47,-51.0,93.0
48,70.0,93.0
49,81.0,94.0
50,97.0,86.0
51,92.0,88.0
52,96.0,96.0
53,98.0,89.0
54,92.0,95.0
55,96.0,94.0
56,91.0,82.0
57,87.0,85.0
58,91.0,86.0
59,93.0,96.0
60,88.0,99.0
61,92.0,94.0
62,94.0,91.0
63,60.0,87.0
64,-50.0,86.0
65,79.0,93.0
66,62.0,95.0
67,91.0,97.0
68,91.0,96.0
69,92.0,91.0
70,96.0,92.0
71,90.0,89.0
72,90.0,87.0
73,88.0,93.0
74,97.0,93.0
75,90.0,95.0
76,85.0,91.0
77,-51.0,92.0
78,91.0,92.0
79,85.0,92.0
80,-40.0,94.0
81,94.0,90.0
82,95.0,84.0
83,92.0,94.0
84,91.0,90.0
85,85.0,94.0
86,90.0,91.0
87,94.0,87.0
88,88.0,90.0
89,90.0,87.0
90,91.0,88.0
91,88.0,89.0
92,98.0,98.0
93,96.0,94.0
94,91.0,89.0
95,39.0,93.0
96,92.0,94.0
97,-54.0,91.0
98,86.0,95.0
99,94.0,91.0
100,96.0,84.0
101,93.0,86.0
102,93.0,90.0
103,97.0,88.0
104,76.0,92.0
105,96.0,92.0
106,85.0,91.0
107,94.0,90.0
108,96.0,94.0
109,94.0,93.0
110,-53.0,88.0
111,-62.0,86.0
112,90.0,98.0
113,94.0,90.0
114,86.0,94.0
