episode,global_step,episode_step,true_policy,new_assumed_policy
14,106,7,chase_y,chase_y
26,208,9,chase_x,chase_x
40,310,10,chase_y,chase_y
49,406,13,chase_x,chase_x
60,508,9,chase_y,chase_y
73,606,10,chase_x,chase_x
83,707,14,chase_y,chase_y
95,806,10,chase_x,chase_x
107,908,9,chase_y,chase_y
120,1012,9,chase_x,chase_x
132,1110,10,chase_y,chase_y
144,1209,11,chase_x,chase_x
155,1306,16,chase_y,chase_y
168,1406,7,chase_x,chase_x
180,1513,14,chase_y,chase_y
191,1609,12,chase_x,chase_x
201,1707,6,chase_y,chase_y
212,1808,11,chase_x,chase_x
226,1907,11,chase_y,chase_y
241,2006,13,chase_x,chase_x
255,2107,12,chase_y,chase_y
266,2206,12,chase_x,chase_x
280,2306,13,chase_y,chase_y
291,2406,16,chase_x,chase_x
302,2507,10,chase_y,chase_y
314,2614,15,chase_x,chase_x
325,2708,9,chase_y,chase_y
335,2806,12,chase_x,chase_x
346,2913,14,chase_y,chase_y
356,3009,19,chase_x,chase_x
367,3106,7,chase_y,chase_y
381,3210,8,chase_x,chase_x
392,3309,10,chase_y,chase_y
405,3414,14,chase_x,chase_x
415,3507,13,chase_y,chase_y
428,3606,2,chase_x,chase_x
439,3711,11,chase_y,chase_y
449,3808,16,chase_x,chase_x
464,3904,7,chase_y,chase_y
476,4008,9,chase_x,chase_x
486,4105,15,chase_y,chase_y
497,4207,8,chase_x,chase_x
507,4307,10,chase_y,chase_y
521,4406,4,chase_x,chase_x
533,4512,13,chase_y,chase_y
544,4606,13,chase_x,chase_x
557,4706,9,chase_y,chase_y
567,4806,8,chase_x,chase_x
581,4911,8,chase_y,chase_y
592,5006,10,chase_x,chase_x
603,5105,9,chase_y,chase_y
615,5208,11,chase_x,chase_x
630,5307,12,chase_y,chase_y
641,5405,7,chase_x,chase_x
652,5507,9,chase_y,chase_y
663,5606,12,chase_x,chase_x
673,5707,15,chase_y,chase_y
684,5806,7,chase_x,chase_x
692,5907,13,chase_y,chase_y
704,6007,10,chase_x,chase_x
715,6105,18,chase_y,chase_y
727,6209,1,chase_x,chase_x
738,6310,16,chase_y,chase_y
750,6409,7,chase_x,chase_x
762,6516,6,chase_y,chase_y
773,6605,8,chase_x,chase_x
785,6706,10,chase_y,chase_y
796,6803,11,chase_x,chase_x
811,6906,11,chase_y,chase_y
825,7013,8,chase_x,chase_x
836,7105,9,chase_y,chase_y
846,7207,8,chase_x,chase_x
856,7308,15,chase_y,chase_y
867,7406,15,chase_x,chase_x
877,7505,10,chase_y,chase_y
888,7605,14,chase_x,chase_x
900,7710,16,chase_y,chase_y
917,7812,3,chase_x,chase_x
927,7906,8,chase_y,chase_y
936,8005,7,chase_x,chase_x
947,8106,14,chase_y,chase_y
958,8205,8,chase_x,chase_x
967,8307,8,chase_y,chase_y
982,8407,4,chase_x,chase_x
993,8506,9,chase_y,chase_y
