episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,predator_a_action,predator_b_action
6,59,9,-1.0,-9.0,chase_x,1,1
6,60,10,-1.0,-10.0,chase_x,1,3
6,61,11,-1.0,-11.0,chase_x,4,1
6,62,12,-1.0,-12.0,chase_x,4,0
6,63,13,99.0,87.0,chase_x,2,3
7,64,1,-1.0,-1.0,chase_x,2,3
7,65,2,-1.0,-2.0,chase_x,2,1
7,66,3,-1.0,-3.0,chase_x,4,4
7,67,4,-1.0,-4.0,chase_x,4,4
7,68,5,-1.0,-5.0,chase_x,2,1
7,69,6,-1.0,-6.0,chase_x,2,0
7,70,7,99.0,93.0,chase_x,2,2
8,71,1,-1.0,-1.0,chase_x,1,2
8,72,2,-1.0,-2.0,chase_x,1,4
8,73,3,-1.0,-3.0,chase_x,1,4
8,74,4,-1.0,-4.0,chase_x,1,4
8,75,5,99.0,95.0,chase_x,1,4
9,76,1,-1.0,-1.0,chase_x,1,4
9,77,2,-1.0,-2.0,chase_x,4,4
9,78,3,-1.0,-3.0,chase_x,2,4
9,79,4,-1.0,-4.0,chase_x,1,4
9,80,5,-1.0,-5.0,chase_x,1,4
9,81,6,-1.0,-6.0,chase_x,3,2
9,82,7,-1.0,-7.0,chase_x,3,2
9,83,8,-1.0,-8.0,chase_x,1,1
9,84,9,-1.0,-9.0,chase_x,3,2
9,85,10,-1.0,-10.0,chase_x,1,0
9,86,11,-1.0,-11.0,chase_x,1,0
9,87,12,-1.0,-12.0,chase_x,2,2
9,88,13,99.0,87.0,chase_x,3,3
10,89,1,-1.0,-1.0,chase_x,1,2
10,90,2,-1.0,-2.0,chase_x,1,4
10,91,3,-1.0,-3.0,chase_x,1,4
10,92,4,-1.0,-4.0,chase_x,1,2
10,93,5,-1.0,-5.0,chase_x,1,2
10,94,6,-1.0,-6.0,chase_x,1,4
10,95,7,99.0,93.0,chase_x,1,2
11,96,1,-1.0,-1.0,chase_x,1,1
11,97,2,-1.0,-2.0,chase_x,1,1
11,98,3,-1.0,-3.0,chase_x,1,4
11,99,4,-1.0,-4.0,chase_x,1,1
11,100,5,99.0,95.0,chase_y,2,1
12,101,1,-1.0,-1.0,chase_y,2,1
12,102,2,-1.0,-2.0,chase_y,2,3
12,103,3,-1.0,-3.0,chase_y,2,2
12,104,4,-1.0,-4.0,chase_y,2,3
12,105,5,-1.0,-5.0,chase_y,2,3
12,106,6,-1.0,-6.0,chase_y,2,1
12,107,7,-1.0,-7.0,chase_y,3,3
12,108,8,-1.0,-8.0,chase_y,2,2
12,109,9,-1.0,-9.0,chase_y,1,3
12,110,10,-1.0,-10.0,chase_y,1,3
12,111,11,-1.0,-11.0,chase_y,4,1
12,112,12,-1.0,-12.0,chase_y,2,0
12,113,13,99.0,87.0,chase_y,3,1
13,114,1,-1.0,-1.0,chase_y,3,4
13,115,2,-1.0,-2.0,chase_y,3,4
13,116,3,-1.0,-3.0,chase_y,1,4
13,117,4,-1.0,-4.0,chase_y,3,0
13,118,5,-1.0,-5.0,chase_y,1,0
13,119,6,-1.0,-6.0,chase_y,3,2
13,120,7,-1.0,-7.0,chase_y,3,0
13,121,8,99.0,92.0,chase_y,3,2
14,122,1,-1.0,-1.0,chase_y,2,4
14,123,2,-1.0,-2.0,chase_y,2,4
14,124,3,-1.0,-3.0,chase_y,2,4
14,125,4,-1.0,-4.0,chase_y,2,4
14,126,5,-1.0,-5.0,chase_y,3,2
14,127,6,-1.0,-6.0,chase_y,3,4
14,128,7,-1.0,-7.0,chase_y,2,2
14,129,8,-1.0,-8.0,chase_y,3,2
14,130,9,-1.0,-9.0,chase_y,3,4
14,131,10,-1.0,-10.0,chase_y,3,2
14,132,11,99.0,89.0,chase_y,3,3
15,133,1,-1.0,-1.0,chase_y,3,3
15,134,2,-1.0,-2.0,chase_y,3,3
15,135,3,-1.0,-3.0,chase_y,3,3
15,136,4,-1.0,-4.0,chase_y,3,3
15,137,5,-1.0,-5.0,chase_y,3,3
15,138,6,-1.0,-6.0,chase_y,1,3
15,139,7,-1.0,-7.0,chase_y,1,1
15,140,8,-1.0,-8.0,chase_y,1,1
15,141,9,-1.0,-9.0,chase_y,1,1
15,142,10,-1.0,-10.0,chase_y,4,1
15,143,11,-1.0,-11.0,chase_y,4,1
15,144,12,99.0,88.0,chase_y,4,1
16,145,1,-1.0,-1.0,chase_y,2,4
16,146,2,-1.0,-2.0,chase_y,2,4
16,147,3,-1.0,-3.0,chase_y,2,4
16,148,4,-1.0,-4.0,chase_y,2,4
16,149,5,-1.0,-5.0,chase_y,2,4
16,150,6,-1.0,-6.0,chase_y,3,4
16,151,7,-1.0,-7.0,chase_y,3,4
16,152,8,-1.0,-8.0,chase_y,3,1
16,153,9,-1.0,-9.0,chase_y,3,4
16,154,10,-1.0,-10.0,chase_y,2,1
16,155,11,99.0,89.0,chase_y,3,1
17,156,1,-1.0,-1.0,chase_y,4,4
17,157,2,-1.0,-2.0,chase_y,1,4
17,158,3,-1.0,-3.0,chase_y,4,2
17,159,4,-1.0,-4.0,chase_y,1,4
17,160,5,-1.0,-5.0,chase_y,3,2
17,161,6,-1.0,-6.0,chase_y,4,4
17,162,7,-1.0,-7.0,chase_y,2,2
17,163,8,-1.0,-8.0,chase_y,1,4
17,164,9,-1.0,-9.0,chase_y,3,3
17,165,10,-1.0,-10.0,chase_y,1,3
17,166,11,-1.0,-11.0,chase_y,4,4
17,167,12,99.0,88.0,chase_y,1,0
18,168,1,-1.0,-1.0,chase_y,3,3
18,169,2,-1.0,-2.0,chase_y,3,2
18,170,3,-1.0,-3.0,chase_y,3,3
18,171,4,-1.0,-4.0,chase_y,3,2
18,172,5,-1.0,-5.0,chase_y,2,2
18,173,6,-1.0,-6.0,chase_y,3,3
18,174,7,-1.0,-7.0,chase_y,2,4
18,175,8,99.0,92.0,chase_y,2,2
19,176,1,-1.0,-1.0,chase_y,2,2
19,177,2,-1.0,-2.0,chase_y,4,2
19,178,3,-1.0,-3.0,chase_y,2,3
19,179,4,-2.0,-5.0,chase_y,4,3
19,180,5,-1.0,-6.0,chase_y,4,3
19,181,6,-1.0,-7.0,chase_y,2,2
19,182,7,99.0,92.0,chase_y,4,0
20,183,1,-1.0,-1.0,chase_y,1,1
20,184,2,-1.0,-2.0,chase_y,1,1
20,185,3,-1.0,-3.0,chase_y,2,3
20,186,4,-1.0,-4.0,chase_y,4,1
20,187,5,-1.0,-5.0,chase_y,4,1
20,188,6,-1.0,-6.0,chase_y,3,1
20,189,7,-1.0,-7.0,chase_y,2,3
20,190,8,-1.0,-8.0,chase_y,3,1
20,191,9,-1.0,-9.0,chase_y,4,1
20,192,10,-1.0,-10.0,chase_y,3,1
20,193,11,99.0,89.0,chase_y,2,3
21,194,1,-1.0,-1.0,chase_y,2,3
21,195,2,-1.0,-2.0,chase_y,2,3
21,196,3,-1.0,-3.0,chase_y,2,3
21,197,4,99.0,96.0,chase_y,2,2
22,198,1,-1.0,-1.0,chase_y,4,2
22,199,2,-1.0,-2.0,chase_y,1,2
22,200,3,-1.0,-3.0,chase_x,3,1
22,201,4,-1.0,-4.0,chase_x,1,4
22,202,5,-1.0,-5.0,chase_x,3,1
22,203,6,-1.0,-6.0,chase_x,2,4
22,204,7,-1.0,-7.0,chase_x,3,1
22,205,8,-1.0,-8.0,chase_x,2,1
22,206,9,-1.0,-9.0,chase_x,2,4
22,207,10,99.0,90.0,chase_x,3,1
23,208,1,-1.0,-1.0,chase_x,1,3
23,209,2,-1.0,-2.0,chase_x,1,3
23,210,3,-1.0,-3.0,chase_x,1,3
23,211,4,-1.0,-4.0,chase_x,1,3
23,212,5,-1.0,-5.0,chase_x,1,3
23,213,6,99.0,94.0,chase_x,1,3
24,214,1,-1.0,-1.0,chase_x,2,3
24,215,2,-1.0,-2.0,chase_x,2,2
24,216,3,-1.0,-3.0,chase_x,2,3
24,217,4,-1.0,-4.0,chase_x,2,4
24,218,5,-1.0,-5.0,chase_x,3,3
24,219,6,99.0,94.0,chase_x,3,2
25,220,1,-1.0,-1.0,chase_x,2,3
25,221,2,-1.0,-2.0,chase_x,2,3
25,222,3,-1.0,-3.0,chase_x,2,2
25,223,4,-1.0,-4.0,chase_x,2,2
25,224,5,-1.0,-5.0,chase_x,2,2
25,225,6,99.0,94.0,chase_x,2,2
26,226,1,-1.0,-1.0,chase_x,1,1
26,227,2,-2.0,-3.0,chase_x,1,4
26,228,3,-1.0,-4.0,chase_x,1,4
26,229,4,-1.0,-5.0,chase_x,1,1
26,230,5,-1.0,-6.0,chase_x,2,1
26,231,6,-1.0,-7.0,chase_x,1,4
26,232,7,-1.0,-8.0,chase_x,3,1
26,233,8,-1.0,-9.0,chase_x,2,4
26,234,9,-1.0,-10.0,chase_x,3,1
26,235,10,-1.0,-11.0,chase_x,3,4
26,236,11,99.0,88.0,chase_x,3,3
27,237,1,-1.0,-1.0,chase_x,2,3
27,238,2,-1.0,-2.0,chase_x,2,1
27,239,3,-1.0,-3.0,chase_x,3,3
27,240,4,-1.0,-4.0,chase_x,2,3
27,241,5,-1.0,-5.0,chase_x,2,2
27,242,6,99.0,94.0,chase_x,4,2
28,243,1,-1.0,-1.0,chase_x,1,1
28,244,2,-1.0,-2.0,chase_x,3,1
28,245,3,-1.0,-3.0,chase_x,2,1
28,246,4,-1.0,-4.0,chase_x,4,4
28,247,5,-1.0,-5.0,chase_x,3,1
28,248,6,-1.0,-6.0,chase_x,0,4
28,249,7,-1.0,-7.0,chase_x,3,1
28,250,8,-1.0,-8.0,chase_x,3,1
28,251,9,-1.0,-9.0,chase_x,2,3
28,252,10,-1.0,-10.0,chase_x,3,0
28,253,11,-1.0,-11.0,chase_x,4,2
28,254,12,-1.0,-12.0,chase_x,3,3
28,255,13,99.0,87.0,chase_x,1,1
29,256,1,-1.0,-1.0,chase_x,2,2
29,257,2,-1.0,-2.0,chase_x,2,2
29,258,3,-1.0,-3.0,chase_x,2,2
29,259,4,-1.0,-4.0,chase_x,3,0
29,260,5,-1.0,-5.0,chase_x,3,3
29,261,6,-1.0,-6.0,chase_x,2,1
29,262,7,-1.0,-7.0,chase_x,3,2
29,263,8,-1.0,-8.0,chase_x,2,4
29,264,9,-1.0,-9.0,chase_x,1,0
29,265,10,-1.0,-10.0,chase_x,4,1
29,266,11,99.0,89.0,chase_x,4,4
30,267,1,-1.0,-1.0,chase_x,2,2
30,268,2,-1.0,-2.0,chase_x,2,2
30,269,3,-1.0,-3.0,chase_x,2,2
30,270,4,-1.0,-4.0,chase_x,3,2
30,271,5,99.0,95.0,chase_x,1,3
31,272,1,-1.0,-1.0,chase_x,2,4
31,273,2,-1.0,-2.0,chase_x,2,2
31,274,3,-1.0,-3.0,chase_x,3,2
31,275,4,-1.0,-4.0,chase_x,1,4
31,276,5,-1.0,-5.0,chase_x,3,0
31,277,6,-1.0,-6.0,chase_x,2,4
31,278,7,99.0,93.0,chase_x,3,1
32,279,1,-1.0,-1.0,chase_x,4,4
32,280,2,-1.0,-2.0,chase_x,4,4
32,281,3,-1.0,-3.0,chase_x,4,4
32,282,4,-1.0,-4.0,chase_x,4,4
32,283,5,-1.0,-5.0,chase_x,2,4
32,284,6,99.0,94.0,chase_x,2,4
33,285,1,-1.0,-1.0,chase_x,2,4
33,286,2,-1.0,-2.0,chase_x,2,2
33,287,3,-1.0,-3.0,chase_x,2,4
33,288,4,-1.0,-4.0,chase_x,2,4
33,289,5,-1.0,-5.0,chase_x,3,2
33,290,6,-1.0,-6.0,chase_x,3,2
33,291,7,99.0,93.0,chase_x,3,2
34,292,1,-1.0,-1.0,chase_x,4,4
34,293,2,99.0,98.0,chase_x,4,4
35,294,1,-1.0,-1.0,chase_x,3,1
35,295,2,-1.0,-2.0,chase_x,3,3
35,296,3,-1.0,-3.0,chase_x,2,1
35,297,4,-1.0,-4.0,chase_x,2,3
35,298,5,-1.0,-5.0,chase_x,2,4
35,299,6,-2.0,-7.0,chase_x,3,2
35,300,7,-1.0,-8.0,chase_y,2,3
35,301,8,-1.0,-9.0,chase_y,4,1
35,302,9,-1.0,-10.0,chase_y,4,0
35,303,10,-1.0,-11.0,chase_y,4,4
35,304,11,99.0,88.0,chase_y,1,4
36,305,1,-1.0,-1.0,chase_y,3,1
36,306,2,-1.0,-2.0,chase_y,3,1
36,307,3,-1.0,-3.0,chase_y,3,1
36,308,4,-1.0,-4.0,chase_y,3,1
36,309,5,-1.0,-5.0,chase_y,3,2
36,310,6,98.0,93.0,chase_y,1,3
37,311,1,-2.0,-2.0,chase_y,1,4
37,312,2,-2.0,-4.0,chase_y,1,1
37,313,3,-2.0,-6.0,chase_y,1,1
37,314,4,-1.0,-7.0,chase_y,1,4
37,315,5,-1.0,-8.0,chase_y,1,4
37,316,6,-1.0,-9.0,chase_y,1,1
37,317,7,-1.0,-10.0,chase_y,2,2
37,318,8,99.0,89.0,chase_y,2,3
38,319,1,-1.0,-1.0,chase_y,4,4
38,320,2,-1.0,-2.0,chase_y,4,4
38,321,3,-1.0,-3.0,chase_y,4,2
38,322,4,-1.0,-4.0,chase_y,4,4
38,323,5,-1.0,-5.0,chase_y,2,4
38,324,6,-1.0,-6.0,chase_y,1,4
38,325,7,-1.0,-7.0,chase_y,1,2
38,326,8,-1.0,-8.0,chase_y,3,4
38,327,9,-1.0,-9.0,chase_y,1,4
38,328,10,-1.0,-10.0,chase_y,3,2
38,329,11,-1.0,-11.0,chase_y,3,3
38,330,12,99.0,88.0,chase_y,1,2
39,331,1,-1.0,-1.0,chase_y,1,2
39,332,2,-1.0,-2.0,chase_y,3,3
39,333,3,99.0,97.0,chase_y,3,3
40,334,1,-1.0,-1.0,chase_y,1,1
40,335,2,-1.0,-2.0,chase_y,1,1
40,336,3,-1.0,-3.0,chase_y,1,1
40,337,4,-1.0,-4.0,chase_y,3,1
40,338,5,-1.0,-5.0,chase_y,3,1
40,339,6,-1.0,-6.0,chase_y,3,3
40,340,7,-1.0,-7.0,chase_y,2,3
40,341,8,-1.0,-8.0,chase_y,2,3
40,342,9,-1.0,-9.0,chase_y,1,1
40,343,10,-1.0,-10.0,chase_y,4,1
40,344,11,-1.0,-11.0,chase_y,4,0
40,345,12,99.0,88.0,chase_y,2,2
41,346,1,-1.0,-1.0,chase_y,4,4
41,347,2,-1.0,-2.0,chase_y,4,4
41,348,3,-1.0,-3.0,chase_y,2,2
41,349,4,-1.0,-4.0,chase_y,4,4
41,350,5,-1.0,-5.0,chase_y,3,2
41,351,6,99.0,94.0,chase_y,3,3
42,352,1,-1.0,-1.0,chase_y,4,2
42,353,2,-1.0,-2.0,chase_y,4,2
42,354,3,-1.0,-3.0,chase_y,4,2
42,355,4,-1.0,-4.0,chase_y,4,2
42,356,5,-1.0,-5.0,chase_y,1,2
42,357,6,-1.0,-6.0,chase_y,1,2
42,358,7,-1.0,-7.0,chase_y,1,2
42,359,8,-1.0,-8.0,chase_y,1,4
42,360,9,-1.0,-9.0,chase_y,1,2
42,361,10,-1.0,-10.0,chase_y,1,3
42,362,11,99.0,89.0,chase_y,4,3
43,363,1,-1.0,-1.0,chase_y,2,2
43,364,2,-1.0,-2.0,chase_y,2,2
43,365,3,-1.0,-3.0,chase_y,2,2
43,366,4,-1.0,-4.0,chase_y,2,2
43,367,5,-1.0,-5.0,chase_y,4,2
43,368,6,-1.0,-6.0,chase_y,2,2
43,369,7,-1.0,-7.0,chase_y,2,2
43,370,8,-1.0,-8.0,chase_y,3,2
43,371,9,-1.0,-9.0,chase_y,2,3
43,372,10,99.0,90.0,chase_y,4,2
44,373,1,-1.0,-1.0,chase_y,1,1
44,374,2,-1.0,-2.0,chase_y,4,1
44,375,3,-1.0,-3.0,chase_y,2,3
44,376,4,99.0,96.0,chase_y,1,3
45,377,1,-1.0,-1.0,chase_y,2,1
45,378,2,-1.0,-2.0,chase_y,2,4
45,379,3,-1.0,-3.0,chase_y,3,1
45,380,4,-1.0,-4.0,chase_y,2,2
45,381,5,-1.0,-5.0,chase_y,2,1
45,382,6,-1.0,-6.0,chase_y,3,0
45,383,7,99.0,93.0,chase_y,2,1
46,384,1,-1.0,-1.0,chase_y,2,2
46,385,2,-1.0,-2.0,chase_y,2,4
46,386,3,-1.0,-3.0,chase_y,2,0
46,387,4,-1.0,-4.0,chase_y,4,4
46,388,5,-1.0,-5.0,chase_y,4,4
46,389,6,-1.0,-6.0,chase_y,2,0
46,390,7,-1.0,-7.0,chase_y,2,0
46,391,8,99.0,92.0,chase_y,4,1
47,392,1,-1.0,-1.0,chase_y,4,2
47,393,2,-1.0,-2.0,chase_y,4,4
47,394,3,-1.0,-3.0,chase_y,4,4
47,395,4,-1.0,-4.0,chase_y,4,2
47,396,5,-1.0,-5.0,chase_y,4,4
47,397,6,-1.0,-6.0,chase_y,4,2
47,398,7,-1.0,-7.0,chase_y,1,4
47,399,8,-1.0,-8.0,chase_y,1,3
47,400,9,-1.0,-9.0,chase_x,4,4
47,401,10,-1.0,-10.0,chase_x,1,4
47,402,11,-1.0,-11.0,chase_x,3,0
47,403,12,-1.0,-12.0,chase_x,3,3
47,404,13,99.0,87.0,chase_x,1,1
48,405,1,-1.0,-1.0,chase_x,1,1
48,406,2,-1.0,-2.0,chase_x,4,1
48,407,3,-1.0,-3.0,chase_x,1,1
48,408,4,-1.0,-4.0,chase_x,4,4
48,409,5,-1.0,-5.0,chase_x,1,4
48,410,6,-1.0,-6.0,chase_x,1,1
48,411,7,-1.0,-7.0,chase_x,3,1
48,412,8,-1.0,-8.0,chase_x,2,4
48,413,9,-1.0,-9.0,chase_x,2,4
48,414,10,-1.0,-10.0,chase_x,3,1
48,415,11,-1.0,-11.0,chase_x,3,1
48,416,12,-1.0,-12.0,chase_x,2,4
48,417,13,-1.0,-13.0,chase_x,2,4
48,418,14,-1.0,-14.0,chase_x,4,1
48,419,15,-1.0,-15.0,chase_x,3,3
48,420,16,99.0,84.0,chase_x,4,4
49,421,1,-1.0,-1.0,chase_x,2,3
49,422,2,-1.0,-2.0,chase_x,3,3
49,423,3,-1.0,-3.0,chase_x,2,4
49,424,4,99.0,96.0,chase_x,4,1
50,425,1,-1.0,-1.0,chase_x,1,3
50,426,2,-1.0,-2.0,chase_x,1,2
50,427,3,-1.0,-3.0,chase_x,1,2
50,428,4,-1.0,-4.0,chase_x,3,3
50,429,5,-1.0,-5.0,chase_x,1,3
50,430,6,-1.0,-6.0,chase_x,4,1
50,431,7,99.0,93.0,chase_x,2,2
51,432,1,-1.0,-1.0,chase_x,2,1
51,433,2,-1.0,-2.0,chase_x,2,1
51,434,3,-1.0,-3.0,chase_x,2,1
51,435,4,-1.0,-4.0,chase_x,2,1
51,436,5,-1.0,-5.0,chase_x,2,4
51,437,6,-1.0,-6.0,chase_x,2,4
51,438,7,-1.0,-7.0,chase_x,4,4
51,439,8,-1.0,-8.0,chase_x,2,0
51,440,9,99.0,91.0,chase_x,4,0
52,441,1,-1.0,-1.0,chase_x,2,2
52,442,2,-1.0,-2.0,chase_x,2,2
52,443,3,-1.0,-3.0,chase_x,2,4
52,444,4,-1.0,-4.0,chase_x,2,4
52,445,5,-1.0,-5.0,chase_x,2,4
52,446,6,-1.0,-6.0,chase_x,2,2
52,447,7,-1.0,-7.0,chase_x,2,1
52,448,8,-1.0,-8.0,chase_x,4,0
52,449,9,-1.0,-9.0,chase_x,1,1
52,450,10,-1.0,-10.0,chase_x,4,1
52,451,11,-1.0,-11.0,chase_x,2,2
52,452,12,-1.0,-12.0,chase_x,4,4
52,453,13,-1.0,-13.0,chase_x,3,3
52,454,14,-1.0,-14.0,chase_x,2,1
52,455,15,99.0,85.0,chase_x,2,2
53,456,1,-1.0,-1.0,chase_x,2,2
53,457,2,-1.0,-2.0,chase_x,4,4
53,458,3,-1.0,-3.0,chase_x,2,2
53,459,4,-1.0,-4.0,chase_x,2,2
53,460,5,-1.0,-5.0,chase_x,2,4
53,461,6,-1.0,-6.0,chase_x,2,2
53,462,7,-1.0,-7.0,chase_x,4,4
53,463,8,-1.0,-8.0,chase_x,2,4
53,464,9,-1.0,-9.0,chase_x,2,2
53,465,10,-1.0,-10.0,chase_x,4,4
53,466,11,-1.0,-11.0,chase_x,2,2
53,467,12,-1.0,-12.0,chase_x,1,4
53,468,13,-1.0,-13.0,chase_x,2,4
53,469,14,99.0,86.0,chase_x,2,2
54,470,1,-1.0,-1.0,chase_x,3,3
54,471,2,-1.0,-2.0,chase_x,2,2
54,472,3,-1.0,-3.0,chase_x,3,0
54,473,4,99.0,96.0,chase_x,2,2
55,474,1,-1.0,-1.0,chase_x,1,1
55,475,2,-1.0,-2.0,chase_x,1,1
55,476,3,-1.0,-3.0,chase_x,4,1
55,477,4,-1.0,-4.0,chase_x,4,1
55,478,5,-1.0,-5.0,chase_x,4,1
55,479,6,-1.0,-6.0,chase_x,1,1
55,480,7,-1.0,-7.0,chase_x,4,1
55,481,8,99.0,92.0,chase_x,2,1
56,482,1,-1.0,-1.0,chase_x,1,3
56,483,2,-1.0,-2.0,chase_x,1,3
56,484,3,-1.0,-3.0,chase_x,1,3
56,485,4,-1.0,-4.0,chase_x,1,1
56,486,5,-1.0,-5.0,chase_x,3,1
56,487,6,-1.0,-6.0,chase_x,1,3
56,488,7,-1.0,-7.0,chase_x,1,1
56,489,8,-1.0,-8.0,chase_x,2,3
56,490,9,99.0,91.0,chase_x,4,1
57,491,1,-1.0,-1.0,chase_x,1,4
57,492,2,-1.0,-2.0,chase_x,1,4
57,493,3,-1.0,-3.0,chase_x,1,4
57,494,4,-1.0,-4.0,chase_x,3,2
57,495,5,-1.0,-5.0,chase_x,4,4
57,496,6,-1.0,-6.0,chase_x,4,2
57,497,7,-1.0,-7.0,chase_x,3,2
57,498,8,-1.0,-8.0,chase_x,1,3
57,499,9,99.0,91.0,chase_x,3,2
58,500,1,-1.0,-1.0,chase_y,3,2
58,501,2,-1.0,-2.0,chase_y,3,2
58,502,3,-1.0,-3.0,chase_y,3,2
58,503,4,-1.0,-4.0,chase_y,3,2
58,504,5,-1.0,-5.0,chase_y,3,0
58,505,6,-1.0,-6.0,chase_y,1,1
58,506,7,99.0,93.0,chase_y,3,2
59,507,1,-1.0,-1.0,chase_y,2,3
59,508,2,-1.0,-2.0,chase_y,4,3
59,509,3,-1.0,-3.0,chase_y,4,3
59,510,4,-1.0,-4.0,chase_y,4,3
59,511,5,-1.0,-5.0,chase_y,4,3
59,512,6,-1.0,-6.0,chase_y,4,1
59,513,7,-1.0,-7.0,chase_y,4,3
59,514,8,-1.0,-8.0,chase_y,2,1
59,515,9,99.0,91.0,chase_y,2,3
60,516,1,-1.0,-1.0,chase_y,1,1
60,517,2,-1.0,-2.0,chase_y,3,1
60,518,3,-1.0,-3.0,chase_y,3,1
60,519,4,-1.0,-4.0,chase_y,1,1
60,520,5,-1.0,-5.0,chase_y,2,1
60,521,6,-1.0,-6.0,chase_y,3,1
60,522,7,-1.0,-7.0,chase_y,2,1
60,523,8,-1.0,-8.0,chase_y,2,3
60,524,9,-1.0,-9.0,chase_y,4,1
60,525,10,-1.0,-10.0,chase_y,4,4
60,526,11,99.0,89.0,chase_y,2,1
61,527,1,-1.0,-1.0,chase_y,3,3
61,528,2,-1.0,-2.0,chase_y,3,1
61,529,3,-1.0,-3.0,chase_y,3,1
61,530,4,-1.0,-4.0,chase_y,3,3
61,531,5,-1.0,-5.0,chase_y,3,1
61,532,6,-1.0,-6.0,chase_y,3,1
61,533,7,-1.0,-7.0,chase_y,3,3
61,534,8,-1.0,-8.0,chase_y,3,3
61,535,9,-1.0,-9.0,chase_y,4,3
61,536,10,-1.0,-10.0,chase_y,4,3
61,537,11,-1.0,-11.0,chase_y,4,1
61,538,12,-1.0,-12.0,chase_y,4,4
61,539,13,99.0,87.0,chase_y,4,4
62,540,1,-1.0,-1.0,chase_y,1,3
62,541,2,-1.0,-2.0,chase_y,1,1
62,542,3,-1.0,-3.0,chase_y,4,1
62,543,4,-1.0,-4.0,chase_y,4,1
62,544,5,-1.0,-5.0,chase_y,2,1
62,545,6,-1.0,-6.0,chase_y,4,3
62,546,7,99.0,93.0,chase_y,2,3
63,547,1,-1.0,-1.0,chase_y,4,1
63,548,2,-1.0,-2.0,chase_y,4,4
63,549,3,-1.0,-3.0,chase_y,4,1
63,550,4,-1.0,-4.0,chase_y,4,4
63,551,5,-1.0,-5.0,chase_y,4,1
63,552,6,-1.0,-6.0,chase_y,3,3
63,553,7,-1.0,-7.0,chase_y,2,4
63,554,8,-1.0,-8.0,chase_y,1,3
63,555,9,99.0,91.0,chase_y,4,2
64,556,1,-1.0,-1.0,chase_y,4,2
64,557,2,-1.0,-2.0,chase_y,4,2
64,558,3,-1.0,-3.0,chase_y,2,4
64,559,4,-1.0,-4.0,chase_y,2,3
64,560,5,99.0,95.0,chase_y,4,0
65,561,1,-1.0,-1.0,chase_y,1,1
