episode,ops_episode_len,ops_episode_reward,ops_winner,ops_reason,ops_final_intruder_policy,baseline_episode_len,baseline_winner,baseline_reason,baseline_episode_reward,ops_interceptor_win,baseline_interceptor_win
0,5,-120.69102771520616,intruder,entered_big_circle,direct,5,intruder,entered_big_circle,-120.69861574411392,False,False
1,10,-121.24798074185848,intruder,entered_big_circle,direct,10,intruder,entered_big_circle,-121.38326696872711,False,False
2,16,-123.11780908107758,intruder,entered_big_circle,direct,16,intruder,entered_big_circle,-123.50365498065949,False,False
3,11,-121.5465029668808,intruder,entered_big_circle,direct,11,intruder,entered_big_circle,-121.46402185082435,False,False
4,30,-125.9848046541214,intruder,entered_big_circle,direct,30,intruder,entered_big_circle,-125.55075081586838,False,False
5,30,-123.1995821326971,intruder,entered_big_circle,direct,30,intruder,entered_big_circle,-125.07319914102554,False,False
6,5,-120.4903486776352,intruder,entered_big_circle,direct,5,intruder,entered_big_circle,-120.46710888624192,False,False
7,13,-121.75623933672904,intruder,entered_big_circle,direct,13,intruder,entered_big_circle,-121.76067928671837,False,False
8,16,-122.5464706134796,intruder,entered_big_circle,direct,16,intruder,entered_big_circle,-122.78190991401672,False,False
9,18,-122.36945251703264,intruder,entered_big_circle,direct,18,intruder,entered_big_circle,-122.46794920742512,False,False
10,65,94.0332783895731,interceptor,intercepted_before_small_circle,detour,300,intruder,active_collision,-265.89899490743875,True,False
11,28,98.78329827666283,interceptor,intercepted_before_small_circle,detour,26,intruder,entered_big_circle,-122.13270618081093,True,False
12,34,98.3600525212288,interceptor,intercepted_before_small_circle,detour,6,intruder,entered_big_circle,-120.55114822685718,True,False
13,37,96.92065062761309,interceptor,intercepted_before_small_circle,detour,8,intruder,entered_big_circle,-121.378261936903,True,False
14,51,-221.66487286016343,intruder,active_collision,attack,20,intruder,entered_big_circle,-124.38640616536141,False,False
15,47,-221.69061737701296,intruder,active_collision,attack,13,intruder,entered_big_circle,-122.13947638630867,False,False
16,42,-220.5707890827954,intruder,active_collision,attack,21,intruder,entered_big_circle,-123.01057997107506,False,False
17,22,-121.89797818303109,intruder,entered_big_circle,direct,18,intruder,entered_big_circle,-123.39772610902786,False,False
18,28,-122.78702787518502,intruder,entered_big_circle,direct,28,intruder,entered_big_circle,-126.76428318977356,False,False
19,23,-122.54294235885143,intruder,entered_big_circle,direct,23,intruder,entered_big_circle,-124.55360126376152,False,False
20,17,-122.40565158843994,intruder,entered_big_circle,direct,17,intruder,entered_big_circle,-123.1836773943901,False,False
21,18,-122.22446059823037,intruder,entered_big_circle,direct,289,intruder,active_collision,-291.0205527423322,False,False
22,10,-121.1490631210804,intruder,entered_big_circle,direct,37,intruder,entered_big_circle,-124.65337396264076,False,False
23,14,-122.27166908979416,intruder,entered_big_circle,direct,14,intruder,entered_big_circle,-122.95094972848892,False,False
24,12,-121.1350644916296,intruder,entered_big_circle,direct,12,intruder,entered_big_circle,-121.2155246526003,False,False
25,30,-123.46035666048527,intruder,entered_big_circle,direct,30,intruder,entered_big_circle,-126.1932454931736,False,False
26,43,95.99278218835592,interceptor,intercepted_before_small_circle,detour,9,intruder,entered_big_circle,-121.66831935167312,True,False
27,42,96.57433113992214,interceptor,intercepted_before_small_circle,detour,18,intruder,entered_big_circle,-123.6953829240799,True,False
28,51,95.32079853266478,interceptor,intercepted_before_small_circle,detour,22,intruder,entered_big_circle,-125.16512101531029,True,False
29,56,-223.72089217826723,intruder,active_collision,attack,25,intruder,entered_big_circle,-127.34990703463555,False,False
30,76,-220.3600940437615,intruder,active_collision,attack,16,intruder,entered_big_circle,-122.194938904047,False,False
31,60,-121.13482116281986,intruder,entered_big_circle,direct,296,intruder,active_collision,-284.67814816176895,False,False
32,30,-123.96786746144296,intruder,entered_big_circle,direct,38,intruder,entered_big_circle,-127.79053936481476,False,False
33,8,-120.96469720244409,intruder,entered_big_circle,direct,8,intruder,entered_big_circle,-121.16737308144569,False,False
34,27,-122.59968429267408,intruder,entered_big_circle,direct,27,intruder,entered_big_circle,-125.8990672326088,False,False
35,22,-122.45454302966594,intruder,entered_big_circle,direct,22,intruder,entered_big_circle,-124.34820046067237,False,False
36,21,-121.96722525656224,intruder,entered_big_circle,direct,21,intruder,entered_big_circle,-124.31379182934761,False,False
37,8,-120.85567011833191,intruder,entered_big_circle,direct,8,intruder,entered_big_circle,-121.11200755238534,False,False
38,6,-120.82678278684617,intruder,entered_big_circle,direct,6,intruder,entered_big_circle,-120.88749068379403,False,False
39,23,-122.83694602251052,intruder,entered_big_circle,direct,23,intruder,entered_big_circle,-124.45122743844986,False,False
40,85,97.30957023456692,interceptor,intercepted_before_small_circle,detour,31,intruder,entered_big_circle,-126.75014329075813,True,False
41,51,97.38338240757584,interceptor,intercepted_before_small_circle,detour,238,intruder,active_collision,-231.25985463097692,True,False
42,36,97.18639941364526,interceptor,intercepted_before_small_circle,detour,96,intruder,entered_big_circle,-130.86344777226446,True,False
43,59,-222.01186025604605,intruder,active_collision,attack,31,intruder,entered_big_circle,-126.91173180818558,False,False
