episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,96.0,88.0
5,89.0,91.0
6,88.0,87.0
7,99.0,93.0
8,94.0,95.0
9,89.0,87.0
10,89.0,93.0
11,94.0,95.0
12,97.0,87.0
13,94.0,92.0
14,93.0,89.0
15,98.0,88.0
16,61.0,89.0
17,93.0,88.0
18,-68.0,92.0
19,70.0,92.0
20,82.0,89.0
21,97.0,96.0
22,93.0,88.0
23,94.0,88.0
24,96.0,87.0
25,91.0,85.0
26,88.0,92.0
27,91.0,93.0
28,89.0,88.0
29,94.0,90.0
30,-66.0,95.0
31,-62.0,94.0
32,67.0,91.0
33,89.0,92.0
34,98.0,93.0
35,76.0,95.0
36,95.0,92.0
37,90.0,89.0
38,93.0,91.0
39,86.0,92.0
40,90.0,88.0
41,88.0,85.0
42,-59.0,96.0
43,94.0,96.0
44,-56.0,91.0
45,92.0,98.0
46,80.0,86.0
47,90.0,94.0
48,90.0,91.0
49,88.0,96.0
50,75.0,95.0
51,88.0,92.0
52,88.0,92.0
53,94.0,89.0
54,97.0,92.0
55,90.0,98.0
56,96.0,90.0
57,89.0,88.0
58,97.0,97.0
59,93.0,85.0
60,91.0,93.0
61,95.0,92.0
62,93.0,96.0
63,95.0,96.0
64,-71.0,82.0
65,86.0,88.0
66,83.0,93.0
67,88.0,84.0
68,94.0,93.0
69,95.0,95.0
70,92.0,87.0
71,94.0,89.0
72,91.0,85.0
73,92.0,94.0
74,93.0,93.0
75,91.0,93.0
76,92.0,96.0
77,90.0,90.0
78,-49.0,92.0
79,84.0,94.0
80,95.0,96.0
81,77.0,96.0
82,84.0,94.0
83,90.0,90.0
84,86.0,89.0
85,92.0,93.0
86,86.0,88.0
87,97.0,93.0
88,89.0,97.0
89,93.0,86.0
90,95.0,95.0
91,84.0,98.0
92,98.0,86.0
93,89.0,93.0
94,90.0,96.0
95,92.0,92.0
96,92.0,90.0
97,-64.0,93.0
98,-48.0,87.0
99,92.0,92.0
100,94.0,96.0
101,97.0,84.0
102,97.0,84.0
103,80.0,94.0
104,90.0,75.0
105,97.0,87.0
106,95.0,86.0
107,88.0,96.0
108,93.0,93.0
109,93.0,90.0
110,94.0,89.0
111,91.0,85.0
112,44.0,90.0
113,94.0,83.0
114,82.0,91.0
115,-53.0,86.0
116,91.0,95.0
117,93.0,94.0
118,91.0,92.0
119,96.0,89.0
120,91.0,87.0
121,89.0,92.0
122,97.0,95.0
123,92.0,87.0
124,93.0,96.0
125,99.0,92.0
126,92.0,93.0
127,89.0,96.0
128,91.0,94.0
129,57.0,92.0
130,95.0,93.0
131,-62.0,89.0
132,79.0,95.0
133,91.0,92.0
134,88.0,93.0
135,96.0,93.0
136,95.0,98.0
137,88.0,95.0
138,89.0,83.0
139,91.0,87.0
140,85.0,98.0
141,95.0,85.0
142,94.0,95.0
143,91.0,91.0
144,93.0,92.0
145,92.0,93.0
146,96.0,88.0
147,86.0,92.0
148,90.0,88.0
149,-62.0,90.0
150,91.0,92.0
151,51.0,91.0
152,93.0,88.0
153,90.0,91.0
154,89.0,94.0
155,90.0,88.0
156,96.0,97.0
157,82.0,84.0
158,92.0,92.0
159,95.0,89.0
160,91.0,88.0
161,80.0,91.0
162,84.0,86.0
163,96.0,86.0
164,66.0,90.0
165,54.0,92.0
166,91.0,96.0
167,94.0,91.0
168,89.0,92.0
169,99.0,92.0
170,95.0,93.0
171,98.0,95.0
172,88.0,86.0
173,96.0,93.0
174,96.0,91.0
175,95.0,87.0
176,94.0,92.0
177,94.0,84.0
178,98.0,94.0
