episode,global_step,episode_step,true_policy,new_assumed_policy
14,112,5,chase_y,chase_y
25,205,3,chase_x,chase_x
38,304,14,chase_y,chase_y
52,406,1,chase_x,chase_x
66,502,5,chase_y,chase_y
78,604,11,chase_x,chase_x
89,705,7,chase_y,chase_y
100,804,8,chase_x,chase_x
110,903,9,chase_y,chase_y
122,1004,8,chase_x,chase_x
134,1105,6,chase_y,chase_y
150,1211,7,chase_x,chase_x
163,1304,6,chase_y,chase_y
174,1404,11,chase_x,chase_x
186,1503,9,chase_y,chase_y
197,1608,12,chase_x,chase_x
210,1704,18,chase_y,chase_y
221,1803,7,chase_x,chase_x
234,1904,6,chase_y,chase_y
246,2004,5,chase_x,chase_x
258,2104,5,chase_y,chase_x
258,2107,8,chase_y,chase_y
270,2204,9,chase_x,chase_x
282,2307,8,chase_y,chase_y
295,2404,5,chase_x,chase_x
307,2509,3,chase_y,chase_y
318,2605,9,chase_x,chase_x
327,2710,8,chase_y,chase_y
339,2808,10,chase_x,chase_x
352,2904,8,chase_y,chase_y
363,3003,6,chase_x,chase_x
378,3103,3,chase_y,chase_y
390,3204,7,chase_x,chase_x
404,3304,5,chase_y,chase_y
417,3405,10,chase_x,chase_x
431,3503,4,chase_y,chase_y
442,3604,3,chase_x,chase_x
457,3704,8,chase_y,chase_y
471,3804,5,chase_x,chase_x
484,3904,6,chase_y,chase_y
496,4003,9,chase_x,chase_x
509,4104,6,chase_y,chase_y
520,4204,12,chase_x,chase_x
532,4304,7,chase_y,chase_y
543,4403,13,chase_x,chase_x
555,4507,9,chase_y,chase_y
565,4604,6,chase_x,chase_x
573,4702,10,chase_y,chase_y
586,4804,10,chase_x,chase_x
597,4904,9,chase_y,chase_x
597,4907,12,chase_y,chase_y
608,5004,12,chase_x,chase_x
620,5105,14,chase_y,chase_y
632,5204,10,chase_x,chase_x
647,5309,11,chase_y,chase_y
660,5404,9,chase_x,chase_x
670,5504,12,chase_y,chase_y
682,5604,16,chase_x,chase_x
695,5705,9,chase_y,chase_y
707,5807,6,chase_x,chase_x
717,5904,7,chase_y,chase_y
729,6004,11,chase_x,chase_x
744,6106,5,chase_y,chase_y
755,6202,12,chase_x,chase_x
766,6306,8,chase_y,chase_y
781,6405,4,chase_x,chase_x
795,6506,6,chase_y,chase_y
808,6603,9,chase_x,chase_x
819,6707,12,chase_y,chase_y
831,6805,6,chase_x,chase_x
843,6914,7,chase_y,chase_y
853,7004,12,chase_x,chase_x
864,7106,11,chase_y,chase_y
877,7203,10,chase_x,chase_x
888,7304,6,chase_y,chase_y
900,7404,8,chase_x,chase_x
915,7516,2,chase_y,chase_y
923,7603,15,chase_x,chase_x
937,7703,5,chase_y,chase_y
948,7804,14,chase_x,chase_x
962,7911,11,chase_y,chase_y
973,8004,5,chase_x,chase_x
989,8109,6,chase_y,chase_y
