experiment_name,run_dir,episodes,total_steps,mean_episode_reward,baseline_mean_episode_reward,reward_improvement,interceptor_win_rate,baseline_interceptor_win_rate,win_rate_improvement,response_policy_accuracy,switch_count,process_pass,engineering_pass,paper_like_pass,judgement,interceptor_max_speed,intruder_max_speed,collision_radius,total_timesteps,seed
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse/20260514_083734,300,11651,-73.90047600646204,-105.95892317854663,32.058447172084584,0.15666666666666668,0.013333333333333334,0.14333333333333334,0.3500128744313793,11.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p02_wu40_cd80_mg0p5_nv0p0005_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p02_wu40_cd80_mg0p5_nv0p0005_mx8_oufalse/20260514_015210,300,11651,-73.90047600646204,-105.95892317854663,32.058447172084584,0.15666666666666668,0.013333333333333334,0.14333333333333334,0.3500128744313793,11.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse/20260514_082532,300,9236,-61.05802699482888,-91.28706244442874,30.229035449599863,0.21,0.07,0.13999999999999999,0.3290385448245994,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse/20260515_202401,300,10238,-61.692580637613695,-91.28706244442874,29.594481806815047,0.21,0.07,0.13999999999999999,0.64280132838445,79.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse/20260516_030620,300,10238,-61.692580637613695,-91.28706244442874,29.594481806815047,0.21,0.07,0.13999999999999999,0.64280132838445,79.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_confirm_is0p03_us0p016_cr0p08_ts1500000_s42,runs/continuous_confirm_is0p03_us0p016_cr0p08_ts1500000_s42/20260513_234535,800,33223,-77.58860506196916,-108.67576642323061,31.08716136126145,0.13875,0.0,0.13875,0.32989194232910934,755.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,42
continuous_sam_confirm_msbest_is0p03_us0p016_cr0p08_ts1500000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse,runs/continuous_sam_confirm_msbest_is0p03_us0p016_cr0p08_ts1500000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse/20260514_214210,800,33192,-78.30502412100844,-108.67576642323061,30.37074230222217,0.13875,0.0,0.13875,0.3333935888165823,43.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse/20260514_085003,300,9509,-62.06391193736332,-91.28706244442874,29.22315050706542,0.20666666666666667,0.07,0.13666666666666666,0.33641813019244926,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260515_202418,300,9662,-65.63371410760432,-91.28706244442874,25.653348336824422,0.19,0.07,0.12,0.3321258538604844,3.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260516_030626,300,9662,-65.63371410760432,-91.28706244442874,25.653348336824422,0.19,0.07,0.12,0.3321258538604844,3.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260515_202404,300,9662,-65.63371410760432,-91.28706244442874,25.653348336824422,0.19,0.07,0.12,0.33202235561995447,3.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260516_030623,300,9662,-65.63371410760432,-91.28706244442874,25.653348336824422,0.19,0.07,0.12,0.33202235561995447,3.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse/20260514_074723,300,12131,-81.3976741911826,-105.95892317854663,24.561248987364024,0.12,0.013333333333333334,0.10666666666666666,0.48091665979721376,97.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_geometry_confirm_balanced_is0p03_us0p016_cr0p08_ts1500000_s42_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_geometry_confirm_balanced_is0p03_us0p016_cr0p08_ts1500000_s42_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse/20260515_234903,800,34109,-85.41984901764751,-108.67576642323061,23.255917405583105,0.10625,0.0,0.10625,0.38851915916620244,61.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse/20260515_202408,300,12597,-83.2451521637107,-105.95892317854663,22.713771014835928,0.11333333333333333,0.013333333333333334,0.09999999999999999,0.45939509407001666,33.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse/20260516_030625,300,12597,-83.2451521637107,-105.95892317854663,22.713771014835928,0.11333333333333333,0.013333333333333334,0.09999999999999999,0.45939509407001666,33.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p02_wu40_cd80_mg0p25_nv0p0005_mx8_oufalse,runs/continuous_sam_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p02_wu40_cd80_mg0p25_nv0p0005_mx8_oufalse/20260514_015209,300,12154,-83.64033561363618,-105.95892317854663,22.318587564910445,0.11,0.013333333333333334,0.09666666666666666,0.42595030442652626,58.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s42,runs/continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s42/20260513_234216,800,27840,-78.03817661360559,-98.90940029266156,20.871223679055973,0.12875,0.03625,0.0925,0.3425646551724138,614.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.026,0.018,0.1,1500000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse/20260514_080022,300,12260,-85.07585354955742,-105.95892317854663,20.883069628989205,0.10333333333333333,0.013333333333333334,0.09,0.4701468189233279,76.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260515_202408,300,12118,-89.8298547077133,-109.7845787092924,19.95472400157911,0.07666666666666666,0.0,0.07666666666666666,0.3300049513120977,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260516_030625,300,12118,-89.8298547077133,-109.7845787092924,19.95472400157911,0.07666666666666666,0.0,0.07666666666666666,0.3300049513120977,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260515_202400,300,12118,-90.54493946692882,-109.7845787092924,19.23963924236358,0.07333333333333333,0.0,0.07333333333333333,0.3300049513120977,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260516_030622,300,12118,-90.54493946692882,-109.7845787092924,19.23963924236358,0.07333333333333333,0.0,0.07333333333333333,0.3300049513120977,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse/20260515_202359,300,13964,-92.39114121618296,-109.7845787092924,17.393437493109445,0.06666666666666667,0.0,0.06666666666666667,0.5909481523918648,119.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse/20260516_030625,300,13964,-92.39114121618296,-109.7845787092924,17.393437493109445,0.06666666666666667,0.0,0.06666666666666667,0.5909481523918648,119.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse/20260514_074728,300,10781,-79.40758895230864,-91.28706244442874,11.879473492120098,0.12666666666666668,0.07,0.05666666666666667,0.5019942491420091,82.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_oufalse/20260514_080021,300,12960,-95.3586238182957,-109.7845787092924,14.425954890996707,0.05333333333333334,0.0,0.05333333333333334,0.5234567901234568,115.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_fmgeometry_oufalse/20260515_202413,300,13452,-95.42845286388223,-109.7845787092924,14.356125845410176,0.05333333333333334,0.0,0.05333333333333334,0.4921201308355635,92.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_fmgeometry_oufalse/20260516_030645,300,13452,-95.42845286388223,-109.7845787092924,14.356125845410176,0.05333333333333334,0.0,0.05333333333333334,0.4921201308355635,92.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260515_202417,300,12783,-93.42385438803807,-105.95892317854663,12.53506879050856,0.06666666666666667,0.013333333333333334,0.05333333333333333,0.3521864976922475,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_fmgeometry_oufalse/20260516_030621,300,12783,-93.42385438803807,-105.95892317854663,12.53506879050856,0.06666666666666667,0.013333333333333334,0.05333333333333333,0.3521864976922475,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p01_wu40_cd100_mg0p5_nv0p001_mx8_oufalse/20260514_091358,300,12152,-95.51036170558658,-109.7845787092924,14.274217003705829,0.05,0.0,0.05,0.32908163265306123,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse/20260515_202412,300,12630,-96.76921770750918,-109.7845787092924,13.01536100178322,0.04666666666666667,0.0,0.04666666666666667,0.3411718131433096,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_fmgeometry_oufalse/20260516_030626,300,12630,-96.76921770750918,-109.7845787092924,13.01536100178322,0.04666666666666667,0.0,0.04666666666666667,0.3411718131433096,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s44,runs/continuous_confirm_is0p026_us0p018_cr0p1_ts1500000_s44/20260513_234242,800,25945,-83.62175101420657,-93.51208156587239,9.890330551665826,0.1025,0.05625,0.04624999999999999,0.37490846020427826,752.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.026,0.018,0.1,1500000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse/20260515_202420,300,12630,-98.46242484167591,-109.7845787092924,11.322153867616493,0.04,0.0,0.04,0.3482185273159145,17.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_fmgeometry_oufalse/20260516_030631,300,12630,-98.46242484167591,-109.7845787092924,11.322153867616493,0.04,0.0,0.04,0.3482185273159145,17.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse/20260514_083724,300,13452,-99.95808914441018,-109.7845787092924,9.826489564882223,0.03333333333333333,0.0,0.03333333333333333,0.3383883437407077,5.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth12_dc0p02_wu30_cd80_mg0p5_nv0p0005_mx8_oufalse/20260514_085001,300,13452,-100.00170289954691,-109.7845787092924,9.78287580974549,0.03333333333333333,0.0,0.03333333333333333,0.33831400535236394,3.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s43_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse/20260514_081317,300,10542,-83.8036694987605,-91.28706244442874,7.483392945668243,0.10333333333333333,0.07,0.033333333333333326,0.46803263137924495,48.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth10_dc0p02_wu20_cd60_mg0p25_nv0p0005_mx8_oufalse/20260514_081306,300,13112,-100.68899781925877,-109.7845787092924,9.09558089003363,0.03,0.0,0.03,0.399862721171446,70.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_confirm_msbest_is0p03_us0p016_cr0p08_ts1500000_s43_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse,runs/continuous_sam_confirm_msbest_is0p03_us0p016_cr0p08_ts1500000_s43_samth10_dc0p01_wu30_cd80_mg0p35_nv0p001_mx8_oufalse/20260514_214039,800,25692,-50.784481623382405,-55.589529042089396,4.805047418706991,0.26,0.235,0.025000000000000022,0.3336447143079558,1.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,43
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260515_202356,300,13427,-100.13089016703168,-105.95892317854663,5.828033011514947,0.03666666666666667,0.013333333333333334,0.02333333333333333,0.35331794146123485,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s42_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_fmgeometry_oufalse/20260516_030617,300,13427,-100.13089016703168,-105.95892317854663,5.828033011514947,0.03666666666666667,0.013333333333333334,0.02333333333333333,0.35331794146123485,8.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,42
continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_oufalse,runs/continuous_sam_multiseed_tune_is0p03_us0p016_cr0p08_ts300000_s44_samth14_dc0p02_wu40_cd120_mg0p75_nv0p0005_mx8_oufalse/20260514_092733,300,12060,-103.83976718799771,-109.7845787092924,5.944811521294696,0.01,0.0,0.01,0.33665008291873966,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,300000,44
continuous_sam_confirm_is0p03_us0p016_cr0p08_ts1500000_s44_samth14_dc0p01_wu40_cd160_mg0p75_nv0p001_mx8_oufalse,runs/continuous_sam_confirm_is0p03_us0p016_cr0p08_ts1500000_s44_samth14_dc0p01_wu40_cd160_mg0p75_nv0p001_mx8_oufalse/20260514_055146,800,29254,-102.9295646199735,-109.12202236779572,6.192457747822218,0.01125,0.005,0.0062499999999999995,0.3335954057564777,0.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,44
continuous_sweep_test_is0p024_us0p016_cr0p09_ts256_s123,runs/continuous_sweep_test_is0p024_us0p016_cr0p09_ts256_s123/20260513_160718,2,31,-102.6523808401823,-102.68845699250699,0.0360761523246822,0.0,0.0,0.0,1.0,,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.024,0.016,0.09,256,123
continuous_sam_geometry_confirm_aggressive_is0p03_us0p016_cr0p08_ts1500000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse,runs/continuous_sam_geometry_confirm_aggressive_is0p03_us0p016_cr0p08_ts1500000_s43_samth8_dc0p02_wu20_cd40_mg0p2_nv0p0005_mx8_fmgeometry_oufalse/20260515_234854,800,31425,-57.86521174278995,-55.589529042089396,-2.275682700700557,0.2325,0.235,-0.0024999999999999745,0.7322513922036595,269.0,True,False,False,仅达到流程过关：链路已跑通，但相对 baseline 的收益仍不足。,0.03,0.016,0.08,1500000,43
