outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,53,-221.798416,-220.19346,-125.32701,96.471405,41.603774,43.056604
both_lose,512,3.17509,0.159127,-123.890574,-127.065664,31.632812,54.488281
both_win,23,-0.269416,0.276094,96.499682,96.769098,39.130435,42.608696
ops_only_win,212,226.434854,219.891228,97.298409,-129.136445,37.014151,66.424528
