episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,assumed_policy,assumption_correct,predator_a_action,predator_b_action,switched,running_error_chase_x,running_error_chase_y
0,1,1,-1.0,-1.0,chase_x,chase_x,True,2,2,False,0.733377537416774,0.0
0,2,2,-1.0,-2.0,chase_x,chase_x,True,2,3,False,0.5440005373291824,0.8399959445611408
0,3,3,-1.0,-3.0,chase_x,chase_x,True,4,3,False,1.3807458491630358,1.679992129166513
0,4,4,-1.0,-4.0,chase_x,chase_x,True,2,2,False,2.0498570290004876,1.5199912987432511
0,5,5,-1.0,-5.0,chase_x,chase_x,True,2,3,False,1.8482151594204193,2.3599912906731992
0,6,6,-1.0,-6.0,chase_x,chase_x,True,4,3,False,2.688136212809626,3.1999912821634195
0,7,7,-1.0,-7.0,chase_x,chase_x,True,3,2,False,3.2052625537209805,3.039991230444741
0,8,8,-1.0,-8.0,chase_x,chase_x,True,3,2,False,4.045262077841846,2.8799911766595225
0,9,9,-1.0,-9.0,chase_x,chase_x,True,2,3,False,3.8852162780321526,3.719991142518873
0,10,10,-1.0,-10.0,chase_x,chase_x,True,4,3,False,3.725159924973258,4.55873243401129
0,11,11,99.0,89.0,chase_x,chase_x,True,4,3,False,3.545323086341261,5.284633193502553
1,12,1,99.0,99.0,chase_x,chase_x,True,1,2,False,3.3832218366073312,5.849769506206825
2,13,1,-1.0,-1.0,chase_x,chase_x,True,3,4,False,3.828975826200515,6.684805289702631
2,14,2,-1.0,-2.0,chase_x,chase_x,True,3,1,False,4.666850201331654,6.471353380487482
2,15,3,-1.0,-3.0,chase_x,chase_x,True,3,4,False,5.494664169349581,7.0533984941940275
2,16,4,-1.0,-4.0,chase_x,chase_x,True,3,1,False,6.331637442258587,7.801508102608289
2,17,5,-1.0,-5.0,chase_x,chase_x,True,3,3,False,7.030334127807359,8.0
2,18,6,-1.0,-6.0,chase_x,chase_x,True,3,0,False,7.8504226706829705,8.0
2,19,7,-1.0,-7.0,chase_x,chase_x,True,3,2,True,4.0,8.0
2,20,8,-1.0,-8.0,chase_x,chase_x,True,2,3,False,4.8321111935622385,8.0
2,21,9,-1.0,-9.0,chase_x,chase_x,True,2,1,False,4.668612673385545,7.839661418699891
2,22,10,99.0,90.0,chase_x,chase_x,True,2,1,False,4.503920318766574,7.679545917053886
3,23,1,-1.0,-1.0,chase_x,chase_x,True,2,2,False,4.343920263746448,7.518906806505879
3,24,2,-1.0,-2.0,chase_x,chase_x,True,2,2,False,4.1675752044433025,7.338673646708798
3,25,3,-1.0,-3.0,chase_x,chase_x,True,2,2,False,4.97476641024771,7.157541394086759
3,26,4,-1.0,-4.0,chase_x,chase_x,True,2,3,False,5.801140042178909,7.752131193155274
3,27,5,-1.0,-5.0,chase_x,chase_x,True,3,4,False,6.581270972442471,7.536615076048258
3,28,6,99.0,94.0,chase_x,chase_x,True,3,0,False,7.384826620231023,8.0
4,29,1,-1.0,-1.0,chase_x,chase_x,True,1,2,False,7.224063878220448,8.0
4,30,2,-1.0,-2.0,chase_x,chase_x,True,1,2,False,7.063680014508462,8.0
4,31,3,-1.0,-3.0,chase_x,chase_x,True,3,2,False,7.854598688952269,8.0
4,32,4,-1.0,-4.0,chase_x,chase_x,True,1,4,True,4.0,8.0
4,33,5,-1.0,-5.0,chase_x,chase_x,True,3,2,False,3.80384033239171,8.0
4,34,6,-1.0,-6.0,chase_x,chase_x,True,1,2,False,3.6013952607058326,8.0
4,35,7,-1.0,-7.0,chase_x,chase_x,True,3,2,False,4.296220513182076,8.0
4,36,8,-1.0,-8.0,chase_x,chase_x,True,1,0,False,4.09993249467825,8.0
4,37,9,-1.0,-9.0,chase_x,chase_x,True,3,0,False,3.9026014189148492,8.0
4,38,10,-1.0,-10.0,chase_x,chase_x,True,1,0,False,3.7051950333007793,8.0
4,39,11,-1.0,-11.0,chase_x,chase_x,True,3,4,False,4.423600397567965,8.0
4,40,12,-1.0,-12.0,chase_x,chase_x,True,1,0,False,4.229363024194755,8.0
4,41,13,-1.0,-13.0,chase_x,chase_x,True,3,0,False,4.027671403950164,8.0
4,42,14,99.0,86.0,chase_x,chase_x,True,1,0,False,3.8246496156946614,8.0
5,43,1,-1.0,-1.0,chase_x,chase_x,True,4,1,False,4.66462084283748,8.0
5,44,2,-1.0,-2.0,chase_x,chase_x,True,4,4,False,4.489026659651407,8.0
5,45,3,-1.0,-3.0,chase_x,chase_x,True,4,4,False,5.298570957563257,8.0
5,46,4,99.0,96.0,chase_x,chase_x,True,1,1,False,5.130228046299703,8.0
6,47,1,-1.0,-1.0,chase_x,chase_x,True,1,1,False,4.96491003235043,8.0
6,48,2,-1.0,-2.0,chase_x,chase_x,True,1,1,False,4.7718343887320165,8.0
6,49,3,-1.0,-3.0,chase_x,chase_x,True,1,1,False,5.564912574621111,8.0
6,50,4,-1.0,-4.0,chase_x,chase_x,True,1,3,False,5.400868453974186,7.839999945122452
6,51,5,-1.0,-5.0,chase_x,chase_x,True,1,3,False,5.553596955372214,7.669009916176465
6,52,6,-1.0,-6.0,chase_x,chase_x,True,4,1,False,5.440726637663955,8.0
6,53,7,-1.0,-7.0,chase_x,chase_x,True,4,3,False,6.280721138632076,8.0
6,54,8,-1.0,-8.0,chase_x,chase_x,True,2,1,False,6.120719056499747,8.0
6,55,9,99.0,91.0,chase_x,chase_x,True,2,1,False,5.955890620695801,8.0
7,56,1,-1.0,-1.0,chase_x,chase_x,True,4,4,False,5.795882282366455,8.0
7,57,2,-1.0,-2.0,chase_x,chase_x,True,4,4,False,6.567907492800346,8.0
7,58,3,-1.0,-3.0,chase_x,chase_x,True,4,0,False,7.351708500048227,8.0
7,59,4,-1.0,-4.0,chase_x,chase_x,True,2,4,True,4.0,8.0
7,60,5,-1.0,-5.0,chase_x,chase_x,True,4,0,False,4.81006035980623,8.0
7,61,6,-1.0,-6.0,chase_x,chase_x,True,2,1,False,4.644022376872578,7.839999999787549
7,62,7,99.0,93.0,chase_x,chase_x,True,4,1,False,5.469395453802843,7.679999998598242
8,63,1,-1.0,-1.0,chase_x,chase_x,True,4,3,False,5.309395453604091,8.0
8,64,2,-1.0,-2.0,chase_x,chase_x,True,4,3,False,5.149395452485555,8.0
8,65,3,-1.0,-3.0,chase_x,chase_x,True,4,3,False,4.9893926924731975,8.0
8,66,4,99.0,96.0,chase_x,chase_x,True,4,3,False,4.824582080854996,8.0
9,67,1,-1.0,-1.0,chase_x,chase_x,True,2,1,False,4.663642114754756,8.0
9,68,2,-1.0,-2.0,chase_x,chase_x,True,2,1,False,4.453835497595089,8.0
9,69,3,-1.0,-3.0,chase_x,chase_x,True,2,1,False,4.242216095397353,8.0
9,70,4,-1.0,-4.0,chase_x,chase_x,True,2,1,False,5.018065887632075,8.0
9,71,5,-1.0,-5.0,chase_x,chase_x,True,2,3,False,5.5398833302635655,8.0
9,72,6,-1.0,-6.0,chase_x,chase_x,True,3,1,False,5.330541877864505,8.0
9,73,7,-1.0,-7.0,chase_x,chase_x,True,2,1,False,6.165556215655871,8.0
9,74,8,-1.0,-8.0,chase_x,chase_x,True,3,3,False,7.001753165351876,8.0
9,75,9,-1.0,-9.0,chase_x,chase_x,True,2,1,False,7.829564371377504,8.0
9,76,10,99.0,90.0,chase_x,chase_x,True,2,4,True,4.0,8.0
10,77,1,-1.0,-1.0,chase_x,chase_x,True,2,4,False,3.8399999846513966,8.0
10,78,2,-1.0,-2.0,chase_x,chase_x,True,2,4,False,3.6799997420350716,8.0
10,79,3,-1.0,-3.0,chase_x,chase_x,True,2,4,False,3.519985006798177,8.0
10,80,4,-1.0,-4.0,chase_x,chase_x,True,2,4,False,4.153635550957048,8.0
10,81,5,-1.0,-5.0,chase_x,chase_x,True,2,4,False,4.993324922358496,8.0
10,82,6,-1.0,-6.0,chase_x,chase_x,True,2,1,False,4.787110134792961,8.0
10,83,7,-1.0,-7.0,chase_x,chase_x,True,3,1,False,5.6270735161232945,8.0
10,84,8,-1.0,-8.0,chase_x,chase_x,True,3,4,False,6.2367614366329205,8.0
10,85,9,-1.0,-9.0,chase_x,chase_x,True,2,1,False,7.029142885455199,8.0
10,86,10,99.0,90.0,chase_x,chase_x,True,3,4,False,7.8113386836925045,8.0
11,87,1,-1.0,-1.0,chase_x,chase_x,True,1,3,False,7.6513380750322915,8.0
11,88,2,-1.0,-2.0,chase_x,chase_x,True,1,3,False,7.491093882178287,8.0
11,89,3,-2.0,-4.0,chase_x,chase_x,True,4,3,False,7.330794682024742,8.0
11,90,4,-1.0,-5.0,chase_x,chase_x,True,1,3,False,7.1706976065126415,8.0
11,91,5,-1.0,-6.0,chase_x,chase_x,True,4,3,False,7.632761536188223,8.0
11,92,6,-1.0,-7.0,chase_x,chase_x,True,1,1,True,4.0,8.0
11,93,7,-1.0,-8.0,chase_x,chase_x,True,1,3,False,3.838052675193754,8.0
11,94,8,-1.0,-9.0,chase_x,chase_x,True,4,3,False,4.0607925805332945,8.0
11,95,9,-1.0,-10.0,chase_x,chase_x,True,1,3,False,4.2005784821353025,8.0
11,96,10,99.0,89.0,chase_x,chase_x,True,3,3,False,5.025692989524159,8.0
12,97,1,-1.0,-1.0,chase_x,chase_x,True,3,1,False,4.865692965431299,7.83999999992812
12,98,2,-1.0,-2.0,chase_x,chase_x,True,3,1,False,4.7056921745610305,7.679999999045927
12,99,3,-1.0,-3.0,chase_x,chase_x,True,3,1,False,4.545689675297004,7.519999982357073
12,100,4,99.0,96.0,chase_y,chase_x,False,3,1,False,4.428966664189258,7.358819475535063
13,101,1,-1.0,-1.0,chase_y,chase_x,False,3,2,False,4.260833618891524,8.0
13,102,2,-1.0,-2.0,chase_y,chase_x,False,3,3,False,5.100264994936496,8.0
13,103,3,-1.0,-3.0,chase_y,chase_x,False,3,2,False,4.893607705592824,8.0
13,104,4,-1.0,-4.0,chase_y,chase_x,False,3,3,False,5.351737243017034,8.0
13,105,5,-1.0,-5.0,chase_y,chase_x,False,3,2,False,6.188784805855003,8.0
13,106,6,-1.0,-6.0,chase_y,chase_x,False,2,3,False,6.027874133437816,8.0
13,107,7,99.0,93.0,chase_y,chase_x,False,3,3,False,5.81729475650988,7.9614961668436415
14,108,1,-1.0,-1.0,chase_y,chase_x,False,1,4,False,5.649128216572631,7.770503661747723
14,109,2,-1.0,-2.0,chase_y,chase_x,False,3,1,False,6.485880774618932,8.0
14,110,3,-1.0,-3.0,chase_y,chase_x,False,1,4,False,7.320948354859177,8.0
14,111,4,-1.0,-4.0,chase_y,chase_y,True,1,1,True,8.0,3.9179119265232534
14,112,5,-1.0,-5.0,chase_y,chase_y,True,3,1,False,8.0,4.757859312823576
14,113,6,-1.0,-6.0,chase_y,chase_y,True,3,4,False,8.0,4.568187708972125
14,114,7,-1.0,-7.0,chase_y,chase_y,True,2,4,False,8.0,5.316238788071012
14,115,8,-1.0,-8.0,chase_y,chase_y,True,3,0,False,8.0,6.132646846371563
14,116,9,-1.0,-9.0,chase_y,chase_y,True,2,2,False,8.0,6.891942409162644
14,117,10,-1.0,-10.0,chase_y,chase_y,True,3,0,False,8.0,7.704847177821966
14,118,11,99.0,89.0,chase_y,chase_x,False,1,2,True,4.0,8.0
15,119,1,-1.0,-1.0,chase_y,chase_x,False,4,1,False,4.83999997776619,7.836203847343994
15,120,2,-1.0,-2.0,chase_y,chase_x,False,2,1,False,5.679999952815618,7.911125248113381
15,121,3,-1.0,-3.0,chase_y,chase_x,False,4,4,False,5.51999994179224,8.0
15,122,4,-1.0,-4.0,chase_y,chase_x,False,2,1,False,6.359999909368125,7.839997790656243
15,123,5,-1.0,-5.0,chase_y,chase_x,False,3,1,False,7.199996668570065,7.678618845177378
15,124,6,-1.0,-6.0,chase_y,chase_y,True,3,1,True,8.0,3.7584165863627774
15,125,7,-1.0,-7.0,chase_y,chase_y,True,4,1,False,8.0,4.59838075486807
15,126,8,-1.0,-8.0,chase_y,chase_y,True,2,4,False,7.790587389995682,5.382209696383108
15,127,9,-1.0,-9.0,chase_y,chase_y,True,4,1,False,8.0,5.199713486769765
15,128,10,-1.0,-10.0,chase_y,chase_y,True,2,1,False,8.0,6.000913187289955
15,129,11,-1.0,-11.0,chase_y,chase_y,True,2,0,False,8.0,6.774397212639034
15,130,12,-1.0,-12.0,chase_y,chase_y,True,4,3,False,8.0,7.482108746096108
15,131,13,-1.0,-13.0,chase_y,chase_x,False,2,0,True,4.0,8.0
15,132,14,-1.0,-14.0,chase_y,chase_x,False,3,3,False,4.8399405177854256,8.0
15,133,15,-1.0,-15.0,chase_y,chase_x,False,1,0,False,5.679881851602499,7.797080034373598
15,134,16,-1.0,-16.0,chase_y,chase_x,False,3,2,False,5.517843264526873,8.0
15,135,17,-1.0,-17.0,chase_y,chase_x,False,1,4,False,6.352271339887451,8.0
15,136,18,-1.0,-18.0,chase_y,chase_x,False,3,3,False,6.8824967186881025,8.0
15,137,19,-1.0,-19.0,chase_y,chase_x,False,1,4,False,7.717479119580092,8.0
15,138,20,-1.0,-20.0,chase_y,chase_x,False,1,3,True,4.0,8.0
15,139,21,-1.0,-21.0,chase_y,chase_x,False,1,1,False,4.720412287833529,8.0
15,140,22,-1.0,-22.0,chase_y,chase_x,False,3,2,False,4.844652329545216,8.0
15,141,23,-1.0,-23.0,chase_y,chase_x,False,1,1,False,5.6798810933978645,8.0
15,142,24,-1.0,-24.0,chase_y,chase_x,False,3,3,False,6.413352488236413,8.0
15,143,25,-1.0,-25.0,chase_y,chase_x,False,2,2,False,6.2225931735071525,8.0
15,144,26,-1.0,-26.0,chase_y,chase_x,False,0,1,False,7.0622078231478245,8.0
15,145,27,-1.0,-27.0,chase_y,chase_x,False,0,2,False,6.861617994968143,7.836816566193367
15,146,28,-1.0,-28.0,chase_y,chase_x,False,2,2,False,6.663481848069273,8.0
15,147,29,-1.0,-29.0,chase_y,chase_x,False,3,3,False,7.49502956168083,8.0
15,148,30,-1.0,-30.0,chase_y,chase_x,False,2,2,True,4.0,8.0
15,149,31,-1.0,-31.0,chase_y,chase_x,False,3,1,False,4.7480097276043605,8.0
15,150,32,-1.0,-32.0,chase_y,chase_x,False,4,4,False,5.587667798058186,8.0
15,151,33,-2.0,-34.0,chase_y,chase_x,False,0,2,False,5.426140710225716,8.0
15,152,34,-2.0,-36.0,chase_y,chase_x,False,4,4,False,6.265998295590356,8.0
15,153,35,-2.0,-38.0,chase_y,chase_x,False,0,0,False,7.105924188568692,8.0
15,154,36,-2.0,-40.0,chase_y,chase_x,False,1,1,False,7.945924044294353,7.820269110906358
15,155,37,-1.0,-41.0,chase_y,chase_x,False,0,1,True,4.0,8.0
15,156,38,-1.0,-42.0,chase_y,chase_x,False,4,4,False,4.8399999995430685,8.0
15,157,39,-2.0,-44.0,chase_y,chase_x,False,1,0,False,5.679999999149518,8.0
15,158,40,-2.0,-46.0,chase_y,chase_x,False,1,1,False,6.519999998910355,8.0
16,159,1,-1.0,-1.0,chase_y,chase_x,False,3,2,False,6.359995140279464,7.8296609570635205
16,160,2,-1.0,-2.0,chase_y,chase_x,False,3,2,False,6.199989601311841,7.6591677606451825
16,161,3,-1.0,-3.0,chase_y,chase_x,False,3,2,False,5.988267347036332,8.0
16,162,4,-1.0,-4.0,chase_y,chase_x,False,3,3,False,6.8280452374506355,8.0
16,163,5,-1.0,-5.0,chase_y,chase_x,False,2,2,False,7.667673193633771,7.838072218091928
16,164,6,-1.0,-6.0,chase_y,chase_y,True,4,2,True,8.0,3.838858136427881
16,165,7,-1.0,-7.0,chase_y,chase_y,True,4,2,False,8.0,3.671259280884963
16,166,8,-2.0,-9.0,chase_y,chase_y,True,4,2,False,8.0,4.452578464184526
16,167,9,-1.0,-10.0,chase_y,chase_y,True,4,0,False,8.0,4.2756038420512
16,168,10,-1.0,-11.0,chase_y,chase_y,True,4,4,False,7.839999037732521,5.056483479297938
16,169,11,99.0,88.0,chase_y,chase_y,True,4,0,False,8.0,5.811469616826095
17,170,1,-1.0,-1.0,chase_y,chase_y,True,1,3,False,8.0,6.63410925585231
17,171,2,-1.0,-2.0,chase_y,chase_y,True,1,1,False,7.839986628784808,7.469521320918463
17,172,3,-1.0,-3.0,chase_y,chase_x,False,1,4,True,4.0,8.0
17,173,4,-1.0,-4.0,chase_y,chase_x,False,2,2,False,4.839999577819118,7.8255932064906535
17,174,5,-1.0,-5.0,chase_y,chase_x,False,2,2,False,5.679999522646004,8.0
17,175,6,-1.0,-6.0,chase_y,chase_x,False,3,1,False,5.5199995015698535,8.0
17,176,7,-1.0,-7.0,chase_y,chase_x,False,3,0,False,6.359999443030732,7.823819719913341
17,177,8,-2.0,-9.0,chase_y,chase_x,False,2,0,False,7.19999881688912,8.0
17,178,9,-2.0,-11.0,chase_y,chase_x,False,1,1,False,7.03944208996112,7.831512982397066
17,179,10,-2.0,-13.0,chase_y,chase_x,False,1,1,False,6.87924770013217,8.0
17,180,11,-2.0,-15.0,chase_y,chase_x,False,4,4,False,7.718585356343771,8.0
17,181,12,-2.0,-17.0,chase_y,chase_x,False,3,3,True,4.0,8.0
17,182,13,-2.0,-19.0,chase_y,chase_x,False,4,4,False,4.839996255703782,8.0
17,183,14,-2.0,-21.0,chase_y,chase_x,False,0,0,False,5.679996239594119,8.0
17,184,15,-2.0,-23.0,chase_y,chase_x,False,2,2,False,6.51999623776917,8.0
17,185,16,-2.0,-25.0,chase_y,chase_x,False,4,4,False,7.359996235320588,8.0
17,186,17,-2.0,-27.0,chase_y,chase_x,False,3,3,True,4.0,8.0
17,187,18,-2.0,-29.0,chase_y,chase_x,False,0,0,False,4.839999518307806,8.0
17,188,19,-2.0,-31.0,chase_y,chase_x,False,4,4,False,5.679999506306525,8.0
17,189,20,-2.0,-33.0,chase_y,chase_x,False,2,2,False,6.519999504503679,7.827248211382604
17,190,21,-2.0,-35.0,chase_y,chase_x,False,2,2,False,7.3599995025749365,8.0
17,191,22,-2.0,-37.0,chase_y,chase_x,False,4,4,True,4.0,8.0
17,192,23,-1.0,-38.0,chase_y,chase_x,False,3,0,False,4.839999999542167,8.0
17,193,24,-1.0,-39.0,chase_y,chase_x,False,3,3,False,5.679999999263467,7.827986527956527
17,194,25,-1.0,-40.0,chase_y,chase_x,False,3,3,False,6.519999934846556,8.0
17,195,26,-1.0,-41.0,chase_y,chase_x,False,4,1,False,6.359994686033373,8.0
17,196,27,-2.0,-43.0,chase_y,chase_x,False,1,0,False,7.198896838072339,7.8240577211172315
17,197,28,-2.0,-45.0,chase_y,chase_x,False,0,0,True,4.0,8.0
17,198,29,-2.0,-47.0,chase_y,chase_x,False,3,3,False,4.4834537446830645,8.0
17,199,30,-2.0,-49.0,chase_y,chase_x,False,1,1,False,4.275867528044234,8.0
17,200,31,-2.0,-51.0,chase_x,chase_x,True,2,2,False,4.763949793871198,8.0
17,201,32,-2.0,-53.0,chase_x,chase_x,True,4,4,False,5.6039386453103255,8.0
17,202,33,98.0,45.0,chase_x,chase_x,True,1,1,False,6.389380336278696,8.0
