outcome_pair,episodes,mean_reward_gap,median_reward_gap,mean_ops_reward,mean_baseline_reward,mean_ops_len,mean_baseline_len
baseline_only_win,51,-219.970724,-218.098174,-123.424304,96.546419,32.137255,149.117647
both_lose,491,0.430271,0.173772,-124.957082,-125.387354,38.346232,38.378819
both_win,23,2.178714,0.288626,97.880808,95.702094,37.217391,135.73913
ops_only_win,235,223.19889,219.248471,97.053699,-126.145191,36.693617,39.778723
