episode,opsdemo_reward,baseline_reward
179,84.0,92.0
180,92.0,89.0
181,89.0,92.0
182,81.0,91.0
183,90.0,91.0
184,89.0,92.0
185,96.0,89.0
186,95.0,92.0
187,56.0,89.0
188,89.0,87.0
189,87.0,91.0
190,91.0,97.0
191,95.0,91.0
192,91.0,86.0
193,97.0,94.0
194,94.0,90.0
195,88.0,89.0
196,78.0,94.0
197,90.0,92.0
198,86.0,94.0
199,95.0,86.0
200,90.0,90.0
201,99.0,93.0
202,-53.0,91.0
203,92.0,86.0
204,96.0,87.0
205,85.0,94.0
206,92.0,87.0
207,83.0,90.0
208,95.0,92.0
209,91.0,90.0
210,94.0,99.0
211,90.0,83.0
212,89.0,90.0
213,96.0,95.0
214,92.0,94.0
215,94.0,91.0
216,89.0,89.0
217,97.0,90.0
218,95.0,81.0
219,83.0,85.0
220,87.0,91.0
221,52.0,94.0
222,-40.0,96.0
223,88.0,84.0
224,92.0,91.0
225,90.0,93.0
226,92.0,92.0
227,92.0,88.0
228,94.0,89.0
229,95.0,96.0
230,91.0,84.0
231,91.0,83.0
232,91.0,76.0
233,93.0,97.0
234,93.0,91.0
235,94.0,87.0
236,90.0,96.0
237,98.0,94.0
238,96.0,92.0
239,-62.0,82.0
240,56.0,85.0
241,90.0,91.0
242,63.0,84.0
243,91.0,91.0
244,93.0,85.0
245,99.0,91.0
246,98.0,88.0
247,96.0,92.0
248,93.0,92.0
249,94.0,89.0
250,88.0,96.0
251,91.0,92.0
252,95.0,92.0
253,92.0,87.0
254,99.0,92.0
255,92.0,86.0
256,89.0,94.0
257,98.0,89.0
258,91.0,85.0
259,-67.0,98.0
260,-61.0,86.0
261,87.0,93.0
262,96.0,85.0
263,94.0,92.0
264,85.0,92.0
265,86.0,93.0
266,93.0,90.0
267,80.0,96.0
268,94.0,92.0
269,85.0,95.0
270,93.0,89.0
271,92.0,92.0
272,86.0,92.0
273,84.0,93.0
274,52.0,91.0
275,-60.0,88.0
276,73.0,87.0
277,83.0,91.0
278,92.0,91.0
279,95.0,99.0
280,93.0,91.0
281,92.0,95.0
282,98.0,89.0
283,72.0,93.0
284,60.0,91.0
285,96.0,92.0
286,-63.0,94.0
287,94.0,86.0
288,82.0,96.0
289,78.0,90.0
290,98.0,96.0
291,91.0,93.0
292,84.0,92.0
293,98.0,89.0
294,90.0,91.0
295,86.0,87.0
296,95.0,88.0
297,91.0,92.0
298,95.0,81.0
299,90.0,87.0
300,93.0,89.0
301,55.0,90.0
302,98.0,92.0
303,-52.0,92.0
304,60.0,93.0
305,93.0,95.0
306,95.0,91.0
307,91.0,90.0
308,97.0,87.0
309,91.0,84.0
310,92.0,99.0
311,94.0,91.0
312,97.0,97.0
313,95.0,94.0
314,93.0,94.0
315,88.0,94.0
316,91.0,89.0
317,92.0,92.0
318,76.0,89.0
319,94.0,88.0
320,97.0,93.0
321,-60.0,90.0
322,96.0,90.0
323,94.0,91.0
324,64.0,90.0
325,89.0,94.0
326,91.0,92.0
327,95.0,97.0
328,91.0,90.0
329,93.0,82.0
330,89.0,84.0
331,86.0,88.0
332,89.0,92.0
333,95.0,91.0
334,90.0,92.0
335,90.0,88.0
336,94.0,89.0
337,92.0,87.0
338,94.0,94.0
339,93.0,88.0
340,95.0,88.0
341,89.0,94.0
342,-55.0,96.0
343,78.0,99.0
344,95.0,87.0
345,91.0,89.0
346,84.0,96.0
347,93.0,91.0
348,98.0,90.0
349,80.0,88.0
350,94.0,90.0
351,87.0,87.0
352,94.0,92.0
353,88.0,89.0
354,90.0,83.0
355,96.0,86.0
356,-62.0,92.0
357,-61.0,90.0
358,85.0,94.0
359,96.0,89.0
360,92.0,93.0
361,94.0,98.0
362,87.0,92.0
363,93.0,91.0
364,92.0,90.0
365,97.0,96.0
366,95.0,92.0
367,83.0,90.0
368,91.0,87.0
369,91.0,86.0
370,90.0,89.0
371,72.0,88.0
372,91.0,92.0
373,94.0,96.0
374,-59.0,89.0
375,70.0,86.0
376,93.0,92.0
377,82.0,96.0
378,94.0,90.0
379,90.0,90.0
380,84.0,88.0
381,87.0,87.0
382,90.0,95.0
383,88.0,92.0
384,-45.0,94.0
385,59.0,82.0
386,55.0,88.0
387,91.0,93.0
388,98.0,88.0
389,91.0,95.0
390,95.0,93.0
391,95.0,98.0
392,90.0,88.0
393,95.0,87.0
394,92.0,99.0
395,98.0,90.0
396,94.0,95.0
397,92.0,97.0
398,94.0,84.0
399,95.0,87.0
400,95.0,90.0
401,90.0,91.0
402,85.0,94.0
403,97.0,93.0
404,90.0,91.0
405,-52.0,97.0
406,96.0,87.0
407,-50.0,89.0
408,90.0,92.0
409,91.0,84.0
410,98.0,91.0
411,99.0,89.0
412,90.0,94.0
413,93.0,90.0
414,94.0,86.0
415,89.0,94.0
416,97.0,88.0
417,91.0,89.0
418,96.0,92.0
419,95.0,79.0
420,97.0,94.0
421,98.0,84.0
422,92.0,89.0
423,95.0,93.0
424,94.0,97.0
425,92.0,89.0
426,96.0,97.0
427,-56.0,91.0
428,93.0,95.0
429,-58.0,91.0
430,88.0,86.0
431,92.0,97.0
432,90.0,90.0
433,93.0,82.0
434,95.0,90.0
435,96.0,90.0
436,87.0,89.0
437,92.0,90.0
438,94.0,76.0
439,93.0,96.0
440,96.0,85.0
441,85.0,97.0
442,95.0,89.0
443,91.0,85.0
444,84.0,93.0
445,-66.0,85.0
446,80.0,93.0
447,71.0,95.0
448,96.0,89.0
449,99.0,92.0
450,91.0,95.0
451,92.0,85.0
452,95.0,88.0
453,89.0,96.0
454,92.0,89.0
455,86.0,94.0
456,94.0,90.0
457,90.0,88.0
458,95.0,91.0
459,86.0,96.0
460,88.0,86.0
461,-63.0,91.0
462,96.0,95.0
463,94.0,93.0
464,94.0,96.0
465,94.0,98.0
466,83.0,89.0
467,96.0,96.0
468,96.0,86.0
469,88.0,91.0
470,94.0,91.0
471,93.0,90.0
472,91.0,81.0
473,89.0,89.0
474,95.0,88.0
475,94.0,95.0
476,90.0,88.0
477,87.0,90.0
478,92.0,85.0
479,94.0,96.0
480,83.0,89.0
481,48.0,78.0
482,82.0,86.0
483,56.0,80.0
484,99.0,80.0
485,91.0,89.0
486,92.0,97.0
487,93.0,91.0
488,94.0,80.0
489,92.0,94.0
490,93.0,90.0
491,90.0,90.0
492,90.0,87.0
493,93.0,87.0
494,79.0,89.0
495,89.0,93.0
496,85.0,94.0
497,45.0,88.0
498,-54.0,92.0
499,96.0,96.0
500,94.0,90.0
501,82.0,92.0
502,91.0,97.0
503,79.0,95.0
504,86.0,90.0
505,93.0,92.0
506,97.0,92.0
507,88.0,89.0
508,91.0,93.0
509,94.0,95.0
510,92.0,90.0
511,95.0,88.0
512,98.0,93.0
513,89.0,97.0
514,97.0,91.0
515,94.0,88.0
516,-66.0,92.0
517,92.0,95.0
518,97.0,90.0
519,-42.0,89.0
520,85.0,90.0
521,87.0,93.0
522,95.0,81.0
523,87.0,99.0
524,93.0,92.0
525,96.0,93.0
526,83.0,91.0
527,90.0,90.0
528,95.0,89.0
529,82.0,97.0
530,-44.0,90.0
531,-53.0,95.0
532,81.0,90.0
533,92.0,93.0
534,91.0,95.0
535,91.0,94.0
536,96.0,83.0
537,96.0,96.0
538,88.0,94.0
539,91.0,97.0
540,95.0,99.0
541,94.0,94.0
542,88.0,98.0
543,90.0,93.0
544,97.0,89.0
545,97.0,95.0
546,77.0,94.0
547,-70.0,92.0
548,91.0,93.0
549,-50.0,92.0
550,88.0,91.0
551,94.0,92.0
552,86.0,93.0
553,92.0,93.0
554,91.0,96.0
555,87.0,92.0
556,95.0,98.0
557,86.0,94.0
558,92.0,95.0
559,93.0,96.0
560,90.0,95.0
561,85.0,85.0
562,78.0,95.0
563,89.0,91.0
564,34.0,94.0
565,75.0,87.0
566,92.0,88.0
567,90.0,88.0
568,88.0,91.0
569,94.0,84.0
570,95.0,96.0
571,91.0,91.0
572,94.0,91.0
573,85.0,84.0
574,96.0,96.0
575,85.0,82.0
576,-57.0,94.0
577,96.0,95.0
578,63.0,92.0
579,95.0,99.0
580,94.0,92.0
581,85.0,83.0
582,84.0,85.0
583,95.0,92.0
584,96.0,95.0
585,83.0,88.0
586,92.0,97.0
587,69.0,79.0
588,79.0,90.0
589,89.0,93.0
590,-54.0,95.0
591,70.0,93.0
592,86.0,88.0
593,60.0,92.0
594,94.0,92.0
595,93.0,88.0
596,96.0,93.0
597,97.0,91.0
598,93.0,83.0
599,86.0,89.0
600,93.0,96.0
601,91.0,93.0
602,87.0,96.0
603,90.0,88.0
604,91.0,93.0
605,95.0,96.0
606,88.0,93.0
607,-52.0,95.0
608,-65.0,84.0
609,81.0,89.0
610,91.0,84.0
611,89.0,90.0
612,92.0,85.0
613,96.0,86.0
614,92.0,91.0
615,89.0,90.0
616,95.0,89.0
617,93.0,94.0
618,89.0,96.0
619,92.0,97.0
620,91.0,84.0
621,-46.0,87.0
622,-62.0,91.0
623,85.0,95.0
624,66.0,95.0
625,89.0,88.0
626,99.0,92.0
627,95.0,95.0
628,87.0,91.0
629,89.0,95.0
630,96.0,86.0
631,95.0,84.0
632,85.0,94.0
633,92.0,90.0
634,75.0,92.0
635,92.0,86.0
636,91.0,84.0
637,52.0,92.0
638,84.0,92.0
639,92.0,93.0
640,77.0,87.0
641,84.0,95.0
642,92.0,88.0
643,90.0,92.0
644,88.0,99.0
645,90.0,83.0
646,98.0,93.0
647,77.0,90.0
648,93.0,85.0
649,95.0,85.0
650,-59.0,87.0
651,93.0,93.0
652,89.0,93.0
653,86.0,93.0
654,91.0,91.0
655,91.0,89.0
656,75.0,88.0
657,94.0,83.0
658,94.0,88.0
659,91.0,93.0
660,90.0,93.0
661,89.0,93.0
662,95.0,93.0
663,96.0,91.0
664,92.0,87.0
665,89.0,96.0
666,96.0,91.0
667,93.0,94.0
668,93.0,98.0
669,96.0,92.0
670,87.0,92.0
671,74.0,85.0
672,88.0,93.0
673,93.0,87.0
674,92.0,88.0
675,57.0,94.0
676,78.0,87.0
677,92.0,89.0
678,95.0,95.0
679,83.0,87.0
680,83.0,91.0
681,93.0,96.0
682,87.0,94.0
683,91.0,92.0
684,92.0,89.0
685,96.0,89.0
686,54.0,99.0
687,-53.0,91.0
688,-49.0,85.0
689,92.0,93.0
690,92.0,89.0
691,84.0,81.0
692,93.0,90.0
693,98.0,93.0
694,94.0,94.0
695,92.0,91.0
696,87.0,90.0
697,95.0,97.0
698,91.0,94.0
699,90.0,89.0
700,-47.0,97.0
701,-67.0,97.0
702,36.0,94.0
703,96.0,93.0
704,93.0,90.0
705,85.0,93.0
706,87.0,82.0
707,95.0,88.0
708,85.0,92.0
709,98.0,85.0
710,89.0,86.0
711,98.0,92.0
712,98.0,95.0
713,95.0,88.0
714,92.0,93.0
715,-49.0,95.0
716,-51.0,92.0
717,91.0,89.0
718,66.0,90.0
719,92.0,84.0
720,95.0,92.0
721,99.0,87.0
722,92.0,96.0
723,91.0,88.0
724,94.0,92.0
725,91.0,83.0
726,88.0,91.0
727,89.0,89.0
728,95.0,83.0
729,86.0,92.0
730,95.0,90.0
731,92.0,89.0
732,74.0,88.0
733,-53.0,94.0
734,65.0,90.0
735,87.0,89.0
736,98.0,99.0
737,96.0,90.0
738,99.0,79.0
739,96.0,91.0
740,93.0,92.0
741,89.0,88.0
742,90.0,78.0
743,90.0,88.0
744,91.0,97.0
745,93.0,93.0
746,90.0,95.0
747,94.0,96.0
748,94.0,84.0
749,88.0,88.0
750,-54.0,99.0
751,85.0,93.0
752,93.0,94.0
753,92.0,92.0
754,93.0,91.0
755,65.0,91.0
756,94.0,88.0
757,93.0,87.0
758,82.0,94.0
759,90.0,83.0
760,95.0,96.0
761,83.0,92.0
762,72.0,90.0
763,90.0,96.0
764,91.0,94.0
765,60.0,86.0
766,96.0,94.0
767,68.0,89.0
768,99.0,92.0
769,65.0,92.0
770,88.0,90.0
771,88.0,92.0
772,93.0,87.0
773,92.0,81.0
774,92.0,95.0
775,97.0,93.0
776,84.0,95.0
777,96.0,96.0
778,91.0,90.0
779,99.0,88.0
780,85.0,89.0
781,81.0,80.0
782,-53.0,86.0
783,93.0,91.0
784,93.0,92.0
785,96.0,96.0
786,41.0,92.0
787,93.0,91.0
788,94.0,95.0
789,90.0,95.0
790,85.0,92.0
791,97.0,94.0
792,92.0,88.0
793,96.0,90.0
794,95.0,89.0
795,90.0,86.0
796,95.0,98.0
797,84.0,91.0
798,-48.0,93.0
799,70.0,92.0
800,-62.0,92.0
801,89.0,92.0
802,97.0,92.0
803,96.0,90.0
804,94.0,96.0
805,94.0,93.0
806,93.0,88.0
807,98.0,85.0
808,84.0,95.0
809,91.0,92.0
810,93.0,90.0
811,91.0,88.0
812,97.0,96.0
813,90.0,88.0
814,94.0,95.0
815,82.0,90.0
816,92.0,91.0
817,92.0,88.0
818,-67.0,89.0
819,-52.0,94.0
820,91.0,91.0
821,90.0,87.0
822,88.0,96.0
823,95.0,85.0
824,94.0,82.0
825,95.0,81.0
826,89.0,93.0
827,91.0,88.0
828,94.0,92.0
829,-52.0,87.0
830,75.0,94.0
831,86.0,90.0
832,86.0,88.0
833,67.0,88.0
834,73.0,96.0
835,90.0,93.0
836,87.0,96.0
837,94.0,94.0
838,97.0,96.0
839,96.0,85.0
840,87.0,98.0
841,95.0,97.0
842,86.0,86.0
843,84.0,93.0
844,95.0,87.0
845,-46.0,86.0
846,81.0,99.0
847,95.0,95.0
848,93.0,94.0
849,-49.0,97.0
850,91.0,94.0
851,85.0,96.0
852,95.0,87.0
853,94.0,89.0
854,85.0,92.0
855,94.0,95.0
856,98.0,89.0
857,87.0,92.0
858,82.0,86.0
859,93.0,95.0
860,96.0,92.0
861,96.0,90.0
862,95.0,95.0
863,93.0,84.0
864,81.0,94.0
865,97.0,86.0
866,91.0,95.0
867,84.0,95.0
868,89.0,79.0
869,95.0,93.0
870,83.0,98.0
871,79.0,92.0
872,86.0,88.0
873,90.0,94.0
874,86.0,97.0
875,91.0,90.0
876,91.0,94.0
877,91.0,91.0
878,93.0,91.0
879,92.0,88.0
880,94.0,92.0
881,81.0,93.0
882,91.0,85.0
883,69.0,84.0
884,92.0,86.0
885,89.0,90.0
886,88.0,99.0
887,83.0,88.0
888,93.0,87.0
889,92.0,91.0
890,90.0,93.0
891,92.0,93.0
892,88.0,92.0
893,92.0,88.0
894,90.0,90.0
895,86.0,85.0
896,93.0,87.0
897,85.0,88.0
898,95.0,88.0
899,-57.0,91.0
900,-53.0,92.0
901,98.0,92.0
902,94.0,98.0
903,90.0,91.0
904,82.0,93.0
905,90.0,88.0
906,83.0,89.0
907,91.0,86.0
908,88.0,94.0
909,94.0,86.0
910,87.0,94.0
911,85.0,93.0
912,90.0,91.0
913,93.0,89.0
914,90.0,93.0
915,92.0,86.0
916,75.0,90.0
917,-50.0,96.0
918,89.0,93.0
919,92.0,93.0
920,94.0,94.0
921,86.0,86.0
922,97.0,91.0
923,87.0,87.0
924,93.0,98.0
925,91.0,91.0
926,97.0,85.0
927,97.0,93.0
928,97.0,94.0
929,97.0,95.0
930,98.0,91.0
931,99.0,87.0
932,89.0,88.0
933,95.0,88.0
934,91.0,95.0
935,97.0,94.0
936,-65.0,95.0
937,93.0,90.0
938,-51.0,93.0
939,49.0,82.0
940,96.0,92.0
941,93.0,87.0
942,96.0,85.0
943,74.0,93.0
944,93.0,86.0
945,94.0,86.0
946,95.0,86.0
947,93.0,95.0
948,98.0,83.0
949,95.0,96.0
950,85.0,88.0
951,95.0,86.0
952,92.0,95.0
953,-51.0,87.0
954,66.0,84.0
955,92.0,87.0
956,60.0,83.0
957,88.0,98.0
958,90.0,89.0
959,95.0,96.0
960,89.0,96.0
961,94.0,90.0
962,89.0,98.0
963,92.0,91.0
964,93.0,90.0
965,93.0,97.0
966,91.0,93.0
967,96.0,93.0
968,86.0,94.0
969,-65.0,94.0
970,91.0,88.0
971,83.0,89.0
972,55.0,96.0
973,65.0,96.0
974,91.0,93.0
975,95.0,90.0
976,94.0,91.0
977,86.0,91.0
978,88.0,89.0
979,85.0,89.0
980,92.0,94.0
981,74.0,93.0
982,-60.0,85.0
983,-59.0,84.0
984,90.0,97.0
985,81.0,90.0
986,93.0,97.0
987,88.0,93.0
988,86.0,94.0
989,88.0,90.0
990,90.0,91.0
991,93.0,95.0
992,96.0,89.0
993,80.0,96.0
994,93.0,89.0
995,78.0,93.0
996,60.0,86.0
997,-45.0,93.0
998,89.0,92.0
999,93.0,98.0
