episode,global_step,from_policy,to_policy,true_policy,normalized_error,running_error,best_candidate,best_candidate_error,current_candidate_error,switch_margin
9,169,direct,detour,detour,0.48053380846977234,0.0,detour,0.021355602890253067,0.4922727346420288,0.47091713175177574
12,327,detour,attack,attack,0.32387033104896545,0.0,attack,0.10018404573202133,0.35825255513191223,0.2580685093998909
13,480,attack,direct,direct,0.8063081502914429,0.0,direct,0.3311392664909363,0.8053353428840637,0.47419607639312744
23,641,direct,detour,detour,0.27646660804748535,0.0,detour,0.043980080634355545,0.30540695786476135,0.2614268772304058
27,820,detour,attack,attack,0.260245144367218,0.0,attack,0.02252134308218956,0.2758946418762207,0.25337329879403114
27,960,attack,direct,direct,0.9700176119804382,0.0,direct,0.39930737018585205,0.8869847655296326,0.4876773953437805
34,1121,direct,detour,detour,0.35659149289131165,0.0,detour,0.07855873554944992,0.35849490761756897,0.27993617206811905
38,1302,detour,attack,attack,0.30210429430007935,0.0,attack,0.03756827861070633,0.3114490211009979,0.2738807424902916
38,1440,attack,direct,direct,0.9449430704116821,0.0,direct,0.3946513235569,0.9353089332580566,0.5406576097011566
43,1600,direct,detour,detour,0.31374654173851013,0.0,detour,0.05368787795305252,0.3669002652168274,0.31321238726377487
46,1760,detour,direct,attack,0.355993390083313,0.0,direct,0.0986761748790741,0.3625619411468506,0.2638857662677765
47,1893,direct,attack,attack,0.7730053663253784,0.0,attack,0.5313749313354492,0.8319748640060425,0.30059993267059326
56,2116,attack,detour,detour,0.4024273157119751,0.0,detour,0.1074163019657135,0.4128977358341217,0.3054814338684082
58,2240,detour,direct,attack,0.4413767457008362,0.0,direct,0.12519168853759766,0.44452470541000366,0.319333016872406
58,2306,direct,detour,attack,0.4297959506511688,0.0,detour,0.08868825435638428,0.35265371203422546,0.2639654576778412
58,2367,detour,direct,attack,0.30818432569503784,0.0,direct,0.04546114429831505,0.321603387594223,0.276142243295908
68,2561,direct,detour,detour,0.5537863969802856,0.0,detour,0.024159010499715805,0.582874596118927,0.5587155856192112
72,2748,detour,attack,attack,0.7330336570739746,0.0,attack,0.33888930082321167,0.7066124081611633,0.36772310733795166
72,2880,attack,direct,direct,0.8864340782165527,0.0,direct,0.283921480178833,0.8503049612045288,0.5663834810256958
74,2973,direct,detour,direct,0.2701573371887207,0.0,detour,0.03351389616727829,0.3090047240257263,0.27549082785844803
83,3200,detour,attack,attack,0.5006484985351562,0.0,attack,0.14253118634223938,0.517471969127655,0.37494078278541565
83,3360,attack,detour,direct,0.7482420206069946,0.0,detour,0.21155211329460144,0.8322378396987915,0.6206857264041901
86,3464,detour,direct,direct,0.38960695266723633,0.0,direct,0.034944482147693634,0.40202343463897705,0.3670789524912834
89,3565,direct,detour,detour,0.27458199858665466,0.0,detour,0.02172212116420269,0.2958758473396301,0.27415372617542744
92,3716,detour,attack,attack,0.5221968293190002,0.0,attack,0.05296633020043373,0.555444598197937,0.5024782679975033
93,3835,attack,detour,attack,0.31901922821998596,0.0,detour,0.02283613756299019,0.3370150029659271,0.31417886540293694
97,3918,detour,attack,direct,0.25359219312667847,0.0,attack,0.028601331636309624,0.32894015312194824,0.3003388214856386
100,4041,attack,detour,detour,0.4137570858001709,0.0,detour,0.12141114473342896,0.5227900743484497,0.40137892961502075
102,4162,detour,direct,attack,0.34542620182037354,0.0,direct,0.04096309095621109,0.3182370066642761,0.27727391570806503
102,4222,direct,attack,attack,0.3818281292915344,0.0,attack,0.07910962402820587,0.3709923028945923,0.2918826788663864
102,4282,attack,detour,attack,0.6519514322280884,0.0,detour,0.0959012508392334,0.6218490600585938,0.5259478092193604
104,4367,detour,direct,direct,0.367328941822052,0.0,direct,0.06054570525884628,0.3530319333076477,0.2924862280488014
109,4489,direct,detour,detour,0.5501758456230164,0.0,detour,0.05150816589593887,0.5330280065536499,0.48151984065771103
113,4652,detour,attack,attack,0.3347313106060028,0.0,attack,0.052714746445417404,0.3725184202194214,0.319803673774004
113,4800,attack,direct,direct,0.8750588893890381,0.0,direct,0.37304866313934326,0.8821616172790527,0.5091129541397095
