episode,opsdemo_reward,baseline_reward
0,93.0,92.0
1,95.0,94.0
2,96.0,96.0
3,93.0,89.0
4,95.0,88.0
5,95.0,91.0
6,94.0,87.0
7,95.0,93.0
8,86.0,95.0
9,83.0,87.0
10,89.0,93.0
11,97.0,95.0
12,93.0,87.0
13,89.0,92.0
14,93.0,89.0
15,95.0,88.0
16,90.0,89.0
17,56.0,88.0
18,-59.0,92.0
19,93.0,92.0
20,88.0,89.0
21,85.0,96.0
22,91.0,88.0
23,98.0,88.0
24,91.0,87.0
25,92.0,85.0
26,95.0,92.0
27,95.0,93.0
28,95.0,88.0
29,92.0,90.0
30,97.0,95.0
31,96.0,94.0
32,93.0,91.0
33,94.0,92.0
34,74.0,93.0
35,87.0,95.0
36,98.0,92.0
37,94.0,89.0
38,93.0,91.0
39,73.0,92.0
40,51.0,88.0
41,98.0,85.0
42,96.0,96.0
43,91.0,96.0
44,98.0,91.0
45,87.0,98.0
46,92.0,86.0
47,94.0,94.0
48,88.0,91.0
49,95.0,96.0
50,96.0,95.0
51,98.0,92.0
52,90.0,92.0
53,96.0,89.0
54,93.0,92.0
55,92.0,98.0
56,70.0,90.0
57,-52.0,88.0
58,-56.0,97.0
59,92.0,85.0
60,96.0,93.0
61,94.0,92.0
62,92.0,96.0
63,96.0,96.0
64,92.0,82.0
65,97.0,88.0
66,97.0,93.0
67,89.0,84.0
68,93.0,93.0
69,94.0,95.0
70,95.0,87.0
71,94.0,89.0
72,96.0,85.0
73,89.0,94.0
74,-50.0,93.0
75,91.0,93.0
76,76.0,96.0
77,86.0,90.0
78,89.0,92.0
79,98.0,94.0
80,91.0,96.0
81,88.0,96.0
82,96.0,94.0
83,91.0,90.0
84,93.0,89.0
85,91.0,93.0
86,91.0,88.0
87,95.0,93.0
88,92.0,97.0
89,95.0,86.0
90,85.0,95.0
91,91.0,98.0
92,79.0,86.0
93,86.0,93.0
94,79.0,96.0
95,92.0,92.0
96,82.0,90.0
97,94.0,93.0
98,29.0,87.0
99,98.0,92.0
100,85.0,96.0
101,98.0,84.0
102,97.0,84.0
103,93.0,94.0
104,89.0,75.0
105,94.0,87.0
106,89.0,86.0
107,92.0,96.0
108,99.0,93.0
109,91.0,90.0
110,94.0,89.0
111,94.0,85.0
112,94.0,90.0
113,-51.0,83.0
114,65.0,91.0
115,85.0,86.0
116,93.0,95.0
117,74.0,94.0
118,84.0,92.0
119,88.0,89.0
120,91.0,87.0
121,92.0,92.0
122,87.0,95.0
123,91.0,87.0
124,96.0,96.0
125,94.0,92.0
126,93.0,93.0
127,94.0,96.0
128,96.0,94.0
129,47.0,92.0
130,72.0,93.0
131,-59.0,89.0
132,83.0,95.0
133,87.0,92.0
134,98.0,93.0
135,91.0,93.0
136,95.0,98.0
137,92.0,95.0
138,96.0,83.0
139,94.0,87.0
140,93.0,98.0
141,97.0,85.0
142,90.0,95.0
143,92.0,91.0
144,91.0,92.0
145,95.0,93.0
146,99.0,88.0
147,96.0,92.0
148,91.0,88.0
149,88.0,90.0
150,96.0,92.0
151,68.0,91.0
152,-53.0,88.0
153,91.0,91.0
154,93.0,94.0
155,95.0,88.0
156,90.0,97.0
157,83.0,84.0
158,89.0,92.0
159,94.0,89.0
160,97.0,88.0
161,99.0,91.0
162,92.0,86.0
163,91.0,86.0
164,98.0,90.0
165,94.0,92.0
166,83.0,96.0
167,-63.0,91.0
168,77.0,92.0
169,92.0,92.0
170,71.0,93.0
171,84.0,95.0
172,95.0,86.0
173,79.0,93.0
174,93.0,91.0
175,89.0,87.0
176,83.0,92.0
177,91.0,84.0
178,97.0,94.0
