episode,global_step,episode_step,true_policy,new_assumed_policy
14,110,11,chase_y,chase_y
26,211,12,chase_x,chase_x
36,311,19,chase_y,chase_y
49,411,18,chase_x,chase_x
60,511,11,chase_y,chase_y
73,609,13,chase_x,chase_x
83,709,16,chase_y,chase_y
94,811,19,chase_x,chase_x
107,915,19,chase_y,chase_y
120,1009,15,chase_x,chase_x
132,1112,12,chase_y,chase_y
144,1214,16,chase_x,chase_x
155,1311,14,chase_y,chase_y
168,1409,11,chase_x,chase_x
180,1518,19,chase_y,chase_y
190,1609,15,chase_x,chase_x
199,1707,15,chase_y,chase_y
210,1816,16,chase_x,chase_x
222,1908,15,chase_y,chase_y
235,2009,20,chase_x,chase_x
246,2108,13,chase_y,chase_y
259,2210,13,chase_x,chase_x
270,2308,18,chase_y,chase_y
285,2409,17,chase_x,chase_x
297,2516,15,chase_y,chase_y
308,2608,10,chase_x,chase_x
315,2708,17,chase_y,chase_y
326,2821,5,chase_x,chase_x
338,2919,2,chase_y,chase_y
349,3011,11,chase_x,chase_x
359,3112,15,chase_y,chase_y
368,3208,14,chase_x,chase_x
378,3308,12,chase_y,chase_y
392,3408,10,chase_x,chase_x
402,3511,13,chase_y,chase_y
414,3614,2,chase_x,chase_x
424,3710,10,chase_y,chase_y
435,3810,14,chase_x,chase_x
444,3910,14,chase_y,chase_y
454,4013,14,chase_x,chase_x
466,4109,13,chase_y,chase_y
478,4210,11,chase_x,chase_x
488,4308,14,chase_y,chase_y
501,4410,17,chase_x,chase_x
512,4509,11,chase_y,chase_y
524,4614,19,chase_x,chase_x
534,4709,17,chase_y,chase_y
545,4809,12,chase_x,chase_x
557,4910,12,chase_y,chase_y
570,5010,10,chase_x,chase_x
579,5113,15,chase_y,chase_y
591,5215,5,chase_x,chase_x
601,5309,26,chase_y,chase_y
614,5409,12,chase_x,chase_x
626,5509,12,chase_y,chase_y
636,5611,18,chase_x,chase_x
648,5709,15,chase_y,chase_y
659,5809,14,chase_x,chase_x
670,5908,18,chase_y,chase_y
686,6018,3,chase_x,chase_x
695,6111,15,chase_y,chase_y
708,6210,17,chase_x,chase_x
721,6316,15,chase_y,chase_y
732,6411,6,chase_x,chase_x
743,6509,14,chase_y,chase_y
757,6616,8,chase_x,chase_x
766,6711,22,chase_y,chase_y
779,6809,9,chase_x,chase_x
792,6914,11,chase_y,chase_y
804,7008,11,chase_x,chase_x
816,7110,16,chase_y,chase_y
827,7209,13,chase_x,chase_x
842,7313,14,chase_y,chase_y
851,7408,7,chase_x,chase_x
863,7509,5,chase_y,chase_y
875,7610,4,chase_x,chase_x
889,7716,15,chase_y,chase_y
897,7810,20,chase_x,chase_x
909,7910,21,chase_y,chase_y
918,8010,16,chase_x,chase_x
930,8113,11,chase_y,chase_y
941,8214,16,chase_x,chase_x
952,8309,19,chase_y,chase_y
964,8409,12,chase_x,chase_x
977,8514,14,chase_y,chase_y
988,8610,18,chase_x,chase_x
997,8711,26,chase_y,chase_y
