episode,global_step,episode_step,true_policy,new_assumed_policy
1,11,4,chase_x,chase_x
4,25,2,chase_x,chase_x
4,28,5,chase_x,chase_x
5,32,4,chase_x,chase_x
6,38,5,chase_x,chase_x
7,44,5,chase_x,chase_y
8,47,3,chase_x,chase_x
8,56,12,chase_x,chase_x
9,63,5,chase_x,chase_x
10,70,4,chase_x,chase_x
11,73,2,chase_x,chase_y
11,76,5,chase_x,chase_x
11,79,8,chase_x,chase_x
12,84,2,chase_x,chase_x
12,87,5,chase_x,chase_x
12,90,8,chase_x,chase_x
13,97,6,chase_x,chase_x
14,102,3,chase_y,chase_y
14,105,6,chase_y,chase_x
14,108,9,chase_y,chase_x
14,112,13,chase_y,chase_x
14,115,16,chase_y,chase_x
14,119,20,chase_y,chase_y
14,123,24,chase_y,chase_x
14,126,27,chase_y,chase_y
14,129,30,chase_y,chase_x
14,134,35,chase_y,chase_y
15,141,4,chase_y,chase_x
15,144,7,chase_y,chase_x
16,150,3,chase_y,chase_x
16,155,8,chase_y,chase_x
16,158,11,chase_y,chase_x
16,162,15,chase_y,chase_y
17,165,1,chase_y,chase_x
17,173,9,chase_y,chase_x
17,176,12,chase_y,chase_x
17,179,15,chase_y,chase_y
18,183,2,chase_y,chase_x
18,187,6,chase_y,chase_x
18,191,10,chase_y,chase_x
18,194,13,chase_y,chase_x
18,197,16,chase_y,chase_x
18,204,23,chase_x,chase_x
19,216,6,chase_x,chase_x
21,226,5,chase_x,chase_x
22,231,5,chase_x,chase_x
22,235,9,chase_x,chase_y
22,238,12,chase_x,chase_x
23,244,3,chase_x,chase_y
23,249,8,chase_x,chase_x
23,253,12,chase_x,chase_x
24,259,4,chase_x,chase_y
24,264,9,chase_x,chase_x
24,267,12,chase_x,chase_x
24,270,15,chase_x,chase_y
25,278,8,chase_x,chase_x
26,284,5,chase_x,chase_x
27,288,3,chase_x,chase_x
28,297,7,chase_x,chase_x
29,302,4,chase_y,chase_y
30,313,5,chase_y,chase_x
30,316,8,chase_y,chase_x
31,320,1,chase_y,chase_y
32,334,7,chase_y,chase_x
32,337,10,chase_y,chase_x
32,340,13,chase_y,chase_x
32,345,18,chase_y,chase_x
32,348,21,chase_y,chase_x
32,351,24,chase_y,chase_x
32,355,28,chase_y,chase_x
32,358,31,chase_y,chase_y
32,363,36,chase_y,chase_x
32,367,40,chase_y,chase_x
33,373,6,chase_y,chase_x
33,377,10,chase_y,chase_x
33,381,14,chase_y,chase_x
33,385,18,chase_y,chase_y
33,388,21,chase_y,chase_x
33,391,24,chase_y,chase_x
33,394,27,chase_y,chase_x
33,397,30,chase_y,chase_x
33,400,33,chase_x,chase_y
33,403,36,chase_x,chase_x
33,407,40,chase_x,chase_x
36,419,4,chase_x,chase_x
36,424,9,chase_x,chase_x
37,429,5,chase_x,chase_x
37,432,8,chase_x,chase_y
37,435,11,chase_x,chase_x
37,438,14,chase_x,chase_x
38,445,4,chase_x,chase_y
38,448,7,chase_x,chase_x
39,453,5,chase_x,chase_x
40,465,9,chase_x,chase_y
40,468,12,chase_x,chase_x
42,484,5,chase_x,chase_y
42,487,8,chase_x,chase_x
42,490,11,chase_x,chase_x
43,495,2,chase_x,chase_x
43,502,9,chase_y,chase_y
44,513,5,chase_y,chase_x
44,516,8,chase_y,chase_y
46,532,8,chase_y,chase_x
47,535,3,chase_y,chase_y
47,539,7,chase_y,chase_x
47,542,10,chase_y,chase_x
47,546,14,chase_y,chase_x
47,549,17,chase_y,chase_y
47,552,20,chase_y,chase_x
48,555,3,chase_y,chase_y
48,560,8,chase_y,chase_x
49,564,4,chase_y,chase_x
49,567,7,chase_y,chase_y
49,570,10,chase_y,chase_x
49,573,13,chase_y,chase_x
49,576,16,chase_y,chase_y
49,580,20,chase_y,chase_x
49,583,23,chase_y,chase_y
49,586,26,chase_y,chase_x
49,589,29,chase_y,chase_x
49,594,34,chase_y,chase_x
49,598,38,chase_y,chase_x
51,608,5,chase_x,chase_x
52,617,4,chase_x,chase_x
52,620,7,chase_x,chase_x
53,625,1,chase_x,chase_x
53,629,5,chase_x,chase_y
53,634,10,chase_x,chase_x
53,638,14,chase_x,chase_x
54,642,4,chase_x,chase_x
54,645,7,chase_x,chase_x
54,650,12,chase_x,chase_x
56,659,1,chase_x,chase_y
56,662,4,chase_x,chase_x
57,668,4,chase_x,chase_x
58,672,2,chase_x,chase_x
58,675,5,chase_x,chase_y
58,678,8,chase_x,chase_x
58,681,11,chase_x,chase_x
60,687,2,chase_x,chase_x
60,692,7,chase_x,chase_x
60,695,10,chase_x,chase_y
61,699,4,chase_x,chase_x
63,704,3,chase_y,chase_x
63,710,9,chase_y,chase_x
64,713,3,chase_y,chase_y
65,723,5,chase_y,chase_x
65,726,8,chase_y,chase_y
66,733,4,chase_y,chase_x
66,737,8,chase_y,chase_y
66,740,11,chase_y,chase_x
66,744,15,chase_y,chase_x
66,747,18,chase_y,chase_y
66,751,22,chase_y,chase_x
66,754,25,chase_y,chase_y
66,757,28,chase_y,chase_x
66,762,33,chase_y,chase_x
66,765,36,chase_y,chase_y
66,769,40,chase_y,chase_x
67,773,4,chase_y,chase_x
67,776,7,chase_y,chase_y
68,781,2,chase_y,chase_x
68,784,5,chase_y,chase_y
68,790,11,chase_y,chase_x
69,794,3,chase_y,chase_x
69,797,6,chase_y,chase_x
69,800,9,chase_x,chase_x
69,805,14,chase_x,chase_x
71,816,4,chase_x,chase_x
72,824,5,chase_x,chase_x
73,831,6,chase_x,chase_x
74,839,3,chase_x,chase_x
75,846,4,chase_x,chase_x
76,853,1,chase_x,chase_y
76,856,4,chase_x,chase_x
76,860,8,chase_x,chase_x
76,863,11,chase_x,chase_x
77,866,2,chase_x,chase_y
77,871,7,chase_x,chase_x
78,876,3,chase_x,chase_y
79,880,4,chase_x,chase_x
79,884,8,chase_x,chase_x
80,888,1,chase_x,chase_y
80,891,4,chase_x,chase_x
82,899,3,chase_x,chase_y
82,902,6,chase_y,chase_x
82,905,9,chase_y,chase_y
82,908,12,chase_y,chase_x
82,912,16,chase_y,chase_x
82,917,21,chase_y,chase_x
82,921,25,chase_y,chase_y
82,924,28,chase_y,chase_x
82,928,32,chase_y,chase_x
82,932,36,chase_y,chase_x
82,935,39,chase_y,chase_x
83,939,3,chase_y,chase_y
83,943,7,chase_y,chase_x
84,946,2,chase_y,chase_x
85,949,3,chase_y,chase_x
85,952,6,chase_y,chase_x
85,958,12,chase_y,chase_x
85,961,15,chase_y,chase_x
85,964,18,chase_y,chase_x
86,972,5,chase_y,chase_x
87,975,3,chase_y,chase_x
88,981,1,chase_y,chase_y
88,985,5,chase_y,chase_x
88,988,8,chase_y,chase_x
88,993,13,chase_y,chase_x
88,996,16,chase_y,chase_x
88,999,19,chase_y,chase_x
91,1020,4,chase_x,chase_x
91,1025,9,chase_x,chase_x
92,1031,3,chase_x,chase_x
92,1034,6,chase_x,chase_x
92,1037,9,chase_x,chase_x
96,1066,6,chase_x,chase_x
98,1076,3,chase_x,chase_x
99,1082,6,chase_x,chase_y
100,1085,2,chase_x,chase_x
101,1094,3,chase_x,chase_x
102,1103,6,chase_y,chase_y
102,1110,13,chase_y,chase_x
102,1114,17,chase_y,chase_y
102,1117,20,chase_y,chase_x
102,1120,23,chase_y,chase_y
102,1124,27,chase_y,chase_x
102,1127,30,chase_y,chase_x
102,1131,34,chase_y,chase_x
102,1134,37,chase_y,chase_x
103,1138,1,chase_y,chase_x
103,1142,5,chase_y,chase_y
104,1145,1,chase_y,chase_x
104,1148,4,chase_y,chase_x
104,1151,7,chase_y,chase_x
104,1155,11,chase_y,chase_x
104,1158,14,chase_y,chase_x
104,1161,17,chase_y,chase_x
104,1164,20,chase_y,chase_y
104,1170,26,chase_y,chase_x
105,1173,3,chase_y,chase_y
106,1176,2,chase_y,chase_x
106,1182,8,chase_y,chase_x
106,1186,12,chase_y,chase_x
107,1190,3,chase_y,chase_y
107,1193,6,chase_y,chase_x
107,1196,9,chase_y,chase_x
107,1200,13,chase_x,chase_x
108,1207,1,chase_x,chase_x
108,1210,4,chase_x,chase_y
108,1214,8,chase_x,chase_x
108,1217,11,chase_x,chase_y
108,1221,15,chase_x,chase_x
108,1225,19,chase_x,chase_x
109,1229,2,chase_x,chase_x
110,1235,3,chase_x,chase_x
112,1249,6,chase_x,chase_x
113,1258,8,chase_x,chase_x
114,1265,5,chase_x,chase_x
115,1273,6,chase_x,chase_x
116,1278,2,chase_x,chase_x
116,1282,6,chase_x,chase_x
117,1289,5,chase_x,chase_x
118,1297,4,chase_x,chase_x
118,1302,9,chase_y,chase_x
118,1305,12,chase_y,chase_x
119,1308,1,chase_y,chase_y
119,1314,7,chase_y,chase_x
120,1321,2,chase_y,chase_y
121,1329,1,chase_y,chase_x
121,1333,5,chase_y,chase_x
121,1337,9,chase_y,chase_x
121,1342,14,chase_y,chase_x
121,1345,17,chase_y,chase_x
121,1348,20,chase_y,chase_y
121,1353,25,chase_y,chase_x
121,1356,28,chase_y,chase_x
121,1359,31,chase_y,chase_y
121,1362,34,chase_y,chase_x
121,1365,37,chase_y,chase_y
121,1368,40,chase_y,chase_x
122,1375,7,chase_y,chase_x
122,1378,10,chase_y,chase_x
122,1382,14,chase_y,chase_x
122,1386,18,chase_y,chase_y
122,1390,22,chase_y,chase_x
122,1393,25,chase_y,chase_y
122,1396,28,chase_y,chase_x
122,1400,32,chase_x,chase_x
122,1406,38,chase_x,chase_x
123,1415,7,chase_x,chase_x
123,1421,13,chase_x,chase_y
123,1424,16,chase_x,chase_x
