episode,opsdemo_reward,response_policy_accuracy,baseline_reward
0,93.0,1.0,92.0
1,95.0,1.0,94.0
2,96.0,1.0,96.0
3,93.0,1.0,89.0
4,95.0,1.0,88.0
5,95.0,1.0,91.0
6,94.0,1.0,87.0
7,95.0,1.0,93.0
8,86.0,1.0,95.0
9,92.0,1.0,87.0
10,95.0,1.0,93.0
11,89.0,1.0,95.0
12,91.0,1.0,87.0
13,92.0,1.0,92.0
14,81.0,0.7368421052631579,89.0
15,95.0,1.0,88.0
16,91.0,1.0,89.0
17,96.0,1.0,88.0
18,93.0,1.0,92.0
19,92.0,1.0,92.0
20,87.0,1.0,89.0
21,97.0,1.0,96.0
22,94.0,1.0,90.0
23,94.0,1.0,94.0
24,98.0,1.0,94.0
25,96.0,1.0,94.0
26,96.0,1.0,88.0
27,93.0,1.0,94.0
28,83.0,0.6428571428571429,87.0
29,96.0,1.0,89.0
30,86.0,1.0,95.0
31,99.0,1.0,93.0
32,92.0,1.0,94.0
33,96.0,1.0,93.0
34,96.0,1.0,98.0
35,91.0,1.0,88.0
36,94.0,1.0,93.0
37,91.0,1.0,89.0
38,95.0,1.0,88.0
39,95.0,1.0,97.0
40,97.0,1.0,88.0
41,93.0,1.0,94.0
42,90.0,1.0,89.0
43,79.0,0.47619047619047616,90.0
44,93.0,1.0,96.0
45,85.0,1.0,93.0
46,95.0,1.0,92.0
47,91.0,1.0,87.0
48,88.0,1.0,84.0
49,88.0,1.0,96.0
50,89.0,1.0,93.0
51,75.0,0.8,91.0
52,93.0,1.0,85.0
53,97.0,1.0,86.0
54,97.0,1.0,96.0
55,88.0,1.0,92.0
56,94.0,1.0,91.0
57,93.0,1.0,91.0
58,90.0,1.0,93.0
59,88.0,1.0,91.0
60,91.0,1.0,89.0
61,90.0,1.0,87.0
62,81.0,0.46153846153846156,93.0
63,91.0,1.0,91.0
64,95.0,1.0,95.0
65,97.0,1.0,87.0
66,94.0,1.0,92.0
67,92.0,1.0,91.0
68,91.0,1.0,94.0
69,99.0,1.0,94.0
70,95.0,1.0,89.0
71,87.0,1.0,91.0
72,93.0,1.0,92.0
73,90.0,1.0,94.0
74,94.0,1.0,92.0
75,93.0,1.0,93.0
76,85.0,0.6666666666666666,90.0
77,93.0,1.0,91.0
78,91.0,1.0,94.0
79,92.0,1.0,95.0
80,99.0,1.0,94.0
81,91.0,1.0,76.0
82,93.0,1.0,93.0
83,90.0,1.0,93.0
84,95.0,1.0,90.0
85,93.0,1.0,88.0
86,96.0,1.0,94.0
87,97.0,1.0,88.0
88,84.0,1.0,92.0
89,88.0,0.4,96.0
90,90.0,0.6666666666666666,92.0
91,87.0,1.0,92.0
92,85.0,1.0,98.0
93,88.0,1.0,93.0
94,89.0,1.0,96.0
95,88.0,1.0,92.0
96,91.0,1.0,90.0
97,90.0,1.0,93.0
98,73.0,0.5789473684210527,87.0
99,93.0,1.0,92.0
100,96.0,1.0,96.0
101,94.0,1.0,84.0
102,95.0,1.0,84.0
103,89.0,1.0,94.0
104,81.0,1.0,75.0
105,97.0,1.0,87.0
106,92.0,1.0,86.0
107,99.0,1.0,96.0
108,92.0,1.0,93.0
109,98.0,1.0,90.0
110,95.0,1.0,89.0
111,81.0,0.6842105263157895,85.0
112,89.0,1.0,90.0
113,91.0,1.0,83.0
114,94.0,1.0,91.0
115,94.0,1.0,86.0
116,92.0,1.0,95.0
117,92.0,1.0,94.0
118,92.0,1.0,92.0
119,92.0,1.0,89.0
120,92.0,1.0,87.0
121,92.0,1.0,92.0
122,68.0,0.7272727272727273,95.0
123,93.0,1.0,87.0
124,93.0,1.0,96.0
125,93.0,1.0,92.0
126,92.0,1.0,93.0
127,95.0,1.0,96.0
128,98.0,1.0,94.0
129,94.0,1.0,92.0
130,91.0,1.0,93.0
131,91.0,1.0,89.0
132,86.0,1.0,95.0
133,93.0,1.0,92.0
134,82.0,0.6428571428571429,93.0
135,91.0,1.0,93.0
136,92.0,1.0,98.0
137,93.0,1.0,95.0
138,91.0,1.0,84.0
139,93.0,1.0,87.0
140,89.0,1.0,98.0
141,95.0,1.0,85.0
142,93.0,1.0,95.0
143,96.0,1.0,91.0
144,88.0,1.0,92.0
145,95.0,1.0,93.0
146,93.0,1.0,88.0
147,95.0,0.0,92.0
148,95.0,0.0,82.0
149,90.0,0.6,91.0
150,93.0,1.0,85.0
151,96.0,1.0,91.0
152,94.0,1.0,89.0
153,94.0,1.0,91.0
154,87.0,1.0,89.0
155,93.0,1.0,89.0
156,94.0,1.0,86.0
157,96.0,1.0,86.0
158,92.0,1.0,87.0
159,96.0,1.0,89.0
160,93.0,1.0,88.0
161,88.0,0.6666666666666666,88.0
162,91.0,0.3333333333333333,93.0
163,91.0,1.0,89.0
164,91.0,1.0,94.0
165,96.0,1.0,85.0
166,94.0,1.0,74.0
167,91.0,1.0,96.0
168,90.0,1.0,93.0
169,89.0,1.0,88.0
170,93.0,1.0,97.0
171,93.0,1.0,93.0
172,96.0,1.0,95.0
173,91.0,1.0,92.0
174,98.0,1.0,96.0
175,79.0,0.5,86.0
176,90.0,1.0,92.0
177,97.0,1.0,92.0
178,89.0,1.0,79.0
179,87.0,1.0,94.0
180,98.0,1.0,88.0
181,95.0,1.0,96.0
182,89.0,1.0,83.0
183,90.0,1.0,89.0
184,95.0,1.0,94.0
185,94.0,1.0,96.0
186,80.0,0.75,89.0
187,98.0,1.0,88.0
188,91.0,1.0,92.0
189,88.0,1.0,92.0
190,95.0,1.0,84.0
191,85.0,1.0,89.0
192,97.0,1.0,89.0
193,93.0,1.0,94.0
194,96.0,1.0,89.0
195,90.0,1.0,95.0
196,94.0,1.0,95.0
197,96.0,1.0,89.0
198,90.0,1.0,84.0
199,94.0,0.5,88.0
200,90.0,0.5,92.0
201,90.0,1.0,95.0
202,93.0,1.0,87.0
203,92.0,1.0,89.0
204,90.0,1.0,91.0
205,86.0,1.0,91.0
206,88.0,1.0,92.0
207,91.0,1.0,95.0
208,93.0,1.0,89.0
209,93.0,1.0,88.0
210,80.0,0.6,86.0
211,91.0,1.0,93.0
212,99.0,1.0,89.0
213,96.0,1.0,87.0
214,95.0,1.0,92.0
215,93.0,1.0,85.0
216,92.0,1.0,96.0
217,88.0,1.0,93.0
218,94.0,1.0,96.0
219,90.0,1.0,94.0
220,94.0,1.0,95.0
