episode,global_step,episode_step,true_policy,new_assumed_policy
14,107,8,chase_y,chase_y
25,209,22,chase_x,chase_x
37,305,6,chase_y,chase_y
49,404,11,chase_x,chase_x
60,508,9,chase_y,chase_y
73,605,9,chase_x,chase_x
83,706,13,chase_y,chase_y
95,805,9,chase_x,chase_x
108,906,13,chase_y,chase_y
118,1004,12,chase_x,chase_x
129,1105,10,chase_y,chase_y
142,1209,11,chase_x,chase_x
153,1306,13,chase_y,chase_y
167,1404,9,chase_x,chase_x
180,1503,6,chase_y,chase_y
191,1610,20,chase_x,chase_x
201,1707,6,chase_y,chase_y
212,1806,9,chase_x,chase_x
223,1903,12,chase_y,chase_y
235,2006,17,chase_x,chase_x
246,2103,8,chase_y,chase_y
259,2202,9,chase_x,chase_x
270,2305,15,chase_y,chase_y
280,2408,21,chase_x,chase_x
293,2504,8,chase_y,chase_y
306,2608,13,chase_x,chase_x
318,2705,7,chase_y,chase_y
329,2805,10,chase_x,chase_x
340,2904,19,chase_y,chase_y
350,3002,9,chase_x,chase_x
362,3109,16,chase_y,chase_y
374,3206,11,chase_x,chase_x
387,3312,13,chase_y,chase_y
400,3404,10,chase_x,chase_x
411,3504,8,chase_y,chase_y
420,3605,13,chase_x,chase_x
434,3704,13,chase_y,chase_y
448,3804,8,chase_x,chase_x
460,3905,12,chase_y,chase_y
471,4015,12,chase_x,chase_x
483,4106,4,chase_y,chase_y
496,4203,4,chase_x,chase_x
508,4306,13,chase_y,chase_x
508,4311,18,chase_y,chase_y
519,4405,12,chase_x,chase_x
533,4505,6,chase_y,chase_y
544,4604,14,chase_x,chase_x
555,4703,1,chase_y,chase_y
567,4804,6,chase_x,chase_x
577,4906,9,chase_y,chase_y
589,5006,16,chase_x,chase_x
599,5106,9,chase_y,chase_y
608,5206,29,chase_x,chase_x
623,5304,7,chase_y,chase_y
636,5405,8,chase_x,chase_x
647,5504,5,chase_y,chase_y
659,5606,15,chase_x,chase_x
669,5706,18,chase_y,chase_y
680,5805,13,chase_x,chase_x
692,5906,12,chase_y,chase_y
704,6006,9,chase_x,chase_x
715,6104,17,chase_y,chase_y
726,6208,11,chase_x,chase_x
738,6309,15,chase_y,chase_y
750,6406,4,chase_x,chase_x
761,6510,9,chase_y,chase_y
773,6604,7,chase_x,chase_x
786,6705,8,chase_y,chase_y
799,6805,9,chase_x,chase_x
814,6906,16,chase_y,chase_y
825,7010,5,chase_x,chase_x
838,7106,7,chase_y,chase_y
852,7207,14,chase_x,chase_x
865,7305,6,chase_y,chase_y
881,7409,10,chase_x,chase_x
892,7504,12,chase_y,chase_y
903,7605,7,chase_x,chase_x
915,7704,6,chase_y,chase_y
926,7802,4,chase_x,chase_x
937,7910,7,chase_y,chase_y
948,8007,9,chase_x,chase_x
961,8107,7,chase_y,chase_y
972,8207,6,chase_x,chase_x
983,8307,12,chase_y,chase_y
995,8409,12,chase_x,chase_x
