episode,global_step,from_policy,to_policy,true_policy,normalized_error
2,39,direct,direct,direct,0.3309119641780853
3,69,direct,detour,direct,0.39511099457740784
4,96,detour,attack,direct,0.329149454832077
6,134,attack,direct,direct,0.1728375107049942
7,161,direct,detour,detour,0.7639284133911133
8,195,detour,attack,detour,0.6227819919586182
8,249,attack,direct,detour,0.23079176247119904
8,269,direct,detour,detour,0.4171965718269348
8,290,detour,attack,detour,1.464342474937439
8,313,attack,attack,detour,1.3177757263183594
8,318,attack,detour,detour,2.213029623031616
9,350,detour,detour,attack,1.1478623151779175
9,377,detour,attack,attack,0.5580859184265137
10,413,attack,attack,attack,0.7130050659179688
10,441,attack,detour,attack,0.5028828382492065
11,465,detour,direct,attack,0.7784122228622437
11,489,direct,direct,direct,0.17108969390392303
13,514,direct,attack,direct,0.4308689832687378
15,540,attack,attack,direct,0.1353355050086975
16,557,attack,detour,direct,0.6583360433578491
18,598,detour,detour,direct,0.27945318818092346
20,624,detour,direct,direct,0.6224101781845093
22,644,direct,detour,detour,1.0098072290420532
23,683,detour,direct,detour,0.8447765111923218
23,713,direct,detour,detour,0.34297364950180054
23,736,detour,detour,detour,0.6354952454566956
24,758,detour,attack,detour,0.2560422122478485
24,777,attack,detour,detour,0.6750771999359131
25,805,detour,detour,attack,0.47771409153938293
25,837,detour,detour,attack,0.7069350481033325
26,860,detour,direct,attack,0.3478364646434784
27,884,direct,detour,attack,0.5679035782814026
27,909,detour,detour,attack,0.3144955039024353
28,930,detour,direct,attack,1.1825947761535645
28,951,direct,direct,attack,0.2647300958633423
29,975,direct,direct,direct,0.41722190380096436
31,1001,direct,direct,direct,0.48892635107040405
32,1034,direct,direct,direct,0.5181037187576294
34,1057,direct,direct,direct,0.2989482581615448
35,1078,direct,direct,direct,0.32381680607795715
36,1106,direct,detour,direct,0.9599073529243469
37,1130,detour,detour,detour,0.2491168975830078
39,1170,detour,direct,detour,0.7941346764564514
39,1185,direct,direct,detour,0.9554362297058105
39,1206,direct,direct,detour,0.3780905306339264
39,1250,direct,direct,detour,0.27247801423072815
40,1276,direct,detour,detour,0.9286789894104004
40,1292,detour,direct,attack,0.4358374774456024
41,1330,direct,direct,attack,0.13348831236362457
42,1372,direct,direct,attack,0.4277186989784241
43,1407,direct,detour,attack,0.8328877091407776
43,1436,detour,direct,attack,0.2669600248336792
45,1455,direct,direct,direct,0.3913279175758362
48,1490,direct,detour,direct,0.8164410591125488
48,1507,detour,direct,direct,0.4355815649032593
51,1557,direct,direct,direct,0.1597389578819275
54,1585,direct,detour,direct,0.47258418798446655
54,1601,detour,detour,detour,0.4787166714668274
55,1622,detour,direct,detour,0.2354862093925476
55,1661,direct,direct,detour,0.2659810185432434
56,1676,direct,detour,detour,0.4938581883907318
56,1708,detour,detour,detour,0.34521469473838806
57,1730,detour,detour,detour,0.24337172508239746
58,1759,detour,detour,detour,0.6659646034240723
58,1782,detour,direct,attack,0.22098246216773987
59,1795,direct,detour,attack,0.998094916343689
59,1811,detour,detour,attack,0.6642671227455139
59,1827,detour,detour,attack,0.8392156958580017
60,1844,detour,detour,attack,0.48221316933631897
61,1875,detour,direct,attack,1.1274462938308716
61,1920,direct,detour,direct,0.8273552656173706
65,1958,detour,direct,direct,0.7210560441017151
68,1996,direct,direct,direct,0.3180939853191376
70,2030,direct,direct,direct,0.35713309049606323
71,2063,direct,direct,direct,0.43414220213890076
71,2092,direct,direct,detour,0.3061724305152893
71,2122,direct,detour,detour,1.6582415103912354
71,2128,detour,attack,detour,2.857478618621826
71,2153,attack,attack,detour,0.39190173149108887
71,2192,attack,direct,detour,1.7601039409637451
71,2200,direct,direct,detour,1.0197389125823975
71,2211,direct,attack,detour,1.1254804134368896
71,2222,attack,direct,detour,1.4640716314315796
71,2230,direct,direct,detour,0.642828106880188
71,2240,direct,attack,attack,1.5248515605926514
71,2268,attack,attack,attack,0.4440821409225464
71,2329,attack,attack,attack,0.1795036494731903
71,2369,attack,attack,attack,0.7579470276832581
71,2397,attack,attack,attack,0.3921533226966858
71,2417,attack,direct,direct,0.7987004518508911
72,2447,direct,detour,direct,0.3934958577156067
73,2468,detour,detour,direct,0.8327685594558716
75,2496,detour,detour,direct,0.4272383451461792
78,2536,detour,direct,direct,0.7881672978401184
79,2565,direct,attack,detour,0.8217360973358154
79,2596,attack,attack,detour,0.10973016917705536
79,2637,attack,attack,detour,0.5284057259559631
79,2644,attack,detour,detour,0.8107793927192688
79,2652,detour,direct,detour,1.5803329944610596
79,2662,direct,direct,detour,0.5047811269760132
79,2683,direct,direct,detour,0.6178950667381287
79,2720,direct,attack,attack,1.6844654083251953
79,2733,attack,attack,attack,0.6357831954956055
79,2753,attack,attack,attack,0.37997370958328247
79,2790,attack,attack,attack,0.39307793974876404
79,2826,attack,direct,attack,0.6202495694160461
80,2846,direct,attack,attack,0.3608848452568054
80,2872,attack,attack,attack,0.5413265228271484
81,2889,attack,direct,direct,0.4381336271762848
82,2903,direct,attack,direct,0.22986997663974762
83,2927,attack,attack,direct,0.32926487922668457
85,2950,attack,attack,direct,0.5363489389419556
86,2974,attack,direct,direct,0.4903503954410553
88,3001,direct,direct,direct,0.24046404659748077
89,3025,direct,direct,direct,0.4376458525657654
89,3046,direct,direct,detour,0.5507153868675232
89,3063,direct,attack,detour,0.6762341260910034
89,3075,attack,detour,detour,0.8417918682098389
89,3087,detour,detour,detour,0.7354689836502075
90,3101,detour,direct,detour,0.9402673244476318
90,3142,direct,attack,detour,0.8793699145317078
90,3157,attack,attack,detour,0.6847512125968933
90,3199,attack,attack,detour,0.24590954184532166
90,3238,attack,attack,attack,0.4036928117275238
90,3307,attack,attack,attack,0.18180620670318604
90,3331,attack,attack,attack,0.4394976496696472
90,3361,attack,direct,direct,0.9742436408996582
90,3386,direct,direct,direct,0.370259553194046
91,3400,direct,attack,direct,0.5624188780784607
94,3439,attack,attack,direct,0.5847282409667969
96,3467,attack,direct,direct,0.3159727156162262
97,3496,direct,direct,direct,0.49706214666366577
99,3520,direct,attack,detour,0.8436427116394043
99,3549,attack,attack,detour,0.23991720378398895
99,3598,attack,detour,detour,1.6668297052383423
99,3606,detour,detour,detour,1.1802308559417725
99,3616,detour,detour,detour,0.9869694113731384
99,3628,detour,attack,detour,1.3938624858856201
99,3636,attack,detour,detour,1.5236746072769165
99,3650,detour,direct,detour,1.2254678010940552
99,3658,direct,direct,detour,0.750476598739624
99,3671,direct,detour,detour,0.5621899962425232
99,3685,detour,detour,attack,0.3219510614871979
100,3708,detour,direct,attack,0.42112261056900024
100,3737,direct,attack,attack,0.5840703248977661
101,3757,attack,direct,attack,0.4010133743286133
102,3807,direct,direct,attack,0.6499494910240173
103,3831,direct,direct,attack,0.08541136980056763
103,3847,direct,direct,direct,0.43011802434921265
104,3874,direct,direct,direct,0.47392505407333374
107,3898,direct,attack,direct,0.5467067360877991
109,3920,attack,attack,direct,0.0819627121090889
111,3939,attack,attack,direct,0.7308429479598999
113,3979,attack,detour,direct,0.3584262430667877
114,4000,detour,attack,detour,1.0998589992523193
114,4027,attack,attack,detour,0.30456236004829407
114,4057,attack,attack,detour,0.1283155381679535
115,4074,attack,attack,detour,0.4433405101299286
115,4127,attack,attack,detour,0.26804211735725403
115,4137,attack,attack,detour,0.5743297934532166
115,4147,attack,attack,detour,0.5656203031539917
115,4155,attack,direct,detour,1.130668044090271
115,4162,direct,attack,attack,1.7884174585342407
115,4190,attack,attack,attack,0.3152998685836792
115,4250,attack,attack,attack,0.34404540061950684
115,4275,attack,direct,attack,0.43745243549346924
116,4294,direct,direct,attack,0.5150666236877441
117,4322,direct,direct,direct,0.2389582395553589
120,4349,direct,direct,direct,0.2873245179653168
123,4391,direct,attack,direct,0.7787095308303833
124,4402,attack,direct,direct,0.796501874923706
127,4437,direct,detour,direct,0.42054077982902527
129,4454,detour,direct,direct,0.705872654914856
130,4490,direct,direct,detour,0.33531421422958374
130,4528,direct,detour,detour,0.33508193492889404
130,4549,detour,direct,detour,0.8120720386505127
130,4554,direct,detour,detour,1.7322320938110352
130,4562,detour,detour,detour,1.000023365020752
130,4572,detour,direct,detour,0.7649080157279968
130,4581,direct,attack,detour,0.6133624911308289
130,4590,attack,direct,detour,0.7640527486801147
130,4599,direct,detour,detour,1.7988348007202148
130,4606,detour,attack,detour,1.196659803390503
130,4627,attack,detour,detour,0.7639909386634827
130,4635,detour,attack,detour,1.2511694431304932
130,4647,attack,attack,attack,0.7718207836151123
130,4705,attack,attack,attack,0.20218589901924133
130,4760,attack,attack,attack,0.29095810651779175
130,4781,attack,detour,attack,0.7577787041664124
132,4811,detour,detour,direct,0.34156563878059387
134,4834,detour,direct,direct,1.1708699464797974
135,4859,direct,direct,direct,0.1172468364238739
136,4871,direct,detour,direct,0.6106466054916382
137,4891,detour,direct,direct,0.904417872428894
139,4925,direct,direct,direct,0.16605524718761444
140,4960,direct,attack,detour,0.8245291709899902
140,5000,attack,direct,detour,1.8364737033843994
140,5032,direct,direct,detour,0.15004226565361023
140,5121,direct,attack,attack,1.9541206359863281
140,5197,attack,attack,attack,0.6612245440483093
140,5222,attack,detour,attack,0.29781869053840637
141,5255,detour,detour,attack,0.3132924735546112
141,5274,detour,detour,attack,0.38001129031181335
144,5303,detour,direct,direct,0.32682567834854126
145,5336,direct,direct,direct,0.2384537011384964
148,5357,direct,detour,direct,0.5825537443161011
149,5383,detour,attack,direct,0.3872181177139282
151,5410,attack,attack,direct,0.5839568376541138
152,5440,attack,detour,detour,1.4652098417282104
152,5469,detour,detour,detour,0.36643481254577637
153,5488,detour,direct,detour,0.4011950194835663
153,5519,direct,direct,detour,0.3581598997116089
154,5542,direct,detour,detour,0.7905222177505493
155,5571,detour,detour,detour,0.37796908617019653
156,5600,detour,direct,attack,0.9226406812667847
156,5629,direct,direct,attack,0.38673025369644165
157,5647,direct,direct,attack,0.302945077419281
158,5692,direct,direct,attack,0.22660622000694275
159,5727,direct,attack,attack,0.5129022598266602
160,5761,attack,direct,direct,0.6830501556396484
163,5812,direct,direct,direct,0.1543530821800232
165,5857,direct,attack,direct,0.42311403155326843
166,5875,attack,attack,direct,0.24381527304649353
170,5900,attack,direct,direct,0.4184664487838745
171,5954,direct,direct,detour,0.420917809009552
171,5998,direct,attack,detour,2.2628514766693115
171,6006,attack,detour,detour,1.5952415466308594
171,6012,detour,attack,detour,0.9917110204696655
171,6020,attack,detour,detour,1.9080843925476074
