episode,global_step,episode_step,true_policy,new_assumed_policy
14,103,4,chase_y,chase_y
28,202,6,chase_x,chase_x
43,307,8,chase_y,chase_y
54,404,9,chase_x,chase_x
66,500,6,chase_y,chase_y
76,602,6,chase_x,chase_x
84,701,5,chase_y,chase_y
94,803,11,chase_x,chase_x
107,904,5,chase_y,chase_y
120,1003,9,chase_x,chase_x
134,1104,4,chase_y,chase_y
149,1212,3,chase_x,chase_x
161,1301,10,chase_y,chase_y
176,1404,6,chase_x,chase_x
188,1503,5,chase_y,chase_y
200,1604,6,chase_x,chase_x
206,1673,12,chase_x,chase_x
210,1703,7,chase_y,chase_y
223,1802,3,chase_x,chase_x
238,1903,10,chase_y,chase_y
252,2004,6,chase_x,chase_x
263,2104,8,chase_y,chase_y
271,2203,17,chase_x,chase_x
284,2303,6,chase_y,chase_y
299,2403,5,chase_x,chase_x
309,2508,15,chase_y,chase_y
323,2602,6,chase_x,chase_x
336,2704,5,chase_y,chase_y
349,2803,6,chase_x,chase_x
362,2898,10,chase_x,chase_x
363,2905,5,chase_y,chase_y
374,3007,11,chase_x,chase_x
386,3110,12,chase_y,chase_y
398,3203,4,chase_x,chase_x
411,3308,1,chase_y,chase_y
422,3405,13,chase_x,chase_x
431,3503,4,chase_y,chase_y
444,3602,4,chase_x,chase_x
457,3707,9,chase_y,chase_y
467,3802,3,chase_x,chase_x
479,3902,7,chase_y,chase_y
489,4004,7,chase_x,chase_x
501,4104,10,chase_y,chase_y
515,4202,5,chase_x,chase_x
525,4304,9,chase_y,chase_y
539,4402,15,chase_x,chase_x
551,4502,6,chase_y,chase_y
563,4604,12,chase_x,chase_x
576,4703,13,chase_y,chase_y
590,4804,8,chase_x,chase_x
601,4903,8,chase_y,chase_y
612,5004,11,chase_x,chase_x
624,5104,7,chase_y,chase_y
636,5203,6,chase_x,chase_x
647,5301,3,chase_y,chase_y
659,5403,16,chase_x,chase_x
671,5504,12,chase_y,chase_y
686,5604,9,chase_x,chase_x
700,5701,2,chase_y,chase_y
714,5801,2,chase_x,chase_x
729,5904,8,chase_y,chase_y
743,6005,10,chase_x,chase_x
757,6105,7,chase_y,chase_y
769,6203,6,chase_x,chase_x
783,6302,2,chase_y,chase_y
796,6406,3,chase_x,chase_x
809,6503,6,chase_y,chase_y
823,6602,9,chase_x,chase_x
836,6703,3,chase_y,chase_y
847,6803,6,chase_x,chase_x
858,6903,8,chase_y,chase_y
871,7004,3,chase_x,chase_x
886,7103,8,chase_y,chase_y
894,7191,21,chase_y,chase_x
895,7196,5,chase_y,chase_y
895,7202,11,chase_x,chase_x
901,7264,5,chase_x,chase_y
901,7267,8,chase_x,chase_x
906,7303,4,chase_y,chase_y
919,7405,17,chase_x,chase_x
931,7502,9,chase_y,chase_y
942,7602,10,chase_x,chase_x
954,7702,7,chase_y,chase_y
966,7801,3,chase_x,chase_x
979,7902,8,chase_y,chase_y
990,8004,12,chase_x,chase_x
