episode,global_step,from_policy,to_policy,true_policy,normalized_error
1,34,direct,direct,direct,0.15126816928386688
3,63,direct,direct,direct,0.1605994701385498
7,114,direct,direct,direct,0.19759561121463776
9,143,direct,attack,direct,0.7533032894134521
10,166,attack,detour,detour,0.532463788986206
11,198,detour,direct,detour,1.0931419134140015
11,249,direct,detour,detour,0.3973481059074402
12,283,detour,detour,detour,0.20049357414245605
13,319,detour,direct,detour,0.5143415927886963
13,358,direct,attack,attack,0.2876693904399872
13,393,attack,attack,attack,0.32701557874679565
13,431,attack,attack,attack,0.36112111806869507
13,477,attack,attack,attack,0.4270601272583008
14,512,attack,detour,direct,0.2490035891532898
17,560,detour,direct,direct,0.5875044465065002
19,581,direct,detour,direct,0.7061561942100525
20,606,detour,direct,direct,0.5248247981071472
22,624,direct,detour,direct,0.36547887325286865
23,662,detour,detour,detour,0.14928048849105835
25,705,detour,attack,detour,1.097214698791504
25,757,attack,attack,detour,0.321804404258728
26,782,attack,direct,detour,1.1308486461639404
26,810,direct,detour,attack,0.4299079179763794
26,834,detour,attack,attack,0.7059755921363831
26,871,attack,attack,attack,0.2278468757867813
26,921,attack,attack,attack,0.250985711812973
26,960,attack,detour,direct,1.9496294260025024
26,978,detour,detour,direct,0.591315507888794
27,1006,detour,direct,direct,0.29193419218063354
28,1042,direct,direct,direct,0.45291805267333984
30,1081,direct,direct,direct,0.35697492957115173
32,1114,direct,detour,direct,0.697166383266449
33,1138,detour,detour,detour,0.38393786549568176
34,1172,detour,detour,detour,0.492039293050766
35,1210,detour,detour,detour,0.6608625054359436
35,1245,detour,detour,detour,0.4649330973625183
37,1304,detour,detour,attack,0.49311038851737976
38,1333,detour,detour,attack,0.40892237424850464
38,1348,detour,attack,attack,0.7849845886230469
39,1360,attack,detour,attack,0.22862990200519562
40,1397,detour,detour,attack,0.1628393828868866
41,1435,detour,attack,attack,0.6827369332313538
42,1467,attack,detour,direct,0.3007968068122864
44,1504,detour,attack,direct,0.8870607614517212
45,1537,attack,attack,direct,0.26436543464660645
48,1586,attack,direct,direct,0.44072431325912476
48,1608,direct,detour,detour,0.6012246012687683
49,1653,detour,detour,detour,0.24747753143310547
50,1682,detour,attack,detour,0.2879107594490051
50,1744,attack,attack,detour,0.11720878630876541
51,1765,attack,direct,attack,0.43085065484046936
52,1790,direct,direct,attack,0.3734651803970337
53,1825,direct,direct,attack,0.28657838702201843
53,1869,direct,attack,attack,0.6148911714553833
53,1905,attack,attack,attack,0.166672021150589
53,1923,attack,detour,direct,0.8941189646720886
55,1950,detour,detour,direct,0.34970125555992126
57,1994,detour,direct,direct,0.7096472978591919
60,2039,direct,detour,direct,0.3646698296070099
61,2072,detour,detour,direct,0.234710693359375
62,2105,detour,detour,detour,0.21583211421966553
63,2151,detour,detour,detour,0.10549097508192062
64,2179,detour,detour,detour,0.1690436750650406
65,2215,detour,detour,detour,0.2758602797985077
66,2260,detour,direct,attack,0.3552117943763733
66,2293,direct,direct,attack,0.08060844987630844
66,2353,direct,attack,attack,0.4322330355644226
66,2381,attack,attack,attack,0.40523070096969604
66,2410,attack,attack,direct,0.3909759521484375
68,2441,attack,attack,direct,0.1507299542427063
71,2475,attack,attack,direct,0.8424389958381653
75,2524,attack,attack,direct,0.36852362751960754
78,2561,attack,direct,detour,0.394918829202652
78,2601,direct,attack,detour,1.1355247497558594
78,2612,attack,direct,detour,0.6455875635147095
78,2624,direct,direct,detour,1.331322431564331
78,2633,direct,attack,detour,1.17680025100708
78,2657,attack,attack,detour,0.46861860156059265
78,2691,attack,attack,detour,0.467213898897171
78,2721,attack,detour,attack,0.7106812000274658
78,2751,detour,detour,attack,0.24051237106323242
78,2795,detour,detour,attack,0.2604239284992218
79,2826,detour,detour,attack,0.17178964614868164
80,2844,detour,attack,attack,1.3657832145690918
82,2901,attack,detour,direct,0.8972083330154419
84,2936,detour,direct,direct,1.489839792251587
85,2967,direct,direct,direct,0.21034681797027588
86,2991,direct,attack,direct,0.42357486486434937
89,3045,attack,detour,detour,0.3169783353805542
90,3088,detour,attack,detour,0.5697451233863831
91,3153,attack,attack,detour,0.21908900141716003
92,3209,attack,attack,attack,0.375382661819458
92,3238,attack,attack,attack,0.5097239017486572
92,3307,attack,attack,attack,0.15878337621688843
92,3360,attack,direct,direct,1.0359878540039062
92,3399,direct,attack,direct,0.2836386561393738
94,3419,attack,attack,direct,0.39094385504722595
96,3463,attack,attack,direct,0.1706608682870865
97,3496,attack,direct,direct,0.5330405831336975
98,3520,direct,attack,detour,0.9215797185897827
99,3572,attack,direct,detour,0.5387592315673828
99,3622,direct,attack,detour,0.20140284299850464
100,3663,attack,attack,detour,0.30960947275161743
100,3703,attack,direct,attack,0.1675204336643219
100,3727,direct,detour,attack,0.7131483554840088
100,3755,detour,detour,attack,0.2913469076156616
101,3840,detour,direct,direct,0.5442579388618469
104,3895,direct,attack,direct,0.7587624192237854
105,3921,attack,direct,direct,0.45762601494789124
107,3960,direct,direct,direct,0.17974525690078735
109,3995,direct,direct,direct,0.3007522523403168
109,4035,direct,direct,detour,0.21852222084999084
109,4066,direct,detour,detour,1.3978749513626099
109,4075,detour,direct,detour,0.4735313653945923
109,4083,direct,detour,detour,1.7421491146087646
109,4090,detour,direct,detour,0.6616276502609253
109,4098,direct,direct,detour,1.0975415706634521
109,4110,direct,direct,detour,0.32265058159828186
109,4122,direct,attack,detour,1.6154791116714478
109,4138,attack,direct,detour,1.0288373231887817
109,4155,direct,direct,detour,0.6396639943122864
109,4166,direct,attack,attack,0.9712309241294861
109,4185,attack,attack,attack,0.5601162910461426
109,4225,attack,attack,attack,0.1899545043706894
109,4317,attack,attack,attack,0.1492016315460205
110,4364,attack,direct,direct,0.7776738405227661
111,4378,direct,attack,direct,0.7018105983734131
112,4397,attack,direct,direct,0.6704134941101074
113,4416,direct,detour,direct,0.736143946647644
116,4442,detour,detour,direct,0.5254132151603699
117,4469,detour,direct,direct,0.46493715047836304
118,4496,direct,detour,detour,0.43385398387908936
119,4528,detour,detour,detour,0.21093504130840302
121,4586,detour,attack,detour,1.1330503225326538
121,4612,attack,direct,detour,0.4616442322731018
122,4650,direct,attack,attack,0.6003034710884094
122,4686,attack,attack,attack,0.32716840505599976
122,4776,attack,attack,attack,0.17912404239177704
122,4816,attack,attack,direct,0.2484152466058731
124,4857,attack,attack,direct,0.25569114089012146
128,4922,attack,direct,direct,1.3849453926086426
130,4955,direct,direct,direct,0.41411739587783813
130,4968,direct,attack,detour,0.48292720317840576
131,5037,attack,attack,detour,0.12991434335708618
132,5077,attack,direct,detour,0.5548721551895142
132,5123,direct,attack,attack,0.7527601718902588
132,5174,attack,attack,attack,0.11513423919677734
132,5233,attack,attack,attack,0.1971416473388672
132,5281,attack,detour,direct,0.9759910702705383
133,5327,detour,detour,direct,0.5185150504112244
135,5359,detour,detour,direct,0.36939284205436707
137,5384,detour,direct,direct,1.0733717679977417
139,5438,direct,detour,direct,0.4094048738479614
140,5471,detour,detour,detour,0.28558552265167236
141,5511,detour,detour,detour,0.4203310012817383
142,5536,detour,detour,detour,0.21454674005508423
144,5594,detour,detour,detour,0.6842069625854492
144,5623,detour,direct,attack,0.21801573038101196
144,5671,direct,direct,attack,0.12488100677728653
144,5722,direct,direct,attack,0.32539650797843933
145,5763,direct,detour,direct,0.3753502368927002
148,5799,detour,direct,direct,0.6807954907417297
149,5828,direct,detour,direct,0.43728572130203247
151,5867,detour,detour,direct,0.34899094700813293
153,5914,detour,detour,direct,0.14077726006507874
154,5971,detour,detour,detour,0.2880256474018097
156,6030,detour,detour,detour,0.3075403571128845
157,6083,detour,direct,attack,0.3110353946685791
158,6113,direct,direct,attack,0.1297084391117096
158,6177,direct,direct,attack,0.09777966141700745
158,6235,direct,direct,attack,0.39179104566574097
158,6243,direct,detour,direct,1.4414079189300537
160,6295,detour,detour,direct,0.19922614097595215
165,6355,detour,detour,direct,0.48777008056640625
166,6387,detour,detour,direct,0.12513118982315063
168,6431,detour,attack,detour,0.9767963290214539
168,6450,attack,attack,detour,0.39118701219558716
169,6503,attack,attack,detour,0.4764477610588074
169,6560,attack,direct,attack,1.0840286016464233
170,6591,direct,detour,attack,0.32200637459754944
171,6624,detour,direct,attack,0.42053157091140747
172,6678,direct,direct,attack,0.17679110169410706
172,6718,direct,direct,attack,0.2310946136713028
172,6727,direct,direct,direct,0.7828040719032288
173,6743,direct,direct,direct,0.4789555072784424
