episode,global_step,episode_step,true_policy,new_assumed_policy
14,108,9,chase_y,chase_y
24,206,11,chase_x,chase_x
37,310,11,chase_y,chase_y
49,408,15,chase_x,chase_x
61,512,1,chase_y,chase_y
73,608,12,chase_x,chase_x
83,708,15,chase_y,chase_y
95,808,12,chase_x,chase_x
107,914,18,chase_y,chase_y
120,1009,15,chase_x,chase_x
132,1112,12,chase_y,chase_y
144,1210,12,chase_x,chase_x
153,1309,13,chase_y,chase_y
166,1411,12,chase_x,chase_x
182,1515,8,chase_y,chase_y
194,1610,11,chase_x,chase_x
206,1714,3,chase_y,chase_y
216,1811,19,chase_x,chase_x
227,1911,16,chase_y,chase_y
241,2008,15,chase_x,chase_x
253,2110,12,chase_y,chase_y
266,2210,14,chase_x,chase_x
277,2309,11,chase_y,chase_y
288,2411,17,chase_x,chase_x
301,2512,19,chase_y,chase_y
313,2610,13,chase_x,chase_x
325,2711,12,chase_y,chase_y
335,2808,9,chase_x,chase_x
348,2915,14,chase_y,chase_y
356,3005,13,chase_x,chase_x
369,3110,15,chase_y,chase_y
381,3212,10,chase_x,chase_x
390,3308,15,chase_y,chase_y
401,3410,18,chase_x,chase_x
412,3510,1,chase_y,chase_y
423,3608,17,chase_x,chase_x
434,3707,8,chase_y,chase_y
448,3808,12,chase_x,chase_x
458,3906,13,chase_y,chase_y
471,4011,18,chase_x,chase_x
481,4108,16,chase_y,chase_y
490,4212,14,chase_x,chase_x
500,4311,14,chase_y,chase_y
510,4406,15,chase_x,chase_x
521,4513,18,chase_y,chase_y
531,4608,17,chase_x,chase_x
543,4712,5,chase_y,chase_y
553,4809,21,chase_x,chase_x
565,4909,14,chase_y,chase_y
576,5007,14,chase_x,chase_x
586,5106,7,chase_y,chase_y
597,5210,22,chase_x,chase_x
609,5313,17,chase_y,chase_y
618,5407,19,chase_x,chase_x
633,5506,13,chase_y,chase_y
646,5612,3,chase_x,chase_x
658,5710,3,chase_y,chase_y
670,5805,7,chase_x,chase_x
681,5914,11,chase_y,chase_y
693,6007,14,chase_x,chase_x
705,6107,12,chase_y,chase_y
716,6205,7,chase_x,chase_x
731,6307,16,chase_y,chase_y
744,6409,12,chase_x,chase_x
753,6509,18,chase_y,chase_y
768,6608,10,chase_x,chase_x
783,6715,4,chase_y,chase_y
795,6808,15,chase_x,chase_x
808,6909,12,chase_y,chase_y
821,7012,10,chase_x,chase_x
834,7107,8,chase_y,chase_y
845,7210,14,chase_x,chase_x
856,7310,17,chase_y,chase_y
865,7406,17,chase_x,chase_x
880,7508,6,chase_y,chase_y
890,7608,21,chase_x,chase_x
903,7709,10,chase_y,chase_y
914,7814,15,chase_x,chase_x
926,7911,11,chase_y,chase_y
937,8016,8,chase_x,chase_x
948,8109,8,chase_y,chase_y
958,8209,10,chase_x,chase_x
967,8308,9,chase_y,chase_y
978,8407,16,chase_x,chase_x
990,8508,10,chase_y,chase_y
