episode,opsdemo_reward,baseline_reward
200,96.0,90.0
201,96.0,92.0
202,96.0,90.0
203,87.0,90.0
204,88.0,94.0
205,91.0,91.0
206,80.0,92.0
207,53.0,92.0
208,94.0,93.0
209,95.0,76.0
210,94.0,86.0
211,46.0,92.0
212,88.0,94.0
213,93.0,95.0
214,93.0,93.0
215,96.0,94.0
216,92.0,93.0
217,93.0,97.0
218,86.0,94.0
219,88.0,90.0
220,94.0,90.0
221,92.0,89.0
222,91.0,95.0
223,96.0,89.0
224,90.0,93.0
225,71.0,92.0
226,77.0,90.0
227,-53.0,90.0
228,96.0,92.0
229,77.0,93.0
230,90.0,92.0
231,86.0,92.0
232,91.0,80.0
233,96.0,88.0
234,98.0,86.0
235,94.0,88.0
236,87.0,94.0
237,92.0,88.0
238,93.0,91.0
239,48.0,86.0
240,-60.0,89.0
241,66.0,93.0
242,94.0,93.0
243,81.0,91.0
244,96.0,93.0
245,90.0,93.0
246,91.0,85.0
247,92.0,97.0
248,95.0,93.0
249,91.0,93.0
250,91.0,93.0
251,93.0,85.0
252,93.0,88.0
253,75.0,96.0
254,92.0,92.0
255,-49.0,96.0
256,-60.0,93.0
257,97.0,93.0
258,88.0,85.0
259,91.0,94.0
260,94.0,88.0
261,84.0,91.0
262,94.0,90.0
263,91.0,91.0
264,93.0,89.0
265,93.0,91.0
266,99.0,92.0
267,90.0,93.0
268,91.0,91.0
269,76.0,91.0
270,98.0,88.0
271,-52.0,87.0
272,92.0,92.0
273,80.0,88.0
274,78.0,96.0
275,92.0,88.0
276,96.0,90.0
277,94.0,91.0
278,88.0,86.0
279,86.0,90.0
280,91.0,96.0
281,96.0,91.0
282,89.0,88.0
283,71.0,82.0
284,86.0,94.0
285,95.0,93.0
286,79.0,89.0
287,90.0,95.0
288,65.0,90.0
289,79.0,92.0
290,92.0,94.0
291,89.0,94.0
292,93.0,92.0
293,94.0,90.0
294,91.0,89.0
295,91.0,93.0
296,89.0,91.0
297,92.0,97.0
298,93.0,89.0
299,91.0,94.0
300,92.0,91.0
301,92.0,87.0
302,71.0,88.0
303,-63.0,87.0
304,92.0,95.0
305,88.0,92.0
306,98.0,97.0
307,88.0,90.0
308,95.0,91.0
309,81.0,86.0
310,97.0,96.0
311,94.0,92.0
312,96.0,89.0
313,94.0,94.0
314,94.0,85.0
315,92.0,89.0
316,96.0,92.0
317,90.0,96.0
318,89.0,90.0
319,92.0,98.0
320,91.0,87.0
321,91.0,91.0
322,80.0,95.0
323,65.0,91.0
324,-41.0,92.0
325,81.0,94.0
326,93.0,87.0
327,87.0,91.0
328,95.0,93.0
329,92.0,96.0
330,92.0,90.0
331,92.0,94.0
332,90.0,92.0
333,92.0,84.0
334,89.0,95.0
335,95.0,92.0
336,89.0,93.0
337,77.0,91.0
338,-54.0,95.0
339,91.0,87.0
340,94.0,93.0
341,60.0,92.0
342,73.0,94.0
343,96.0,93.0
344,95.0,86.0
345,79.0,85.0
346,93.0,87.0
347,91.0,90.0
348,91.0,85.0
349,94.0,87.0
350,94.0,95.0
351,92.0,86.0
352,94.0,93.0
353,91.0,88.0
354,-49.0,91.0
355,93.0,91.0
356,-58.0,91.0
357,88.0,87.0
358,85.0,93.0
359,87.0,87.0
360,95.0,92.0
361,87.0,91.0
362,87.0,93.0
363,93.0,85.0
364,96.0,87.0
365,90.0,89.0
366,86.0,93.0
367,86.0,89.0
368,89.0,94.0
369,75.0,88.0
370,-52.0,91.0
371,92.0,93.0
372,68.0,88.0
373,88.0,87.0
374,99.0,95.0
375,91.0,93.0
376,93.0,91.0
377,88.0,89.0
378,91.0,93.0
379,93.0,86.0
380,85.0,93.0
381,94.0,91.0
382,93.0,89.0
383,94.0,84.0
384,91.0,95.0
385,94.0,94.0
386,45.0,96.0
387,98.0,86.0
388,-61.0,83.0
389,88.0,98.0
390,89.0,92.0
391,96.0,89.0
392,88.0,93.0
393,91.0,90.0
394,91.0,91.0
395,95.0,78.0
396,92.0,86.0
397,98.0,91.0
398,91.0,88.0
399,88.0,88.0
400,90.0,95.0
401,95.0,90.0
402,-55.0,92.0
403,67.0,94.0
404,90.0,91.0
405,84.0,79.0
406,74.0,92.0
407,88.0,87.0
408,91.0,93.0
409,95.0,97.0
410,91.0,84.0
411,92.0,96.0
412,98.0,81.0
413,89.0,84.0
414,91.0,90.0
415,96.0,86.0
416,88.0,93.0
417,91.0,94.0
418,96.0,88.0
419,81.0,93.0
420,95.0,91.0
421,55.0,94.0
422,-62.0,94.0
423,77.0,92.0
424,93.0,93.0
425,94.0,89.0
426,92.0,85.0
427,91.0,96.0
428,94.0,94.0
429,94.0,80.0
430,97.0,89.0
431,89.0,96.0
432,94.0,96.0
433,93.0,95.0
434,94.0,92.0
435,93.0,89.0
436,-69.0,94.0
437,-65.0,85.0
438,94.0,90.0
439,97.0,91.0
440,90.0,93.0
441,95.0,95.0
442,95.0,88.0
443,98.0,96.0
444,92.0,78.0
445,96.0,93.0
446,94.0,90.0
447,94.0,97.0
448,86.0,85.0
449,91.0,95.0
450,91.0,86.0
451,97.0,94.0
452,98.0,89.0
453,92.0,98.0
454,89.0,91.0
455,99.0,86.0
456,88.0,94.0
457,90.0,93.0
458,64.0,92.0
459,94.0,97.0
460,76.0,97.0
461,97.0,85.0
462,95.0,93.0
463,76.0,96.0
464,72.0,97.0
465,91.0,93.0
466,90.0,92.0
467,91.0,92.0
468,94.0,91.0
469,97.0,95.0
470,93.0,93.0
471,80.0,89.0
472,80.0,90.0
473,96.0,96.0
474,93.0,92.0
475,94.0,83.0
476,74.0,91.0
477,81.0,94.0
478,79.0,90.0
479,76.0,86.0
480,93.0,93.0
481,93.0,92.0
482,89.0,86.0
483,93.0,93.0
484,88.0,97.0
485,92.0,87.0
486,95.0,91.0
487,97.0,90.0
488,93.0,90.0
489,92.0,91.0
490,96.0,97.0
491,91.0,88.0
492,95.0,83.0
493,92.0,82.0
494,93.0,89.0
495,91.0,89.0
496,-54.0,89.0
497,93.0,93.0
498,96.0,89.0
499,-51.0,92.0
500,97.0,94.0
501,92.0,90.0
502,93.0,85.0
503,93.0,75.0
504,99.0,90.0
505,93.0,94.0
506,81.0,94.0
507,96.0,85.0
508,95.0,94.0
509,90.0,90.0
510,86.0,85.0
511,99.0,82.0
512,98.0,95.0
513,87.0,84.0
514,91.0,92.0
515,80.0,86.0
516,49.0,92.0
517,90.0,92.0
518,-55.0,87.0
519,81.0,94.0
520,98.0,91.0
521,94.0,93.0
522,92.0,93.0
523,96.0,92.0
524,92.0,92.0
525,92.0,98.0
526,91.0,89.0
527,93.0,85.0
528,93.0,97.0
529,96.0,90.0
530,92.0,89.0
531,91.0,88.0
532,96.0,94.0
533,84.0,94.0
534,91.0,94.0
535,93.0,91.0
536,92.0,87.0
537,99.0,90.0
538,89.0,86.0
539,80.0,94.0
540,81.0,88.0
541,93.0,88.0
542,90.0,81.0
543,91.0,89.0
544,87.0,87.0
545,95.0,93.0
546,76.0,88.0
547,88.0,91.0
548,90.0,89.0
549,94.0,85.0
550,95.0,90.0
551,94.0,92.0
552,98.0,93.0
553,96.0,90.0
554,92.0,99.0
555,88.0,88.0
556,-51.0,93.0
557,54.0,93.0
558,97.0,89.0
559,52.0,91.0
560,93.0,83.0
561,95.0,87.0
562,96.0,91.0
563,96.0,93.0
564,96.0,91.0
565,91.0,84.0
566,94.0,87.0
567,91.0,90.0
568,91.0,88.0
569,91.0,93.0
570,84.0,88.0
571,90.0,93.0
572,86.0,93.0
573,81.0,89.0
574,83.0,89.0
575,93.0,88.0
576,92.0,91.0
577,-47.0,92.0
578,96.0,90.0
579,94.0,98.0
580,96.0,88.0
581,95.0,91.0
582,93.0,90.0
583,97.0,92.0
584,93.0,99.0
585,90.0,72.0
586,93.0,97.0
587,77.0,85.0
588,96.0,98.0
589,93.0,93.0
590,92.0,98.0
591,93.0,92.0
592,94.0,91.0
593,95.0,89.0
594,-55.0,97.0
595,93.0,94.0
596,93.0,95.0
597,-59.0,99.0
598,86.0,90.0
599,89.0,90.0
600,92.0,85.0
601,96.0,91.0
602,91.0,91.0
603,92.0,94.0
604,86.0,86.0
605,95.0,92.0
606,97.0,94.0
607,88.0,90.0
608,88.0,93.0
609,-63.0,89.0
610,93.0,81.0
611,91.0,92.0
612,-61.0,91.0
613,92.0,94.0
614,87.0,94.0
615,94.0,91.0
616,90.0,93.0
617,94.0,89.0
618,92.0,97.0
619,86.0,98.0
620,90.0,97.0
621,96.0,90.0
622,90.0,99.0
623,91.0,94.0
624,93.0,80.0
625,91.0,92.0
626,85.0,92.0
627,-41.0,90.0
628,83.0,88.0
629,-45.0,92.0
630,85.0,91.0
631,91.0,92.0
632,89.0,96.0
633,89.0,93.0
634,90.0,97.0
635,92.0,83.0
636,90.0,95.0
637,98.0,88.0
638,92.0,91.0
639,-59.0,90.0
640,-44.0,93.0
641,90.0,91.0
642,96.0,85.0
643,91.0,91.0
644,83.0,90.0
645,95.0,95.0
646,90.0,89.0
647,91.0,91.0
648,92.0,92.0
649,88.0,95.0
650,81.0,89.0
651,97.0,93.0
652,94.0,90.0
653,85.0,96.0
654,-63.0,97.0
655,97.0,96.0
656,91.0,95.0
657,95.0,96.0
658,90.0,94.0
659,70.0,91.0
660,88.0,89.0
661,90.0,94.0
662,89.0,95.0
663,87.0,98.0
664,90.0,98.0
665,80.0,86.0
666,95.0,86.0
667,91.0,91.0
668,88.0,91.0
669,97.0,96.0
670,98.0,93.0
671,90.0,93.0
672,68.0,89.0
673,-59.0,87.0
674,-57.0,95.0
675,90.0,87.0
676,91.0,96.0
677,89.0,89.0
678,87.0,93.0
679,98.0,95.0
680,92.0,93.0
681,98.0,95.0
682,90.0,92.0
683,91.0,93.0
684,94.0,96.0
685,94.0,91.0
686,94.0,92.0
687,81.0,97.0
688,-66.0,98.0
689,94.0,94.0
690,94.0,88.0
691,93.0,88.0
692,-53.0,90.0
693,92.0,90.0
694,92.0,86.0
695,93.0,90.0
696,99.0,95.0
697,91.0,94.0
698,97.0,77.0
699,95.0,89.0
700,94.0,92.0
701,92.0,95.0
702,96.0,92.0
703,97.0,84.0
704,91.0,95.0
705,89.0,85.0
706,94.0,88.0
707,37.0,84.0
708,58.0,96.0
709,93.0,89.0
710,94.0,95.0
711,91.0,81.0
712,67.0,87.0
713,91.0,96.0
714,93.0,96.0
715,90.0,95.0
716,96.0,89.0
717,95.0,86.0
718,86.0,99.0
719,97.0,92.0
720,89.0,86.0
721,90.0,94.0
722,96.0,94.0
723,93.0,91.0
724,91.0,90.0
725,85.0,95.0
726,76.0,96.0
727,97.0,89.0
728,42.0,91.0
729,74.0,89.0
730,89.0,95.0
731,93.0,87.0
732,83.0,88.0
733,92.0,96.0
734,93.0,99.0
735,88.0,95.0
736,96.0,88.0
737,96.0,88.0
738,92.0,92.0
739,98.0,93.0
740,95.0,95.0
741,95.0,91.0
742,85.0,94.0
743,94.0,94.0
744,60.0,98.0
745,92.0,88.0
746,-47.0,88.0
747,91.0,92.0
748,84.0,93.0
749,99.0,91.0
750,90.0,98.0
751,94.0,96.0
752,79.0,96.0
753,95.0,91.0
754,92.0,91.0
755,86.0,89.0
756,86.0,92.0
757,97.0,94.0
758,93.0,93.0
759,89.0,90.0
760,96.0,85.0
761,98.0,89.0
762,-66.0,87.0
763,-72.0,86.0
764,95.0,95.0
765,94.0,94.0
766,91.0,90.0
767,89.0,92.0
768,80.0,90.0
769,90.0,93.0
770,94.0,97.0
771,90.0,95.0
772,90.0,86.0
773,92.0,94.0
774,92.0,90.0
775,90.0,89.0
776,82.0,97.0
777,65.0,91.0
778,-53.0,93.0
779,86.0,94.0
780,92.0,91.0
781,87.0,88.0
782,93.0,90.0
783,96.0,85.0
784,87.0,97.0
785,99.0,93.0
786,97.0,94.0
787,87.0,94.0
788,96.0,95.0
789,87.0,87.0
790,37.0,95.0
791,94.0,95.0
792,-58.0,90.0
793,99.0,89.0
794,80.0,84.0
795,84.0,92.0
796,85.0,92.0
797,92.0,83.0
798,91.0,85.0
799,90.0,91.0
800,90.0,91.0
801,88.0,96.0
802,78.0,91.0
803,92.0,87.0
804,43.0,96.0
805,70.0,86.0
806,94.0,98.0
807,67.0,92.0
808,81.0,92.0
809,86.0,94.0
810,92.0,89.0
811,90.0,96.0
812,95.0,89.0
813,97.0,94.0
814,85.0,91.0
815,93.0,70.0
816,85.0,93.0
817,89.0,96.0
818,72.0,88.0
819,73.0,91.0
820,96.0,92.0
821,98.0,93.0
822,90.0,95.0
823,-52.0,96.0
824,88.0,90.0
825,91.0,96.0
826,95.0,90.0
827,89.0,88.0
828,96.0,94.0
829,97.0,90.0
830,92.0,88.0
831,93.0,87.0
832,89.0,92.0
833,93.0,88.0
834,92.0,90.0
835,90.0,93.0
836,92.0,95.0
837,85.0,96.0
838,95.0,93.0
839,93.0,91.0
840,-73.0,88.0
841,99.0,92.0
842,42.0,91.0
843,88.0,91.0
844,93.0,96.0
845,99.0,91.0
846,92.0,96.0
847,95.0,92.0
848,97.0,96.0
849,96.0,84.0
850,96.0,83.0
851,86.0,89.0
852,89.0,93.0
853,86.0,99.0
854,90.0,89.0
855,84.0,87.0
856,96.0,86.0
857,94.0,90.0
858,-58.0,97.0
859,87.0,90.0
860,95.0,86.0
861,93.0,88.0
862,96.0,91.0
863,76.0,95.0
864,92.0,91.0
865,97.0,96.0
866,93.0,95.0
867,98.0,89.0
868,83.0,83.0
869,90.0,92.0
870,95.0,96.0
871,98.0,91.0
872,91.0,92.0
873,93.0,91.0
874,83.0,96.0
875,-45.0,90.0
876,64.0,89.0
877,-54.0,90.0
878,87.0,93.0
879,90.0,94.0
880,92.0,88.0
881,90.0,88.0
882,92.0,99.0
883,91.0,94.0
884,96.0,91.0
885,88.0,89.0
886,87.0,85.0
887,98.0,91.0
888,-56.0,91.0
889,93.0,91.0
890,64.0,93.0
891,47.0,87.0
892,77.0,94.0
893,90.0,99.0
894,85.0,92.0
895,97.0,90.0
896,90.0,89.0
897,92.0,97.0
898,90.0,93.0
899,86.0,97.0
900,63.0,90.0
901,95.0,94.0
902,63.0,99.0
903,-63.0,95.0
904,86.0,86.0
905,89.0,90.0
906,92.0,89.0
907,94.0,93.0
908,98.0,93.0
909,87.0,88.0
910,89.0,92.0
911,92.0,85.0
912,90.0,93.0
913,95.0,93.0
914,95.0,91.0
915,92.0,86.0
916,86.0,94.0
917,-68.0,89.0
918,-65.0,91.0
919,90.0,88.0
920,93.0,92.0
921,93.0,91.0
922,90.0,98.0
923,85.0,90.0
924,90.0,89.0
925,61.0,96.0
926,88.0,94.0
927,-51.0,95.0
928,76.0,89.0
929,89.0,81.0
930,91.0,90.0
931,88.0,84.0
932,83.0,90.0
933,95.0,96.0
934,90.0,95.0
935,94.0,87.0
936,85.0,88.0
937,94.0,86.0
938,87.0,89.0
939,91.0,87.0
940,87.0,96.0
941,91.0,90.0
942,95.0,94.0
943,62.0,86.0
944,91.0,93.0
945,-65.0,89.0
946,97.0,89.0
947,47.0,87.0
948,89.0,95.0
949,85.0,92.0
950,89.0,93.0
951,90.0,98.0
952,93.0,92.0
953,77.0,93.0
954,95.0,90.0
955,91.0,90.0
956,68.0,93.0
957,95.0,89.0
958,97.0,91.0
959,93.0,96.0
960,91.0,89.0
961,-63.0,91.0
962,74.0,90.0
963,97.0,91.0
964,90.0,89.0
965,96.0,96.0
966,93.0,94.0
967,92.0,99.0
968,97.0,87.0
969,93.0,86.0
970,92.0,88.0
971,97.0,98.0
972,85.0,93.0
973,91.0,97.0
974,93.0,90.0
975,91.0,89.0
976,92.0,91.0
977,91.0,88.0
978,97.0,94.0
979,94.0,98.0
980,-53.0,94.0
981,80.0,92.0
982,94.0,97.0
983,92.0,84.0
984,92.0,89.0
985,96.0,91.0
986,88.0,93.0
987,89.0,91.0
988,79.0,90.0
989,93.0,97.0
990,95.0,89.0
991,92.0,95.0
992,87.0,88.0
993,94.0,82.0
994,90.0,88.0
995,93.0,91.0
996,60.0,96.0
997,88.0,91.0
998,-53.0,84.0
999,53.0,83.0
