episode,opsdemo_reward,baseline_reward
0,89.0,97.0
1,99.0,87.0
2,90.0,96.0
3,94.0,93.0
4,86.0,91.0
5,96.0,92.0
6,91.0,88.0
7,93.0,93.0
8,96.0,93.0
9,90.0,93.0
10,90.0,89.0
11,89.0,93.0
12,96.0,98.0
13,93.0,81.0
14,89.0,93.0
15,-46.0,90.0
16,88.0,94.0
17,45.0,99.0
18,93.0,87.0
19,88.0,91.0
20,94.0,97.0
21,99.0,92.0
22,96.0,92.0
23,92.0,85.0
24,90.0,94.0
25,92.0,85.0
26,97.0,86.0
27,96.0,95.0
28,93.0,94.0
29,93.0,93.0
30,92.0,88.0
31,92.0,85.0
32,85.0,89.0
33,74.0,92.0
34,88.0,97.0
35,-55.0,93.0
36,71.0,89.0
37,90.0,94.0
38,88.0,90.0
39,88.0,92.0
40,91.0,93.0
41,97.0,90.0
42,96.0,92.0
43,93.0,97.0
44,99.0,91.0
45,91.0,92.0
46,92.0,92.0
47,88.0,93.0
48,-55.0,93.0
49,96.0,94.0
50,97.0,86.0
51,70.0,88.0
52,-59.0,96.0
53,95.0,89.0
54,88.0,95.0
55,90.0,94.0
56,89.0,82.0
57,87.0,85.0
58,99.0,86.0
59,96.0,96.0
60,82.0,99.0
61,98.0,94.0
62,97.0,91.0
63,84.0,87.0
64,82.0,86.0
65,95.0,93.0
66,51.0,95.0
67,-51.0,97.0
68,93.0,96.0
69,89.0,91.0
70,96.0,92.0
71,96.0,89.0
72,97.0,87.0
73,74.0,93.0
74,89.0,93.0
75,90.0,95.0
76,89.0,91.0
77,95.0,92.0
78,89.0,92.0
79,59.0,92.0
80,92.0,94.0
81,91.0,90.0
82,80.0,84.0
83,-60.0,94.0
84,91.0,90.0
85,93.0,94.0
86,94.0,91.0
87,94.0,87.0
88,94.0,90.0
89,92.0,87.0
90,90.0,88.0
91,95.0,89.0
92,85.0,98.0
93,95.0,94.0
94,97.0,89.0
95,94.0,93.0
96,96.0,94.0
97,83.0,91.0
98,85.0,95.0
99,94.0,91.0
100,74.0,84.0
101,86.0,86.0
102,97.0,90.0
103,95.0,88.0
104,95.0,92.0
105,47.0,92.0
106,97.0,91.0
107,90.0,90.0
108,96.0,94.0
109,91.0,93.0
110,94.0,88.0
111,92.0,86.0
112,95.0,98.0
113,91.0,90.0
114,77.0,94.0
115,94.0,96.0
116,93.0,94.0
117,73.0,92.0
118,77.0,90.0
119,99.0,85.0
120,96.0,88.0
121,-64.0,99.0
122,70.0,95.0
123,99.0,89.0
124,92.0,93.0
125,91.0,94.0
126,94.0,96.0
127,99.0,86.0
128,94.0,71.0
129,92.0,95.0
130,90.0,93.0
131,94.0,96.0
132,96.0,92.0
133,81.0,89.0
134,89.0,92.0
135,91.0,96.0
136,96.0,87.0
137,-58.0,92.0
138,90.0,97.0
139,93.0,84.0
140,90.0,84.0
141,95.0,87.0
142,92.0,88.0
143,97.0,88.0
144,93.0,91.0
145,73.0,89.0
146,79.0,89.0
147,91.0,95.0
148,92.0,89.0
149,93.0,86.0
150,88.0,95.0
151,91.0,93.0
152,97.0,92.0
153,91.0,92.0
154,95.0,93.0
155,96.0,94.0
156,97.0,93.0
157,95.0,97.0
158,97.0,93.0
159,-69.0,96.0
160,90.0,97.0
161,79.0,93.0
162,95.0,93.0
163,83.0,93.0
164,81.0,82.0
165,87.0,93.0
166,92.0,92.0
167,89.0,88.0
168,93.0,96.0
169,94.0,97.0
170,95.0,96.0
171,90.0,96.0
172,73.0,94.0
173,88.0,88.0
174,71.0,94.0
175,-68.0,89.0
176,96.0,85.0
177,87.0,89.0
178,93.0,95.0
179,90.0,87.0
180,95.0,84.0
181,91.0,88.0
182,93.0,91.0
183,89.0,93.0
184,93.0,98.0
185,97.0,91.0
186,88.0,96.0
187,94.0,86.0
188,93.0,98.0
189,88.0,91.0
190,92.0,93.0
191,96.0,95.0
192,86.0,90.0
193,-62.0,92.0
194,84.0,93.0
195,91.0,86.0
196,79.0,80.0
197,90.0,96.0
198,80.0,87.0
199,91.0,93.0
200,85.0,90.0
