episode,global_step,episode_step,true_policy,new_assumed_policy
2,15,3,chase_x,chase_x
2,19,7,chase_x,chase_x
3,27,5,chase_x,chase_y
4,31,3,chase_x,chase_x
5,45,1,chase_x,chase_x
5,52,8,chase_x,chase_x
9,69,2,chase_x,chase_x
10,77,5,chase_x,chase_x
11,87,7,chase_x,chase_x
12,96,9,chase_x,chase_x
13,101,4,chase_y,chase_y
13,109,12,chase_y,chase_x
13,113,16,chase_y,chase_x
13,118,21,chase_y,chase_x
13,122,25,chase_y,chase_x
13,126,29,chase_y,chase_y
13,131,34,chase_y,chase_x
13,137,40,chase_y,chase_x
14,141,4,chase_y,chase_x
14,145,8,chase_y,chase_x
14,149,12,chase_y,chase_x
14,154,17,chase_y,chase_x
14,159,22,chase_y,chase_y
14,165,28,chase_y,chase_x
14,171,34,chase_y,chase_x
14,175,38,chase_y,chase_x
15,180,3,chase_y,chase_x
15,187,10,chase_y,chase_x
15,192,15,chase_y,chase_x
15,199,22,chase_y,chase_x
16,215,9,chase_x,chase_x
16,221,15,chase_x,chase_y
17,225,4,chase_x,chase_x
17,229,8,chase_x,chase_y
17,236,15,chase_x,chase_x
17,241,20,chase_x,chase_y
17,246,25,chase_x,chase_x
19,263,6,chase_x,chase_y
19,267,10,chase_x,chase_x
19,271,14,chase_x,chase_x
21,285,5,chase_x,chase_y
21,289,9,chase_x,chase_x
21,299,19,chase_x,chase_y
24,319,7,chase_y,chase_x
24,324,12,chase_y,chase_x
24,330,18,chase_y,chase_x
24,337,25,chase_y,chase_y
24,341,29,chase_y,chase_x
26,348,1,chase_y,chase_y
28,364,3,chase_y,chase_x
28,368,7,chase_y,chase_y
28,373,12,chase_y,chase_x
28,379,18,chase_y,chase_x
28,384,23,chase_y,chase_x
28,390,29,chase_y,chase_x
28,394,33,chase_y,chase_x
28,399,38,chase_y,chase_x
30,407,3,chase_x,chase_x
31,412,3,chase_x,chase_x
32,422,3,chase_x,chase_x
34,432,1,chase_x,chase_x
34,437,6,chase_x,chase_x
34,441,10,chase_x,chase_x
35,446,5,chase_x,chase_x
36,456,9,chase_x,chase_x
37,461,3,chase_x,chase_x
37,465,7,chase_x,chase_x
38,470,3,chase_x,chase_y
39,477,4,chase_x,chase_x
39,482,9,chase_x,chase_x
40,488,6,chase_x,chase_x
41,497,8,chase_x,chase_x
42,503,5,chase_y,chase_y
42,509,11,chase_y,chase_x
42,514,16,chase_y,chase_x
42,519,21,chase_y,chase_x
42,524,26,chase_y,chase_y
42,528,30,chase_y,chase_x
43,532,4,chase_y,chase_x
44,536,1,chase_y,chase_y
45,546,4,chase_y,chase_x
45,550,8,chase_y,chase_y
47,568,4,chase_y,chase_x
47,573,9,chase_y,chase_x
47,578,14,chase_y,chase_x
47,584,20,chase_y,chase_x
47,588,24,chase_y,chase_y
47,592,28,chase_y,chase_x
47,597,33,chase_y,chase_x
47,604,40,chase_x,chase_x
48,615,11,chase_x,chase_x
50,625,5,chase_x,chase_x
50,633,13,chase_x,chase_x
51,640,7,chase_x,chase_x
53,651,4,chase_x,chase_x
55,669,2,chase_x,chase_y
55,673,6,chase_x,chase_x
56,681,4,chase_x,chase_x
57,689,7,chase_x,chase_x
58,695,3,chase_x,chase_x
58,699,7,chase_x,chase_x
59,704,3,chase_y,chase_y
59,709,8,chase_y,chase_x
59,715,14,chase_y,chase_x
59,719,18,chase_y,chase_x
59,724,23,chase_y,chase_x
59,728,27,chase_y,chase_x
59,732,31,chase_y,chase_x
59,737,36,chase_y,chase_x
59,741,40,chase_y,chase_y
61,752,5,chase_y,chase_x
